check_name
check_for_hidden_python_files
check_for_compiled_python
check_for_possible_threading
check_for_python_udp_network_communications
check_file_formats_module_IO
check_all_python_files_are_well_formed
check_for_builtin_types
check_for_unix_questionable_commands
check_for_circular_reference_in_python
check_for_custom_python_interpreters
check_for_python_multimedia_services
check_for_optional_operating_system_services
check_for_root_privilege_escalation
check_for_program_frameworks
check_for_debugging_and_profiling
check_hostnames_and_ips
check_for_sensitive_info_in_url
check_for_insecure_http_calls_in_python
check_for_supported_tls
check_idx_binary_compatibility
