s,kW/m2,kg/m2/s,kW/m2,C,kW/m2,kW/m3,kW/m3,kW/m2,C
 3.8197526E+000, 2.3540388E+001, 1.0906839E-017, 2.7953968E-002, 8.2416836E+001, 4.2258518E+000, 1.3843034E-002, 1.9410331E+000, 3.2965559E+000, 7.2706593E+001
 4.0006761E+000, 2.3800636E+001, 2.1612286E-017, 2.5872191E-002, 8.4099422E+001, 4.2645617E+000, 4.0848175E-002, 1.9598118E+000, 3.3021291E+000, 7.5785222E+001
 4.2419075E+000, 2.4079193E+001, 4.0708589E-017, 1.3766845E-002, 8.2667909E+001, 4.2955077E+000, 1.2477275E-001, 1.9931213E+000, 3.3139640E+000, 7.8685935E+001
 4.4228310E+000, 2.4378163E+001, 7.1633582E-017,-2.6866279E-004, 8.0145051E+001, 4.3328377E+000, 3.1940743E-001, 2.0332239E+000, 3.3242449E+000, 8.1521178E+001
 4.6037545E+000, 2.4579586E+001, 1.2512035E-016,-1.1336730E-002, 7.9346746E+001, 4.3541650E+000, 6.7076645E-001, 2.0578687E+000, 3.3195546E+000, 8.4193990E+001
 4.8449859E+000, 2.4807862E+001, 2.1479600E-016,-1.1472679E-002, 8.2360613E+001, 4.3807313E+000, 1.5084967E+000, 2.0738724E+000, 3.3187133E+000, 8.6841070E+001
 5.0259094E+000, 2.5031674E+001, 3.5293620E-016,-5.1578721E-003, 8.7422687E+001, 4.4201253E+000, 3.0725584E+000, 8.8350471E-001, 3.3231230E+000, 8.9447441E+001
 5.2068330E+000, 2.5282769E+001, 5.7990210E-016,-9.1434699E-003, 8.7808240E+001, 4.4715421E+000, 5.2357488E+000,-2.2642013E+000, 3.3351509E+000, 9.2080234E+001
 5.4480643E+000, 2.5592441E+001, 9.5263851E-016,-1.9971238E-002, 8.6437307E+001, 4.5226168E+000, 9.1589133E+000,-3.8687496E+000, 3.3535639E+000, 9.4638456E+001
 5.6289879E+000, 2.5921904E+001, 1.5128209E-015,-3.0415568E-002, 8.5687804E+001, 4.5774164E+000, 1.5043039E+001,-5.1705967E+000, 3.3754414E+000, 9.7174547E+001
 5.8099114E+000, 2.6243700E+001, 2.3995610E-015,-3.3383218E-002, 8.7652572E+001, 4.6397856E+000, 2.2157292E+001,-6.2342726E+000, 3.3986690E+000, 9.9774359E+001
 6.0571736E+000, 2.6603336E+001, 3.8699475E-015,-2.1223094E-002, 9.5260045E+001, 4.7169967E+000, 3.3565792E+001,-8.5735109E+000, 3.4287222E+000, 1.0250164E+002
 6.2561894E+000, 2.7019762E+001, 6.0902789E-015,-9.6824395E-003, 1.0164926E+002, 4.8189465E+000, 4.7528058E+001,-1.0998243E+001, 3.4681353E+000, 1.0540747E+002
 6.4552053E+000, 2.7355565E+001, 1.0132362E-014,-1.3947262E-002, 1.0297728E+002, 4.8990926E+000, 5.9913611E+001,-1.2912213E+001, 3.4904745E+000, 1.0830464E+002
 6.6542212E+000, 2.7700229E+001, 1.5045668E-014,-6.5837845E-003, 1.0910822E+002, 4.9719814E+000, 7.4615259E+001,-1.6350740E+001, 3.5191376E+000, 1.1075051E+002
 6.8532371E+000, 2.8122857E+001, 2.4727705E-014,-1.2280755E-003, 1.1229140E+002, 5.0700052E+000, 8.8730341E+001,-1.9156845E+001, 3.5543662E+000, 1.1369326E+002
 7.0522530E+000, 2.8541226E+001, 3.6468865E-014,-1.0335770E-003, 1.1659277E+002, 5.1685897E+000, 1.0325221E+002,-2.3175954E+001, 3.6056526E+000, 1.1622976E+002
 7.2294580E+000, 2.9037364E+001, 5.9528045E-014, 1.7736633E-002, 1.2486940E+002, 5.2972934E+000, 1.1937388E+002,-2.8831895E+001, 3.6644804E+000, 1.1922850E+002
 7.4511908E+000, 2.9632374E+001, 9.4668618E-014, 6.4062499E-003, 1.2270405E+002, 5.4509150E+000, 1.3145739E+002,-3.0491000E+001, 3.7467485E+000, 1.2213111E+002
 7.6174904E+000, 3.0166917E+001, 1.4390327E-013,-2.4862148E-004, 1.2542787E+002, 5.5546062E+000, 1.4278619E+002,-3.3637789E+001, 3.8115882E+000, 1.2489941E+002
 7.8093340E+000, 3.0755334E+001, 2.2803884E-013, 1.3999700E-002, 1.3181587E+002, 5.7063900E+000, 1.5804214E+002,-3.8779983E+001, 3.8887770E+000, 1.2797945E+002
 8.0011776E+000, 3.1319032E+001, 3.6231255E-013,-3.6131047E-003, 1.2929023E+002, 5.8614865E+000, 1.6734044E+002,-3.9577735E+001, 3.9686559E+000, 1.3117717E+002
 8.2122056E+000, 3.1867308E+001, 5.7857489E-013, 1.1917366E-002, 1.3956088E+002, 5.9670274E+000, 1.7984082E+002,-4.6918368E+001, 4.0274232E+000, 1.3445238E+002
 8.4016853E+000, 3.2425743E+001, 9.4285814E-013, 2.9158040E-002, 1.4579777E+002, 6.1291722E+000, 1.9737250E+002,-5.2178691E+001, 4.0821656E+000, 1.3784692E+002
 8.6385349E+000, 3.2989855E+001, 1.5942026E-012, 7.5511710E-003, 1.4316396E+002, 6.2450906E+000, 2.0193486E+002,-5.1079834E+001, 4.1368671E+000, 1.4137882E+002
 8.8280147E+000, 3.3471593E+001, 2.5603142E-012, 5.6028233E-003, 1.4568438E+002, 6.3488200E+000, 2.1307788E+002,-5.3890083E+001, 4.1827374E+000, 1.4472341E+002
 9.0174944E+000, 3.3719325E+001, 3.9024802E-012,-1.7708297E-002, 1.4107317E+002, 6.3991888E+000, 2.1592522E+002,-5.0825383E+001, 4.1760845E+000, 1.4758872E+002
 9.2069741E+000, 3.3941649E+001, 5.8054675E-012,-5.0679302E-003, 1.4950648E+002, 6.4256818E+000, 2.2523434E+002,-5.8468496E+001, 4.1661882E+000, 1.5031008E+002
 9.4438237E+000, 3.4294102E+001, 8.8241983E-012,-1.2156951E-003, 1.5192047E+002, 6.5316755E+000, 2.3548900E+002,-6.1181337E+001, 4.1863295E+000, 1.5333330E+002
 9.6333035E+000, 3.4616075E+001, 1.3496880E-011,-2.6193893E-002, 1.4751200E+002, 6.5805312E+000, 2.3394648E+002,-5.7412601E+001, 4.1966403E+000, 1.5635234E+002
 9.8227832E+000, 3.4825297E+001, 1.9280900E-011,-4.0078113E-002, 1.4606732E+002, 6.6248246E+000, 2.3827041E+002,-5.4752201E+001, 4.1918625E+000, 1.5892412E+002
 1.0012263E+001, 3.4930337E+001, 2.7199936E-011,-3.7447798E-002, 1.5049683E+002, 6.6406934E+000, 2.4307646E+002,-5.9461987E+001, 4.1652353E+000, 1.6139439E+002
 1.0201743E+001, 3.5102524E+001, 3.7931109E-011,-1.9795651E-002, 1.5689673E+002, 6.6812011E+000, 2.5352405E+002,-6.5736049E+001, 4.1491270E+000, 1.6383245E+002
 1.0438592E+001, 3.5310758E+001, 5.5137650E-011,-5.1994303E-002, 1.4980582E+002, 6.7283376E+000, 2.5137496E+002,-5.9165317E+001, 4.1379729E+000, 1.6650216E+002
 1.0628072E+001, 3.5472044E+001, 7.6995338E-011,-6.3584746E-002, 1.4991554E+002, 6.7406090E+000, 2.5256191E+002,-5.8117229E+001, 4.1152803E+000, 1.6894090E+002
 1.0817552E+001, 3.5593425E+001, 1.0333156E-010,-4.0790934E-002, 1.5903369E+002, 6.7726380E+000, 2.6333787E+002,-6.6499592E+001, 4.0937784E+000, 1.7121716E+002
 1.1007031E+001, 3.5740090E+001, 1.3853382E-010,-3.7098407E-002, 1.6138485E+002, 6.8131082E+000, 2.6765685E+002,-6.9953971E+001, 4.0773995E+000, 1.7346687E+002
 1.1243881E+001, 3.6018764E+001, 1.8964512E-010,-6.6841771E-002, 1.5495577E+002, 6.8743238E+000, 2.6646917E+002,-6.3635932E+001, 4.0819144E+000, 1.7582676E+002
 1.1433361E+001, 3.6197949E+001, 2.5880650E-010,-7.1891411E-002, 1.5726722E+002, 6.8987266E+000, 2.6980736E+002,-6.4687480E+001, 4.0662142E+000, 1.7829066E+002
 1.1602392E+001, 3.6319923E+001, 3.3774897E-010,-5.1925038E-002, 1.6417911E+002, 6.9267431E+000, 2.8000721E+002,-7.1883260E+001, 4.0455125E+000, 1.8035326E+002
 1.1813680E+001, 3.6472902E+001, 4.4674025E-010,-6.3161045E-002, 1.6232124E+002, 6.9620363E+000, 2.7752505E+002,-7.0963222E+001, 4.0279014E+000, 1.8249414E+002
 1.2024969E+001, 3.6670183E+001, 5.8665646E-010,-9.7384707E-002, 1.5565652E+002, 6.9957161E+000, 2.7484533E+002,-6.3644454E+001, 4.0159686E+000, 1.8457660E+002
 1.2236257E+001, 3.6680420E+001, 7.7597860E-010,-9.0684699E-002, 1.6039869E+002, 6.9908024E+000, 2.8145732E+002,-6.7487469E+001, 3.9680523E+000, 1.8678394E+002
 1.2405288E+001, 3.6710929E+001, 9.7666623E-010,-7.0279641E-002, 1.6690398E+002, 6.9913073E+000, 2.8731093E+002,-7.5009131E+001, 3.9298059E+000, 1.8864501E+002
 1.2616577E+001, 3.6921999E+001, 1.2236187E-009,-8.8123709E-002, 1.6304172E+002, 7.0420351E+000, 2.8455077E+002,-7.1561956E+001, 3.9303213E+000, 1.9042780E+002
 1.2827865E+001, 3.7121723E+001, 1.5820085E-009,-1.1825606E-001, 1.5930394E+002, 7.0982103E+000, 2.8143420E+002,-6.6704185E+001, 3.9222683E+000, 1.9253830E+002
 1.3039154E+001, 3.7129683E+001, 1.9958622E-009,-1.0053673E-001, 1.6567374E+002, 7.0859301E+000, 2.8941052E+002,-7.2213873E+001, 3.8739563E+000, 1.9445730E+002
 1.3208185E+001, 3.7172682E+001, 2.4787326E-009,-9.2386802E-002, 1.6798802E+002, 7.0933098E+000, 2.9366758E+002,-7.5606280E+001, 3.8422607E+000, 1.9624386E+002
 1.3419474E+001, 3.7305806E+001, 3.0591429E-009,-1.3129902E-001, 1.6107569E+002, 7.1401381E+000, 2.8891476E+002,-6.8651587E+001, 3.8291280E+000, 1.9786963E+002
 1.3630762E+001, 3.7322131E+001, 3.7542653E-009,-1.4434509E-001, 1.6155596E+002, 7.1488414E+000, 2.8917472E+002,-6.7850014E+001, 3.7932482E+000, 1.9952792E+002
 1.3842051E+001, 3.7308654E+001, 4.6617704E-009,-1.1907801E-001, 1.6791430E+002, 7.1348047E+000, 2.9552456E+002,-7.4841682E+001, 3.7433124E+000, 2.0135937E+002
 1.4023759E+001, 3.7390122E+001, 5.5975328E-009,-1.4184113E-001, 1.6364843E+002, 7.1574551E+000, 2.9129338E+002,-7.1375984E+001, 3.7200591E+000, 2.0285023E+002
 1.4209693E+001, 3.7442442E+001, 6.5887053E-009,-1.7351993E-001, 1.5968822E+002, 7.1762979E+000, 2.8963385E+002,-6.6592715E+001, 3.6985713E+000, 2.0414562E+002
 1.4422924E+001, 3.7500077E+001, 7.8481907E-009,-1.4967465E-001, 1.6665907E+002, 7.1824283E+000, 2.9899756E+002,-7.3489657E+001, 3.6707514E+000, 2.0566287E+002
 1.4631359E+001, 3.7596374E+001, 9.5929319E-009,-1.4366000E-001, 1.6822337E+002, 7.1995690E+000, 2.9867888E+002,-7.6400393E+001, 3.6430855E+000, 2.0739369E+002
 1.4839793E+001, 3.7764719E+001, 1.1427092E-008,-1.8441796E-001, 1.6166936E+002, 7.2458064E+000, 2.9426618E+002,-6.9826798E+001, 3.6404929E+000, 2.0881621E+002
 1.5006541E+001, 3.7819859E+001, 1.3386029E-008,-1.9062300E-001, 1.6295024E+002, 7.2574876E+000, 2.9642551E+002,-6.9985681E+001, 3.6151274E+000, 2.1019306E+002
 1.5214976E+001, 3.7751772E+001, 1.5681097E-008,-1.7601695E-001, 1.6654481E+002, 7.2376851E+000, 3.0053314E+002,-7.3977404E+001, 3.5628749E+000, 2.1155174E+002
 1.5423410E+001, 3.7764739E+001, 1.8363863E-008,-2.0040654E-001, 1.6254798E+002, 7.2402622E+000, 2.9810644E+002,-7.0844270E+001, 3.5298872E+000, 2.1277742E+002
 1.5606833E+001, 3.7810444E+001, 2.1135763E-008,-2.1932325E-001, 1.6117854E+002, 7.2501474E+000, 2.9568850E+002,-6.8772913E+001, 3.5069941E+000, 2.1397115E+002
 1.5836111E+001, 3.7852465E+001, 2.4547177E-008,-1.9718978E-001, 1.6671351E+002, 7.2588238E+000, 3.0227230E+002,-7.3707430E+001, 3.4799636E+000, 2.1535552E+002
 1.6019533E+001, 3.7932349E+001, 2.8454692E-008,-1.9815546E-001, 1.6684774E+002, 7.2768690E+000, 3.0417431E+002,-7.4587116E+001, 3.4602110E+000, 2.1668124E+002
 1.6202956E+001, 3.8011337E+001, 3.2456731E-008,-2.2727388E-001, 1.6269827E+002, 7.2935511E+000, 3.0060872E+002,-7.0474942E+001, 3.4439227E+000, 2.1776251E+002
 1.6432234E+001, 3.8114698E+001, 3.7222466E-008,-2.2423267E-001, 1.6564899E+002, 7.3147220E+000, 3.0218925E+002,-7.2461155E+001, 3.4300733E+000, 2.1900226E+002
 1.6615656E+001, 3.8203491E+001, 4.3017939E-008,-2.0075048E-001, 1.7010532E+002, 7.3335640E+000, 3.0600465E+002,-7.7205922E+001, 3.4095323E+000, 2.2042968E+002
 1.6844934E+001, 3.8249763E+001, 4.9858188E-008,-2.4860932E-001, 1.6228761E+002, 7.3404929E+000, 3.0031423E+002,-6.8968864E+001, 3.3805538E+000, 2.2158994E+002
 1.7028357E+001, 3.8167011E+001, 5.6472838E-008,-2.8032061E-001, 1.5912171E+002, 7.3159129E+000, 2.9765413E+002,-6.4886449E+001, 3.3336183E+000, 2.2251154E+002
 1.7211779E+001, 3.8111449E+001, 6.2708914E-008,-2.3595419E-001, 1.6819683E+002, 7.3005615E+000, 3.0438168E+002,-7.3568166E+001, 3.2917211E+000, 2.2349364E+002
 1.7441057E+001, 3.8096947E+001, 7.0652231E-008,-2.5489185E-001, 1.6359817E+002, 7.2916421E+000, 2.9914419E+002,-7.0024898E+001, 3.2554752E+000, 2.2446561E+002
 1.7624480E+001, 3.8019658E+001, 7.9113288E-008,-3.2115205E-001, 1.5500408E+002, 7.2645515E+000, 2.9140859E+002,-6.1146245E+001, 3.2147436E+000, 2.2516981E+002
 1.7807902E+001, 3.7991620E+001, 8.6142316E-008,-2.8726617E-001, 1.6204258E+002, 7.2601679E+000, 2.9839036E+002,-6.7300711E+001, 3.1869714E+000, 2.2595742E+002
 1.8037180E+001, 3.7954109E+001, 9.5839031E-008,-2.7204575E-001, 1.6389876E+002, 7.2482825E+000, 2.9814403E+002,-7.0646236E+001, 3.1467178E+000, 2.2693080E+002
 1.8220603E+001, 3.7921488E+001, 1.0585282E-007,-3.2671264E-001, 1.5542549E+002, 7.2331052E+000, 2.9204779E+002,-6.2601212E+001, 3.1178214E+000, 2.2758213E+002
 1.8404025E+001, 3.7962028E+001, 1.1454277E-007,-3.2104697E-001, 1.5870886E+002, 7.2432041E+000, 2.9522157E+002,-6.4951517E+001, 3.1079802E+000, 2.2826650E+002
 1.8633303E+001, 3.8027745E+001, 1.2561809E-007,-2.8460728E-001, 1.6457818E+002, 7.2613340E+000, 3.0019026E+002,-7.1269228E+001, 3.0921972E+000, 2.2927814E+002
 1.8816725E+001, 3.8039978E+001, 1.3943196E-007,-3.2371980E-001, 1.5836826E+002, 7.2591495E+000, 2.9478944E+002,-6.6472312E+001, 3.0679983E+000, 2.3010597E+002
 1.9000148E+001, 3.8132294E+001, 1.5119805E-007,-3.3750075E-001, 1.5835293E+002, 7.2781773E+000, 2.9663701E+002,-6.5612768E+001, 3.0678566E+000, 2.3077894E+002
 1.9229426E+001, 3.8264770E+001, 1.6624125E-007,-2.9759865E-001, 1.6517635E+002, 7.3128009E+000, 3.0369220E+002,-7.1755182E+001, 3.0638864E+000, 2.3187369E+002
 1.9412848E+001, 3.8311034E+001, 1.8367067E-007,-3.1653471E-001, 1.6201403E+002, 7.3218507E+000, 3.0060698E+002,-6.9094008E+001, 3.0455136E+000, 2.3279170E+002
 1.9642127E+001, 3.8364319E+001, 2.0163735E-007,-3.2442796E-001, 1.6295269E+002, 7.3312137E+000, 3.0419705E+002,-6.9241289E+001, 3.0305628E+000, 2.3361118E+002
 1.9825549E+001, 3.8565151E+001, 2.2182608E-007,-2.8212010E-001, 1.7025133E+002, 7.3806388E+000, 3.1229058E+002,-7.6494277E+001, 3.0404066E+000, 2.3470988E+002
 2.0008971E+001, 3.8677634E+001, 2.4314270E-007,-3.0281514E-001, 1.6656456E+002, 7.4041318E+000, 3.0902242E+002,-7.3121980E+001, 3.0339569E+000, 2.3563586E+002
 2.0238249E+001, 3.8735626E+001, 2.6880341E-007,-3.3432966E-001, 1.6361589E+002, 7.4141956E+000, 3.0949858E+002,-6.8650756E+001, 3.0200992E+000, 2.3647637E+002
 2.0421672E+001, 3.8839861E+001, 2.9410923E-007,-2.7969641E-001, 1.7450543E+002, 7.4411282E+000, 3.2118512E+002,-7.9076435E+001, 3.0103353E+000, 2.3752724E+002
 2.0605094E+001, 3.8988112E+001, 3.2197807E-007,-2.7253818E-001, 1.7458094E+002, 7.4730157E+000, 3.2057754E+002,-8.0418650E+001, 3.0078755E+000, 2.3851084E+002
 2.0834372E+001, 3.9084009E+001, 3.5513071E-007,-3.3017764E-001, 1.6616189E+002, 7.4914569E+000, 3.1380431E+002,-7.0246150E+001, 3.0021625E+000, 2.3931184E+002
 2.1017795E+001, 3.9158372E+001, 3.8882659E-007,-2.9850991E-001, 1.7435820E+002, 7.5103126E+000, 3.2472063E+002,-7.6950463E+001, 2.9893779E+000, 2.4027696E+002
 2.1201217E+001, 3.9303476E+001, 4.2348760E-007,-2.4714102E-001, 1.8171573E+002, 7.5423997E+000, 3.3095822E+002,-8.5967427E+001, 2.9846131E+000, 2.4134383E+002
 2.1421168E+001, 3.9372295E+001, 4.6937913E-007,-3.0522322E-001, 1.7245785E+002, 7.5556509E+000, 3.2578511E+002,-7.6044786E+001, 2.9683981E+000, 2.4220290E+002
 2.1627129E+001, 3.9503255E+001, 5.1378210E-007,-3.0867283E-001, 1.7488925E+002, 7.5865342E+000, 3.2976504E+002,-7.7304953E+001, 2.9714491E+000, 2.4303532E+002
 2.1833089E+001, 3.9649890E+001, 5.6540758E-007,-2.3937856E-001, 1.8676839E+002, 7.6194130E+000, 3.4057794E+002,-9.0878097E+001, 2.9628073E+000, 2.4428845E+002
 2.2039049E+001, 3.9897899E+001, 6.2390629E-007,-2.6623046E-001, 1.8143719E+002, 7.6771223E+000, 3.3761589E+002,-8.5439096E+001, 2.9806458E+000, 2.4531243E+002
 2.2203817E+001, 4.0096006E+001, 6.8211562E-007,-3.1795105E-001, 1.7528449E+002, 7.7216460E+000, 3.3431234E+002,-7.7078141E+001, 2.9950411E+000, 2.4614253E+002
 2.2409777E+001, 4.0062528E+001, 7.4230673E-007,-2.7169486E-001, 1.8443348E+002, 7.7118362E+000, 3.4350614E+002,-8.6752691E+001, 2.9553603E+000, 2.4710940E+002
 2.2615738E+001, 4.0135484E+001, 8.1388221E-007,-2.3755085E-001, 1.9013395E+002, 7.7273151E+000, 3.4839397E+002,-9.4640750E+001, 2.9379281E+000, 2.4811069E+002
 2.2827615E+001, 4.0361911E+001, 8.9734109E-007,-2.9443010E-001, 1.8047052E+002, 7.7814463E+000, 3.4103186E+002,-8.2732221E+001, 2.9550536E+000, 2.4904741E+002
 2.3027773E+001, 4.0354139E+001, 9.7658716E-007,-3.2729118E-001, 1.7745904E+002, 7.7753944E+000, 3.3791402E+002,-7.8830768E+001, 2.9274818E+000, 2.4974250E+002
 2.3227930E+001, 4.0114872E+001, 1.0582396E-006,-2.8172081E-001, 1.8563120E+002, 7.7196441E+000, 3.4280142E+002,-8.8260382E+001, 2.8504209E+000, 2.5051933E+002
 2.3436094E+001, 4.0169985E+001, 1.1383471E-006,-2.7845116E-001, 1.8542027E+002, 7.7284111E+000, 3.4151885E+002,-8.9392790E+001, 2.8373318E+000, 2.5115151E+002
 2.3612233E+001, 4.0275883E+001, 1.2171623E-006,-3.4523728E-001, 1.7475205E+002, 7.7484204E+000, 3.3236557E+002,-7.5863883E+001, 2.8400854E+000, 2.5170609E+002
 2.3832406E+001, 4.0083647E+001, 1.2973219E-006,-3.6581453E-001, 1.7377814E+002, 7.6968855E+000, 3.3054958E+002,-7.4930301E+001, 2.7826333E+000, 2.5209272E+002
 2.4008544E+001, 3.9871171E+001, 1.3705029E-006,-3.2056607E-001, 1.8141469E+002, 7.6463464E+000, 3.3560863E+002,-8.4296097E+001, 2.7178200E+000, 2.5256717E+002
 2.4228718E+001, 3.9867747E+001, 1.4479297E-006,-3.2824128E-001, 1.7894238E+002, 7.6431104E+000, 3.3267749E+002,-8.3698938E+001, 2.7017971E+000, 2.5296381E+002
 2.4404856E+001, 3.9955383E+001, 1.5270906E-006,-3.9113070E-001, 1.6964754E+002, 7.6548209E+000, 3.2563250E+002,-7.2364175E+001, 2.7074505E+000, 2.5330956E+002
 2.4625029E+001, 3.9825392E+001, 1.6021850E-006,-3.9800276E-001, 1.7043123E+002, 7.6204776E+000, 3.2435011E+002,-7.3168017E+001, 2.6671460E+000, 2.5363278E+002
 2.4801168E+001, 3.9700196E+001, 1.6763560E-006,-3.5411834E-001, 1.7736075E+002, 7.5956423E+000, 3.2811807E+002,-8.1639444E+001, 2.6247978E+000, 2.5408044E+002
 2.5021341E+001, 3.9735029E+001, 1.7583831E-006,-3.8073916E-001, 1.7194741E+002, 7.5990382E+000, 3.2170696E+002,-7.6801835E+001, 2.6189667E+000, 2.5441821E+002
 2.5228122E+001, 3.9759974E+001, 1.8464723E-006,-4.4245766E-001, 1.6407065E+002, 7.5886626E+000, 3.1824461E+002,-6.7531276E+001, 2.6107672E+000, 2.5466037E+002
 2.5425973E+001, 3.9598192E+001, 1.9183676E-006,-4.0947977E-001, 1.7047105E+002, 7.5493411E+000, 3.2277442E+002,-7.3997857E+001, 2.5603092E+000, 2.5497211E+002
 2.5631739E+001, 3.9566233E+001, 2.0033148E-006,-3.7950438E-001, 1.7404638E+002, 7.5470007E+000, 3.2166654E+002,-7.8422983E+001, 2.5391891E+000, 2.5539423E+002
 2.5805848E+001, 3.9673210E+001, 2.0810459E-006,-4.2720126E-001, 1.6634060E+002, 7.5628419E+000, 3.1597078E+002,-7.0786521E+001, 2.5517719E+000, 2.5566013E+002
 2.6023485E+001, 3.9673376E+001, 2.1584123E-006,-4.4480798E-001, 1.6568812E+002, 7.5571865E+000, 3.1576956E+002,-6.9923033E+001, 2.5407664E+000, 2.5594997E+002
 2.6241122E+001, 3.9600626E+001, 2.2567237E-006,-4.0172948E-001, 1.7210902E+002, 7.5486183E+000, 3.2049831E+002,-7.6406285E+001, 2.5091708E+000, 2.5645031E+002
 2.6415231E+001, 3.9579390E+001, 2.3502228E-006,-4.3016239E-001, 1.6696551E+002, 7.5352945E+000, 3.1512003E+002,-7.1780795E+001, 2.4912179E+000, 2.5672298E+002
 2.6632868E+001, 3.9567222E+001, 2.4309046E-006,-4.6916722E-001, 1.6281727E+002, 7.5232187E+000, 3.1387017E+002,-6.6998800E+001, 2.4829940E+000, 2.5685694E+002
 2.6806977E+001, 3.9558122E+001, 2.5089285E-006,-4.1787706E-001, 1.7102556E+002, 7.5305013E+000, 3.2002460E+002,-7.4634508E+001, 2.4681517E+000, 2.5727571E+002
 2.7024614E+001, 3.9583353E+001, 2.6119921E-006,-4.1636586E-001, 1.7024536E+002, 7.5350875E+000, 3.1664901E+002,-7.4849239E+001, 2.4565690E+000, 2.5770043E+002
 2.7242251E+001, 3.9633601E+001, 2.7177105E-006,-4.6819091E-001, 1.6348085E+002, 7.5354412E+000, 3.1120415E+002,-6.7618551E+001, 2.4582145E+000, 2.5791873E+002
 2.7416360E+001, 3.9671281E+001, 2.8082574E-006,-4.3415595E-001, 1.6970955E+002, 7.5503012E+000, 3.1678952E+002,-7.2813873E+001, 2.4529313E+000, 2.5833684E+002
