s,kW/m2,kg/m2/s,kW/m2,C,kW/m2,kW/m3,kW/m3,kW/m2,C
 2.7633997E+001, 3.9692896E+001, 2.9229655E-006,-4.2436104E-001, 1.7017165E+002, 7.5550900E+000, 3.1551184E+002,-7.4289156E+001, 2.4386914E+000, 2.5880123E+002
 2.7808107E+001, 3.9667747E+001, 3.0337421E-006,-4.7611135E-001, 1.6284259E+002, 7.5360004E+000, 3.0864384E+002,-6.6673381E+001, 2.4237652E+000, 2.5896936E+002
 2.8025743E+001, 3.9694430E+001, 3.1237313E-006,-4.6067829E-001, 1.6702322E+002, 7.5416005E+000, 3.1327517E+002,-6.9704815E+001, 2.4182479E+000, 2.5923932E+002
 2.8243380E+001, 3.9748742E+001, 3.2508788E-006,-4.1913667E-001, 1.7208449E+002, 7.5611960E+000, 3.1619891E+002,-7.5661994E+001, 2.4094044E+000, 2.5980999E+002
 2.8417490E+001, 3.9797735E+001, 3.3760181E-006,-4.6390595E-001, 1.6552145E+002, 7.5608321E+000, 3.1216885E+002,-6.9155135E+001, 2.4065024E+000, 2.6006699E+002
 2.8635126E+001, 3.9905058E+001, 3.4859980E-006,-4.4120975E-001, 1.7109282E+002, 7.5904876E+000, 3.1979462E+002,-7.3646254E+001, 2.4177352E+000, 2.6045900E+002
 2.8833655E+001, 4.0070711E+001, 3.6481487E-006,-3.8470971E-001, 1.7886406E+002, 7.6394219E+000, 3.3081327E+002,-8.2660688E+001, 2.4269563E+000, 2.6125203E+002
 2.9039031E+001, 4.0297486E+001, 3.8270716E-006,-4.1269535E-001, 1.7471835E+002, 7.6847382E+000, 3.2760051E+002,-7.8797649E+001, 2.4512408E+000, 2.6179775E+002
 2.9209532E+001, 4.0492454E+001, 3.9981726E-006,-3.9708079E-001, 1.7914960E+002, 7.7399072E+000, 3.3540386E+002,-8.1958262E+001, 2.4780236E+000, 2.6247685E+002
 2.9422659E+001, 4.0718660E+001, 4.2190137E-006,-3.4244769E-001, 1.8766377E+002, 7.8002524E+000, 3.4804708E+002,-9.2040435E+001, 2.4950228E+000, 2.6340428E+002
 2.9635785E+001, 4.0982081E+001, 4.4960167E-006,-3.6321671E-001, 1.8415820E+002, 7.8527585E+000, 3.4610063E+002,-8.8170750E+001, 2.5142563E+000, 2.6420485E+002
 2.9806286E+001, 4.1226986E+001, 4.7611420E-006,-3.7014901E-001, 1.8528745E+002, 7.9127122E+000, 3.4727594E+002,-8.7904054E+001, 2.5432220E+000, 2.6496347E+002
 3.0019413E+001, 4.1433815E+001, 5.0587936E-006,-3.2256937E-001, 1.9323779E+002, 7.9638089E+000, 3.5647446E+002,-9.6937085E+001, 2.5531905E+000, 2.6595108E+002
 3.0232539E+001, 4.1592449E+001, 5.4230205E-006,-3.4330669E-001, 1.8929967E+002, 7.9930505E+000, 3.5321612E+002,-9.2590508E+001, 2.5493781E+000, 2.6676273E+002
 3.0403040E+001, 4.1687954E+001, 5.7571909E-006,-3.8919447E-001, 1.8368636E+002, 8.0067730E+000, 3.4897482E+002,-8.5523096E+001, 2.5457083E+000, 2.6728309E+002
 3.0616167E+001, 4.1672347E+001, 6.0664348E-006,-3.5223049E-001, 1.9098121E+002, 7.9998723E+000, 3.5540677E+002,-9.3171083E+001, 2.5157239E+000, 2.6790986E+002
 3.0829293E+001, 4.1722760E+001, 6.4242855E-006,-3.2452894E-001, 1.9446697E+002, 8.0155379E+000, 3.5887471E+002,-9.9075860E+001, 2.5029642E+000, 2.6860121E+002
 3.1042420E+001, 4.1801867E+001, 6.8195807E-006,-4.0225959E-001, 1.8239552E+002, 8.0247505E+000, 3.4827151E+002,-8.4211959E+001, 2.4996446E+000, 2.6904195E+002
 3.1212921E+001, 4.1683354E+001, 7.1061800E-006,-4.1315020E-001, 1.8291090E+002, 7.9915010E+000, 3.4967383E+002,-8.3706189E+001, 2.4616669E+000, 2.6930818E+002
 3.1426047E+001, 4.1564065E+001, 7.3844657E-006,-3.4703227E-001, 1.9324580E+002, 7.9679796E+000, 3.5749449E+002,-9.7037482E+001, 2.4186251E+000, 2.6977531E+002
 3.1639173E+001, 4.1566080E+001, 7.7524149E-006,-3.9378351E-001, 1.8443616E+002, 7.9594964E+000, 3.4824399E+002,-8.6974100E+001, 2.4014283E+000, 2.7008237E+002
 3.1809675E+001, 4.1536596E+001, 8.0072639E-006,-4.3772081E-001, 1.7955351E+002, 7.9464736E+000, 3.4358796E+002,-7.9763176E+001, 2.3919406E+000, 2.7017863E+002
 3.2022801E+001, 4.1493414E+001, 8.2462083E-006,-3.7102751E-001, 1.9085832E+002, 7.9445538E+000, 3.5568465E+002,-9.2520096E+001, 2.3693277E+000, 2.7061827E+002
 3.2225536E+001, 4.1484976E+001, 8.6106519E-006,-3.6951296E-001, 1.8950713E+002, 7.9446542E+000, 3.5543454E+002,-9.2797255E+001, 2.3514302E+000, 2.7106520E+002
 3.2412685E+001, 4.1610299E+001, 8.9206291E-006,-4.3363637E-001, 1.8011847E+002, 7.9630835E+000, 3.4676626E+002,-8.1336358E+001, 2.3682251E+000, 2.7123012E+002
 3.2637264E+001, 4.1526494E+001, 9.2099127E-006,-4.2451811E-001, 1.8339374E+002, 7.9419493E+000, 3.4870553E+002,-8.4600562E+001, 2.3379210E+000, 2.7153668E+002
 3.2824413E+001, 4.1404965E+001, 9.5338750E-006,-3.7623029E-001, 1.8991847E+002, 7.9245806E+000, 3.5272541E+002,-9.2867467E+001, 2.3031027E+000, 2.7190183E+002
 3.3022791E+001, 4.1550887E+001, 9.8233697E-006,-4.4334443E-001, 1.7843963E+002, 7.9465475E+000, 3.4052730E+002,-8.0186636E+001, 2.3237204E+000, 2.7208224E+002
 3.3228655E+001, 4.1416576E+001, 1.0085457E-005,-4.9930971E-001, 1.7272658E+002, 7.9019286E+000, 3.3354935E+002,-7.3393281E+001, 2.2932763E+000, 2.7206068E+002
 3.3434519E+001, 4.1181415E+001, 1.0294502E-005,-4.1379941E-001, 1.8626554E+002, 7.8599786E+000, 3.4384970E+002,-8.7784350E+001, 2.2346013E+000, 2.7231229E+002
 3.3640382E+001, 4.1275987E+001, 1.0591809E-005,-4.0491321E-001, 1.8544774E+002, 7.8724900E+000, 3.4368941E+002,-8.7109274E+001, 2.2338843E+000, 2.7259062E+002
 3.3805073E+001, 4.1353125E+001, 1.0836333E-005,-4.9843923E-001, 1.7138133E+002, 7.8749679E+000, 3.2919523E+002,-7.0611348E+001, 2.2495237E+000, 2.7257731E+002
 3.4010937E+001, 4.1092160E+001, 1.0999415E-005,-5.1455510E-001, 1.7123450E+002, 7.8055244E+000, 3.2650987E+002,-6.9675750E+001, 2.1933753E+000, 2.7250394E+002
 3.4216801E+001, 4.0679000E+001, 1.1154815E-005,-4.7225962E-001, 1.7666194E+002, 7.7058083E+000, 3.2642527E+002,-7.5898556E+001, 2.0989335E+000, 2.7235938E+002
 3.4422665E+001, 4.0537187E+001, 1.1240990E-005,-4.8015964E-001, 1.7431900E+002, 7.6726468E+000, 3.2706677E+002,-7.4371455E+001, 2.0785344E+000, 2.7215873E+002
 3.4628529E+001, 4.0506576E+001, 1.1293308E-005,-5.5465436E-001, 1.6400106E+002, 7.6522134E+000, 3.1998275E+002,-6.4201571E+001, 2.0854268E+000, 2.7186505E+002
 3.4834392E+001, 4.0199653E+001, 1.1288781E-005,-5.5055228E-001, 1.6606825E+002, 7.5832978E+000, 3.2058777E+002,-6.6699292E+001, 2.0331451E+000, 2.7160767E+002
 3.5040256E+001, 4.0078573E+001, 1.1297045E-005,-4.7706997E-001, 1.7545523E+002, 7.5746712E+000, 3.2876525E+002,-7.7479158E+001, 2.0114058E+000, 2.7161290E+002
 3.5204947E+001, 4.0327071E+001, 1.1371682E-005,-4.7713452E-001, 1.7468084E+002, 7.6322445E+000, 3.3063879E+002,-7.7885768E+001, 2.0579082E+000, 2.7177960E+002
 3.5410811E+001, 4.0560629E+001, 1.1495503E-005,-5.1544890E-001, 1.6988247E+002, 7.6852052E+000, 3.3176698E+002,-7.2945650E+001, 2.1070424E+000, 2.7195982E+002
 3.5616675E+001, 4.0727246E+001, 1.1703131E-005,-4.5442796E-001, 1.8013492E+002, 7.7440178E+000, 3.4684803E+002,-8.4224050E+001, 2.1308539E+000, 2.7252051E+002
 3.5822539E+001, 4.1076692E+001, 1.2039267E-005,-4.0767311E-001, 1.8619903E+002, 7.8265270E+000, 3.5071702E+002,-9.2048234E+001, 2.1727341E+000, 2.7322472E+002
 3.6028403E+001, 4.1484627E+001, 1.2505477E-005,-4.5597164E-001, 1.7952616E+002, 7.9198298E+000, 3.4569123E+002,-8.4166754E+001, 2.2384568E+000, 2.7389623E+002
 3.6234266E+001, 4.1728805E+001, 1.2966943E-005,-4.3979869E-001, 1.8385680E+002, 7.9783145E+000, 3.5380428E+002,-8.7527434E+001, 2.2642333E+000, 2.7459121E+002
 3.6440130E+001, 4.1763269E+001, 1.3558668E-005,-4.1727951E-001, 1.8657390E+002, 7.9876610E+000, 3.5732263E+002,-9.0554333E+001, 2.2424538E+000, 2.7527984E+002
 3.6604821E+001, 4.1741155E+001, 1.4045917E-005,-4.6872104E-001, 1.7876189E+002, 7.9709900E+000, 3.4580795E+002,-8.1839711E+001, 2.2242788E+000, 2.7549983E+002
 3.6810685E+001, 4.1686929E+001, 1.4415128E-005,-4.8435200E-001, 1.7776644E+002, 7.9492295E+000, 3.4133067E+002,-7.9532868E+001, 2.2022603E+000, 2.7564070E+002
 3.7016549E+001, 4.1449686E+001, 1.4794009E-005,-4.7901557E-001, 1.7842715E+002, 7.8986096E+000, 3.4246294E+002,-8.0376023E+001, 2.1502755E+000, 2.7575795E+002
 3.7222413E+001, 4.1173459E+001, 1.5077625E-005,-5.1378155E-001, 1.7264689E+002, 7.8184406E+000, 3.3629091E+002,-7.5102203E+001, 2.0892874E+000, 2.7558291E+002
 3.7428277E+001, 4.0972017E+001, 1.5210937E-005,-5.5549880E-001, 1.6756665E+002, 7.7553367E+000, 3.3006549E+002,-7.0127439E+001, 2.0542893E+000, 2.7522480E+002
 3.7634140E+001, 4.0733232E+001, 1.5247166E-005,-5.3469761E-001, 1.7052100E+002, 7.7056572E+000, 3.2866202E+002,-7.3294886E+001, 2.0130454E+000, 2.7503471E+002
 3.7840004E+001, 4.0552166E+001, 1.5292196E-005,-5.5255219E-001, 1.6693521E+002, 7.6516023E+000, 3.2362276E+002,-7.0246901E+001, 1.9772950E+000, 2.7477703E+002
 3.8004695E+001, 4.0437635E+001, 1.5273605E-005,-5.9068869E-001, 1.6205277E+002, 7.6181110E+000, 3.2258235E+002,-6.5212940E+001, 1.9685657E+000, 2.7444214E+002
 3.8210559E+001, 4.0329910E+001, 1.5215484E-005,-5.5648426E-001, 1.6735921E+002, 7.6027657E+000, 3.2586280E+002,-7.0143153E+001, 1.9524856E+000, 2.7434254E+002
 3.8416423E+001, 4.0295873E+001, 1.5232038E-005,-5.4441508E-001, 1.6792057E+002, 7.5975217E+000, 3.2323333E+002,-7.1911080E+001, 1.9456393E+000, 2.7430702E+002
 3.8622287E+001, 4.0379805E+001, 1.5265861E-005,-5.6297562E-001, 1.6561722E+002, 7.6179265E+000, 3.2047735E+002,-6.9478483E+001, 1.9704488E+000, 2.7427710E+002
 3.8828150E+001, 4.0503593E+001, 1.5339575E-005,-5.6568334E-001, 1.6527932E+002, 7.6454291E+000, 3.2154118E+002,-6.8978134E+001, 1.9919090E+000, 2.7439390E+002
 3.9034014E+001, 4.0416560E+001, 1.5451053E-005,-5.8185024E-001, 1.6322003E+002, 7.6190792E+000, 3.2154041E+002,-6.7862890E+001, 1.9708089E+000, 2.7440435E+002
 3.9211057E+001, 4.0385652E+001, 1.5525765E-005,-5.7547557E-001, 1.6433085E+002, 7.6055142E+000, 3.1942955E+002,-6.9033611E+001, 1.9584248E+000, 2.7436323E+002
 3.9437507E+001, 4.0400611E+001, 1.5594393E-005,-5.7329590E-001, 1.6438960E+002, 7.6096958E+000, 3.2084221E+002,-6.9212173E+001, 1.9608890E+000, 2.7439464E+002
 3.9618667E+001, 4.0447547E+001, 1.5681925E-005,-5.7144684E-001, 1.6486144E+002, 7.6231107E+000, 3.2317580E+002,-6.9845518E+001, 1.9704343E+000, 2.7446813E+002
 3.9845118E+001, 4.0515600E+001, 1.5802962E-005,-5.6324988E-001, 1.6606406E+002, 7.6384000E+000, 3.2694292E+002,-7.0523502E+001, 1.9769060E+000, 2.7462437E+002
 4.0026278E+001, 4.0541967E+001, 1.5968675E-005,-5.5434877E-001, 1.6754989E+002, 7.6437727E+000, 3.3064561E+002,-7.1599737E+001, 1.9736789E+000, 2.7478350E+002
 4.0207438E+001, 4.0598951E+001, 1.6130505E-005,-5.3506117E-001, 1.7039179E+002, 7.6640777E+000, 3.3615540E+002,-7.4557945E+001, 1.9806678E+000, 2.7499615E+002
 4.0433888E+001, 4.0759968E+001, 1.6376260E-005,-5.1070755E-001, 1.7398150E+002, 7.7158308E+000, 3.4461788E+002,-7.8665489E+001, 2.0093424E+000, 2.7536348E+002
 4.0615048E+001, 4.0964233E+001, 1.6700532E-005,-4.7965678E-001, 1.7902428E+002, 7.7804679E+000, 3.5482424E+002,-8.4613946E+001, 2.0436693E+000, 2.7588775E+002
 4.0841499E+001, 4.1433283E+001, 1.7157762E-005,-4.4212923E-001, 1.8518422E+002, 7.8886856E+000, 3.6498295E+002,-9.1531534E+001, 2.1083857E+000, 2.7664129E+002
 4.1022659E+001, 4.1903723E+001, 1.7811893E-005,-4.1707500E-001, 1.8916909E+002, 8.0055348E+000, 3.7215302E+002,-9.5860063E+001, 2.1760396E+000, 2.7762471E+002
 4.1203819E+001, 4.2390244E+001, 1.8563180E-005,-4.1304127E-001, 1.9056043E+002, 8.1328865E+000, 3.7633601E+002,-9.6679414E+001, 2.2561459E+000, 2.7850775E+002
 4.1430269E+001, 4.2704441E+001, 1.9589391E-005,-3.9563159E-001, 1.9457348E+002, 8.2018581E+000, 3.8576915E+002,-1.0054831E+002, 2.2753204E+000, 2.7961081E+002
 4.1611429E+001, 4.3146907E+001, 2.0708363E-005,-3.5516978E-001, 2.0209926E+002, 8.2984159E+000, 3.9834058E+002,-1.1052214E+002, 2.3198819E+000, 2.8068363E+002
 4.1837879E+001, 4.3524920E+001, 2.1986614E-005,-3.6257551E-001, 2.0052117E+002, 8.3882713E+000, 3.9538574E+002,-1.0667725E+002, 2.3608857E+000, 2.8172542E+002
 4.2019040E+001, 4.3678642E+001, 2.3421928E-005,-3.8623794E-001, 1.9861022E+002, 8.4161918E+000, 3.9281928E+002,-1.0147712E+002, 2.3524851E+000, 2.8257480E+002
 4.2230791E+001, 4.3686365E+001, 2.4774870E-005,-3.7805478E-001, 2.0011437E+002, 8.4221884E+000, 3.9870960E+002,-1.0225152E+002, 2.3299466E+000, 2.8327047E+002
 4.2420496E+001, 4.3406501E+001, 2.6064041E-005,-4.0946634E-001, 1.9520929E+002, 8.3405108E+000, 3.9095853E+002,-9.4982466E+001, 2.2432159E+000, 2.8357810E+002
 4.2610200E+001, 4.3114061E+001, 2.6995892E-005,-4.2672723E-001, 1.9332352E+002, 8.2580097E+000, 3.8373213E+002,-9.1700139E+001, 2.1707557E+000, 2.8351899E+002
 4.2837845E+001, 4.2778677E+001, 2.7660507E-005,-4.3489466E-001, 1.9166827E+002, 8.1853698E+000, 3.8210321E+002,-8.9669313E+001, 2.1091365E+000, 2.8345231E+002
 4.3000991E+001, 4.2388477E+001, 2.8135118E-005,-4.7787016E-001, 1.8474808E+002, 8.0822338E+000, 3.7365075E+002,-8.2019717E+001, 2.0325324E+000, 2.8312748E+002
 4.3209665E+001, 4.2084871E+001, 2.8302872E-005,-4.8793897E-001, 1.8410431E+002, 8.0078085E+000, 3.7382852E+002,-8.1605566E+001, 1.9819942E+000, 2.8276925E+002
 4.3418340E+001, 4.1839487E+001, 2.8406672E-005,-4.4950983E-001, 1.8955387E+002, 7.9587703E+000, 3.8197519E+002,-8.9505139E+001, 1.9411616E+000, 2.8256682E+002
 4.3627014E+001, 4.1987606E+001, 2.8597231E-005,-4.1651728E-001, 1.9416435E+002, 8.0097726E+000, 3.8920088E+002,-9.8203262E+001, 1.9812631E+000, 2.8266050E+002
 4.3835689E+001, 4.2413129E+001, 2.9049655E-005,-4.3638105E-001, 1.9086219E+002, 8.1254774E+000, 3.8444690E+002,-9.3803859E+001, 2.0721959E+000, 2.8315425E+002
 4.4002629E+001, 4.2643058E+001, 2.9702717E-005,-4.4139893E-001, 1.9141864E+002, 8.1716872E+000, 3.8864425E+002,-9.3442646E+001, 2.0964313E+000, 2.8360397E+002
 4.4201703E+001, 4.2763432E+001, 3.0451467E-005,-4.2010983E-001, 1.9482578E+002, 8.2005204E+000, 3.8920209E+002,-9.7689889E+001, 2.1018364E+000, 2.8407103E+002
 4.4423311E+001, 4.2841264E+001, 3.1454259E-005,-4.4127877E-001, 1.9150433E+002, 8.2056609E+000, 3.8489567E+002,-9.4048200E+001, 2.0923092E+000, 2.8445022E+002
 4.4607985E+001, 4.2905025E+001, 3.2269584E-005,-4.5370433E-001, 1.9036540E+002, 8.2173509E+000, 3.8418928E+002,-9.1272556E+001, 2.0949821E+000, 2.8470231E+002
 4.4807302E+001, 4.2789165E+001, 3.2991383E-005,-4.6769777E-001, 1.8800840E+002, 8.1762989E+000, 3.8345914E+002,-8.7895899E+001, 2.0527858E+000, 2.8484540E+002
 4.5019906E+001, 4.2545507E+001, 3.3547896E-005,-4.6798823E-001, 1.8887699E+002, 8.1094770E+000, 3.7862633E+002,-8.8483998E+001, 1.9966267E+000, 2.8473392E+002
 4.5217230E+001, 4.2540645E+001, 3.3953526E-005,-4.3362738E-001, 1.9304865E+002, 8.1228706E+000, 3.8238820E+002,-9.3084900E+001, 1.9988073E+000, 2.8490676E+002
 4.5418208E+001, 4.2482478E+001, 3.4482302E-005,-4.9908419E-001, 1.8330148E+002, 8.0959568E+000, 3.7850362E+002,-8.3560637E+001, 1.9849029E+000, 2.8482665E+002
 4.5619185E+001, 4.2330762E+001, 3.4760858E-005,-4.9545530E-001, 1.8528411E+002, 8.0601374E+000, 3.8279064E+002,-8.5133989E+001, 1.9566130E+000, 2.8473459E+002
 4.5820163E+001, 4.2249703E+001, 3.5061724E-005,-4.3612749E-001, 1.9364693E+002, 8.0486392E+000, 3.9689360E+002,-9.7115143E+001, 1.9334959E+000, 2.8487869E+002
 4.6021141E+001, 4.2558977E+001, 3.5510704E-005,-4.3406910E-001, 1.9267336E+002, 8.1397178E+000, 3.9499300E+002,-9.7295872E+001, 2.0059383E+000, 2.8514529E+002
 4.6222119E+001, 4.2824959E+001, 3.6178827E-005,-4.9648873E-001, 1.8478536E+002, 8.1977910E+000, 3.8661894E+002,-8.6283006E+001, 2.0529156E+000, 2.8550885E+002
 4.6423097E+001, 4.2825702E+001, 3.6885131E-005,-4.4578671E-001, 1.9379929E+002, 8.1967940E+000, 4.0038802E+002,-9.6830454E+001, 2.0312264E+000, 2.8588462E+002
 4.6615886E+001, 4.2930333E+001, 3.7790987E-005,-4.2237741E-001, 1.9596041E+002, 8.2232924E+000, 4.0011780E+002,-1.0232736E+002, 2.0344696E+000, 2.8631421E+002
 4.6803614E+001, 4.3153151E+001, 3.8631852E-005,-4.8011781E-001, 1.8737146E+002, 8.2649989E+000, 3.9214400E+002,-9.1289131E+001, 2.0707128E+000, 2.8651865E+002
 4.7002172E+001, 4.3218914E+001, 3.9408700E-005,-4.8711721E-001, 1.8766120E+002, 8.2742835E+000, 3.9151881E+002,-9.0513645E+001, 2.0698611E+000, 2.8679095E+002
 4.7200730E+001, 4.2940722E+001, 4.0178213E-005,-4.8318958E-001, 1.8829510E+002, 8.1980536E+000, 3.9473982E+002,-9.0735030E+001, 1.9947351E+000, 2.8688800E+002
 4.7438999E+001, 4.2810146E+001, 4.0796806E-005,-4.8221466E-001, 1.8761733E+002, 8.1632413E+000, 3.8624797E+002,-8.9905626E+001, 1.9671896E+000, 2.8677305E+002
 4.7637557E+001, 4.2776438E+001, 4.1178983E-005,-5.2872292E-001, 1.8137568E+002, 8.1481083E+000, 3.7751863E+002,-8.3059786E+001, 1.9656969E+000, 2.8666622E+002
 4.7836115E+001, 4.2554657E+001, 4.1410863E-005,-5.1926789E-001, 1.8307353E+002, 8.0880738E+000, 3.8040573E+002,-8.5522358E+001, 1.9154495E+000, 2.8652431E+002
 4.8034673E+001, 4.2398171E+001, 4.1571266E-005,-5.1404965E-001, 1.8311615E+002, 8.0586017E+000, 3.8115676E+002,-8.6076322E+001, 1.8929099E+000, 2.8639137E+002
 4.8233231E+001, 4.2256955E+001, 4.1648692E-005,-5.4892148E-001, 1.7797963E+002, 8.0175536E+000, 3.7936145E+002,-8.0172355E+001, 1.8717143E+000, 2.8613861E+002
 4.8431789E+001, 4.2135377E+001, 4.1558433E-005,-5.2609033E-001, 1.8200224E+002, 8.0042804E+000, 3.8386759E+002,-8.3726240E+001, 1.8628222E+000, 2.8600678E+002
 4.8630347E+001, 4.2216923E+001, 4.1619782E-005,-4.9718722E-001, 1.8506709E+002, 8.0263472E+000, 3.8151607E+002,-8.8510605E+001, 1.8740164E+000, 2.8610524E+002
 4.8828905E+001, 4.2317815E+001, 4.1839091E-005,-5.5014046E-001, 1.7757103E+002, 8.0306595E+000, 3.7217841E+002,-8.0222981E+001, 1.8882857E+000, 2.8605830E+002
 4.9043348E+001, 4.2332833E+001, 4.1938066E-005,-5.5562277E-001, 1.7744600E+002, 8.0330660E+000, 3.7155301E+002,-7.9681969E+001, 1.8934548E+000, 2.8603761E+002
 4.9218079E+001, 4.2201675E+001, 4.2078093E-005,-5.6092061E-001, 1.7620230E+002, 7.9985872E+000, 3.7637680E+002,-7.8329635E+001, 1.8644671E+000, 2.8597753E+002
 4.9436493E+001, 4.1947564E+001, 4.2100279E-005,-5.6512262E-001, 1.7622767E+002, 7.9436473E+000, 3.7832440E+002,-7.8781639E+001, 1.8239861E+000, 2.8576682E+002
 4.9611224E+001, 4.2059186E+001, 4.2029645E-005,-5.0385424E-001, 1.8533060E+002, 7.9834581E+000, 3.8606254E+002,-8.8524780E+001, 1.8475377E+000, 2.8585773E+002
 4.9829638E+001, 4.2309973E+001, 4.2267864E-005,-4.9116954E-001, 1.8596385E+002, 8.0427580E+000, 3.8858260E+002,-8.9361067E+001, 1.8866781E+000, 2.8617180E+002
 5.0004369E+001, 4.2498204E+001, 4.2745746E-005,-5.0667456E-001, 1.8457407E+002, 8.0844441E+000, 3.8970090E+002,-8.7565731E+001, 1.9165306E+000, 2.8644575E+002
 5.0222782E+001, 4.2759323E+001, 4.3341944E-005,-4.7594560E-001, 1.8957485E+002, 8.1568179E+000, 4.0370332E+002,-9.2980248E+001, 1.9600815E+000, 2.8690541E+002
 5.0420345E+001, 4.2911009E+001, 4.4247905E-005,-4.5389285E-001, 1.9302177E+002, 8.1982048E+000, 4.1381268E+002,-9.7146898E+001, 1.9726691E+000, 2.8743903E+002
 5.0612696E+001, 4.3218592E+001, 4.5349795E-005,-4.3497051E-001, 1.9640475E+002, 8.2657893E+000, 4.1998508E+002,-1.0172047E+002, 2.0095346E+000, 2.8800559E+002
 5.0805046E+001, 4.3761434E+001, 4.6553363E-005,-3.9906915E-001, 2.0281194E+002, 8.4059717E+000, 4.3138757E+002,-1.1084885E+002, 2.1024800E+000, 2.8881790E+002
 5.1035866E+001, 4.4258023E+001, 4.8569565E-005,-3.9875586E-001, 2.0276999E+002, 8.5272772E+000, 4.3504552E+002,-1.1085986E+002, 2.1695356E+000, 2.8988473E+002
 5.1228216E+001, 4.4609915E+001, 5.0919173E-005,-4.1708331E-001, 2.0135826E+002, 8.5963660E+000, 4.3381073E+002,-1.0757471E+002, 2.1980320E+000, 2.9074524E+002
 5.1420567E+001, 4.4760627E+001, 5.2981029E-005,-3.8662276E-001, 2.0716591E+002, 8.6291474E+000, 4.4175239E+002,-1.1426005E+002, 2.1962225E+000, 2.9146934E+002
 5.1612917E+001, 4.4897207E+001, 5.5333625E-005,-3.8576580E-001, 2.0702466E+002, 8.6558144E+000, 4.4421097E+002,-1.1445501E+002, 2.1928973E+000, 2.9211062E+002
 5.1805267E+001, 4.5035829E+001, 5.7409009E-005,-4.0528655E-001, 2.0464053E+002, 8.6847286E+000, 4.4073304E+002,-1.1090289E+002, 2.2012730E+000, 2.9257234E+002
 5.2036088E+001, 4.5068825E+001, 5.9732407E-005,-3.9348029E-001, 2.0736410E+002, 8.6906121E+000, 4.4670556E+002,-1.1381085E+002, 2.1834575E+000, 2.9312024E+002
 5.2228438E+001, 4.5033915E+001, 6.2049435E-005,-3.9759935E-001, 2.0646106E+002, 8.6798659E+000, 4.4931997E+002,-1.1268013E+002, 2.1568810E+000, 2.9350934E+002
 5.2420788E+001, 4.4951259E+001, 6.3788512E-005,-4.1799416E-001, 2.0408607E+002, 8.6573868E+000, 4.4888885E+002,-1.0959190E+002, 2.1306426E+000, 2.9367661E+002
 5.2613138E+001, 4.4962675E+001, 6.5453846E-005,-3.8112651E-001, 2.1037708E+002, 8.6679711E+000, 4.5774391E+002,-1.1867133E+002, 2.1260407E+000, 2.9401181E+002
 5.2800526E+001, 4.5101845E+001, 6.7178085E-005,-3.8626933E-001, 2.0860033E+002, 8.7030921E+000, 4.5725595E+002,-1.1730904E+002, 2.1423879E+000, 2.9438657E+002
 5.3008275E+001, 4.5176801E+001, 6.9167526E-005,-4.3497380E-001, 2.0205903E+002, 8.7087718E+000, 4.4940153E+002,-1.0790264E+002, 2.1410195E+000, 2.9459469E+002
 5.3240484E+001, 4.4987419E+001, 7.0873363E-005,-4.2390403E-001, 2.0416143E+002, 8.6596205E+000, 4.4785217E+002,-1.1100380E+002, 2.0883958E+000, 2.9476968E+002
 5.3402662E+001, 4.4803422E+001, 7.2223583E-005,-4.4855140E-001, 1.9928822E+002, 8.6138958E+000, 4.4181436E+002,-1.0567763E+002, 2.0495115E+000, 2.9473810E+002
 5.3605384E+001, 4.4620617E+001, 7.3030970E-005,-5.0172853E-001, 1.9214524E+002, 8.5585825E+000, 4.2882570E+002,-9.5165402E+001, 2.0170310E+000, 2.9446102E+002
 5.3808107E+001, 4.4328576E+001, 7.3364329E-005,-4.9580549E-001, 1.9337573E+002, 8.4734627E+000, 4.2955793E+002,-9.6775728E+001, 1.9511449E+000, 2.9417718E+002
 5.4010829E+001, 4.4042766E+001, 7.3466669E-005,-5.0540568E-001, 1.9085178E+002, 8.4068441E+000, 4.2783704E+002,-9.4637648E+001, 1.9059480E+000, 2.9381828E+002
 5.4213552E+001, 4.3824840E+001, 7.3210624E-005,-5.4504183E-001, 1.8534488E+002, 8.3477877E+000, 4.1997269E+002,-8.7795667E+001, 1.8782275E+000, 2.9335917E+002
 5.4416274E+001, 4.3717843E+001, 7.2652023E-005,-5.0835306E-001, 1.9092583E+002, 8.3236480E+000, 4.2385489E+002,-9.4445953E+001, 1.8623337E+000, 2.9313522E+002
 5.4631160E+001, 4.3710287E+001, 7.2468055E-005,-5.0948467E-001, 1.8918793E+002, 8.3248748E+000, 4.2137330E+002,-9.2948603E+001, 1.8662484E+000, 2.9305195E+002
 5.4809555E+001, 4.3628768E+001, 7.2332194E-005,-5.5680680E-001, 1.8381315E+002, 8.2969383E+000, 4.2201409E+002,-8.6004155E+001, 1.8594628E+000, 2.9278042E+002
 5.5032550E+001, 4.3696731E+001, 7.2052617E-005,-4.8278539E-001, 1.9475315E+002, 8.3301766E+000, 4.3756092E+002,-9.9559400E+001, 1.8760269E+000, 2.9290601E+002
 5.5210946E+001, 4.3865416E+001, 7.2377678E-005,-4.7600114E-001, 1.9399814E+002, 8.3716274E+000, 4.3666505E+002,-9.8950601E+001, 1.9016764E+000, 2.9315481E+002
