# Locations of cities and power plants in SMARTCARB model domain. The emissions are annual emissions used in the simulations. Note that the true emissions were varying in time. The standard deviation of the time series is also included.,,,,,,,,
source,label,longitude,latitude,diameter,annual_co2_emissions_in_MtCO2,annual_nox_emissions_in_ktNO2,annual_co2_emissions_in_MtCO2_std,annual_nox_emissions_in_ktNO2_std
Berlin,Berlin,13.407696,52.516984,30000,16.8722129159817,18.1976952389269,7.14478528260779,6.43809307277859
Boxberg,Boxberg,14.5746955872,51.4164924622,1000,19.0626622664384,15.3943464651827,4.40941951249418,3.55463315557373
Chvaletice,Chvaletice,15.4437437970831,50.0183890113298,1000,3.10777625079909,3.07247413755708,0.89578209211494,0.813492785404561
Dolna Odra,Dolna Odra,14.466333,53.205776,1000,7.95484023892694,10.0839637877854,1.92964118075723,2.43963779396048
Heyden,Heyden,8.98862953140698,52.3859978565049,1000,5.20782195091324,4.14278447796804,1.45365256311805,1.06892969152219
Janschwalde,Jänschwalde,14.4534902573,51.841545105,1000,33.334214022831,26.9188907876712,7.71055373530527,6.21566782217098
Lippendorf,Lippendorf,12.3712453842,51.1874504089,1000,15.2638436277397,12.3293151810502,3.53079987079251,2.84706762177729
Melnik,Mělník,14.4194240173886,50.4104552883994,1000,5.23317372705479,5.17288309360731,1.50835621925059,1.36980982359357
Opole,Opole,17.8822733208666,50.7489280137327,1000,7.49423042716895,9.4999671033105,1.81793058858998,2.29837425018636
Patnow,Patnów,18.2375602722,52.3044433594,1000,5.82912251267123,8.76715685205479,1.34843627367999,2.02458067298893
Pocerady,Počerady,13.6833433075042,50.4247541197537,1000,9.29858984166667,9.19110745091324,2.68021171468297,2.43412001668875
Prunerov,Prunéřov,13.259378168484,50.4167302491168,1000,11.4022402151826,11.2704845493151,3.28644681753211,2.98497970217119
Schkopau,Schkopau,11.9497239237088,51.3948184266901,1000,5.91442704326484,4.70498571130137,1.65088694125201,1.21409131416064
Schwarze Pumpe,Schwarze Pumpe,14.3610925674,51.534286499,1000,8.21525498858447,6.63477721244292,1.90027342796904,1.53192186617958
Staudinger,Staudinger,8.95729041185388,50.0855413919897,1000,4.92824137363014,3.92173258767123,1.37599867267847,1.01233628021593
Turow,Turów,14.9112815857,50.9428253174,1000,8.72032956027397,13.1145450212329,2.01718631798701,3.02830290360667
