Wavelength(nm)	n	k
5.86100e+01	1.78100e+00	2.97300e-01
5.94300e+01	1.68500e+00	2.06300e-01
6.13000e+01	1.52700e+00	2.78400e-01
6.20800e+01	1.52900e+00	3.03900e-01
6.26400e+01	2.09600e+00	3.46400e-01
6.28300e+01	2.10200e+00	3.94300e-01
6.29000e+01	2.09400e+00	4.62700e-01
6.30900e+01	2.07300e+00	5.89900e-01
6.31000e+01	2.07300e+00	6.62800e-01
6.31400e+01	2.06800e+00	7.31800e-01
6.34000e+01	2.01400e+00	7.75700e-01
6.37700e+01	1.95300e+00	7.31800e-01
6.39900e+01	1.91700e+00	6.56800e-01
6.43900e+01	1.80500e+00	4.84300e-01
6.47900e+01	1.81300e+00	3.46800e-01
6.50900e+01	1.81200e+00	2.73000e-01
6.53800e+01	1.72600e+00	2.10700e-01
6.57300e+01	1.50400e+00	1.61600e-01
6.60800e+01	1.43300e+00	1.34900e-01
6.69300e+01	1.59700e+00	9.61000e-02
6.70800e+01	1.58200e+00	5.43000e-02
6.73900e+01	1.52300e+00	8.60000e-03
6.76300e+01	1.47300e+00	6.11000e-02
6.76900e+01	1.46200e+00	1.20900e-01
6.77300e+01	1.45700e+00	1.66800e-01
6.77500e+01	1.45600e+00	2.16800e-01
6.77900e+01	1.44600e+00	2.67400e-01
6.79700e+01	1.41700e+00	3.10100e-01
6.85500e+01	1.36300e+00	2.61200e-01
6.86900e+01	1.36500e+00	2.02700e-01
6.91000e+01	1.37200e+00	1.65100e-01
6.96500e+01	1.38100e+00	2.05800e-01
6.99800e+01	1.42700e+00	2.49700e-01
7.01800e+01	1.45700e+00	3.10800e-01
7.03400e+01	1.47400e+00	3.85600e-01
7.04100e+01	1.48000e+00	4.52200e-01
7.05000e+01	1.48900e+00	5.12100e-01
7.07000e+01	1.50800e+00	5.67900e-01
7.11400e+01	1.62200e+00	6.24600e-01
7.17100e+01	2.28800e+00	6.74400e-01
7.19900e+01	2.24600e+00	7.23500e-01
7.20300e+01	2.24100e+00	8.34400e-01
7.20400e+01	2.23900e+00	8.84300e-01
7.23300e+01	2.10500e+00	9.36800e-01
7.30100e+01	1.88500e+00	9.06300e-01
7.31800e+01	1.85500e+00	8.52500e-01
7.35400e+01	1.82000e+00	7.33200e-01
7.41600e+01	1.73700e+00	4.62000e-01
7.45600e+01	1.68600e+00	2.53200e-01
7.46400e+01	1.67600e+00	1.98100e-01
7.52200e+01	1.61900e+00	1.38800e-01
7.59600e+01	1.55000e+00	1.40500e-01
7.72900e+01	1.48100e+00	1.64400e-01
7.82000e+01	1.46700e+00	2.02300e-01
7.88400e+01	1.47700e+00	2.52100e-01
7.94000e+01	1.48500e+00	3.04700e-01
8.03700e+01	1.50700e+00	4.23100e-01
8.12700e+01	1.52600e+00	4.74800e-01
8.22500e+01	1.55100e+00	5.12100e-01
8.28700e+01	1.58600e+00	5.55500e-01
8.37400e+01	1.63900e+00	5.97400e-01
8.49800e+01	1.81400e+00	6.49200e-01
8.55300e+01	1.84500e+00	7.02400e-01
8.60000e+01	1.84500e+00	7.45700e-01
8.72100e+01	1.75500e+00	6.85500e-01
8.85600e+01	1.64500e+00	5.62100e-01
8.92500e+01	1.63300e+00	5.02700e-01
9.01300e+01	1.65500e+00	4.67500e-01
9.09600e+01	1.67500e+00	5.21300e-01
9.13400e+01	1.68400e+00	5.85900e-01
9.32600e+01	2.21000e+00	7.22300e-01
9.35600e+01	2.36600e+00	7.72400e-01
9.38800e+01	2.41500e+00	8.29400e-01
9.41000e+01	2.42800e+00	8.84100e-01
9.46000e+01	2.45700e+00	1.00100e+00
9.55200e+01	2.44300e+00	1.11300e+00
9.63800e+01	2.42700e+00	1.05200e+00
9.67800e+01	2.41600e+00	9.95600e-01
9.70800e+01	2.39900e+00	9.29100e-01
9.75500e+01	2.36700e+00	8.66100e-01
9.79900e+01	2.33700e+00	7.97900e-01
9.86700e+01	2.29100e+00	7.25800e-01
9.90900e+01	2.26900e+00	6.60500e-01
9.98700e+01	2.23000e+00	5.78100e-01
1.00500e+02	2.20300e+00	5.06000e-01
1.01300e+02	2.16100e+00	4.43700e-01
1.02100e+02	2.09400e+00	3.77900e-01
1.02900e+02	2.03300e+00	3.08700e-01
1.03700e+02	1.98200e+00	2.57400e-01
1.05300e+02	1.92800e+00	2.15400e-01
1.08000e+02	1.88200e+00	1.21000e-01
1.09700e+02	1.87300e+00	1.53200e-01
1.12300e+02	1.90800e+00	2.27600e-01
1.13300e+02	1.93200e+00	2.62300e-01
1.14800e+02	2.13300e+00	2.96700e-01
1.16300e+02	2.49100e+00	3.38500e-01
1.17600e+02	2.46500e+00	3.91700e-01
1.18500e+02	2.44700e+00	4.59200e-01
1.19100e+02	2.41700e+00	5.20800e-01
1.19500e+02	2.39800e+00	5.80600e-01
1.20800e+02	2.32800e+00	6.32100e-01
1.22500e+02	2.23600e+00	5.71700e-01
1.23200e+02	2.19900e+00	5.12100e-01
1.23900e+02	2.16300e+00	4.41700e-01
1.24600e+02	2.13200e+00	3.71200e-01
1.25400e+02	2.09400e+00	3.05300e-01
1.25900e+02	2.07500e+00	2.42300e-01
1.26900e+02	2.03800e+00	1.71300e-01
1.27600e+02	2.01300e+00	1.09500e-01
1.28500e+02	1.98000e+00	6.14500e-02
1.29300e+02	1.95400e+00	1.22300e-02
1.32500e+02	1.90432e+00	9.76000e-05
1.33500e+02	1.88928e+00	2.59000e-05
1.34500e+02	1.87447e+00	7.00000e-06
1.34600e+02	1.87300e+00	6.14851e-06
1.35500e+02	1.85989e+00	1.93000e-06
1.35700e+02	1.85700e+00	1.49540e-06
1.36500e+02	1.84924e+00	5.43000e-07
1.37500e+02	1.83967e+00	1.56000e-07
1.38100e+02	1.83400e+00	7.42253e-08
1.38500e+02	1.83114e+00	4.54000e-08
1.40800e+02	1.81500e+00	4.33325e-08
1.42600e+02	1.80000e+00	4.18242e-08
1.45200e+02	1.78200e+00	3.97994e-08
1.47700e+02	1.76700e+00	3.80075e-08
1.50000e+02	1.67800e+00	3.64798e-08
2.00000e+02	1.55700e+00	1.88803e-08
2.50000e+02	1.51900e+00	1.27169e-08
2.70000e+02	1.51031e+00	1.13118e-08
3.20000e+02	1.49636e+00	8.99931e-09
3.70000e+02	1.48821e+00	7.61609e-09
4.20000e+02	1.48301e+00	6.70674e-09
4.70000e+02	1.47946e+00	6.06792e-09
5.20000e+02	1.47691e+00	5.59665e-09
5.70000e+02	1.47503e+00	5.23571e-09
6.20000e+02	1.47358e+00	4.95101e-09
6.70000e+02	1.47245e+00	4.72102e-09
7.20000e+02	1.47153e+00	4.53155e-09
7.70000e+02	1.47078e+00	4.37289e-09
8.20000e+02	1.47016e+00	4.23816e-09
8.70000e+02	1.46963e+00	4.12239e-09
9.20000e+02	1.46917e+00	4.02187e-09
9.70000e+02	1.46877e+00	3.93379e-09
1.02000e+03	1.46842e+00	3.85601e-09
1.07000e+03	1.46811e+00	3.78683e-09
1.12000e+03	1.46783e+00	3.72490e-09
1.17000e+03	1.46757e+00	3.66916e-09
1.22000e+03	1.46733e+00	3.61872e-09
1.27000e+03	1.46710e+00	3.57286e-09
1.32000e+03	1.46689e+00	3.53100e-09
1.37000e+03	1.46669e+00	3.49263e-09
1.42000e+03	1.46651e+00	3.45733e-09
1.47000e+03	1.46632e+00	3.42476e-09
1.52000e+03	1.46615e+00	3.39461e-09
1.57000e+03	1.46598e+00	3.36661e-09
1.62000e+03	1.46581e+00	3.34056e-09
1.67000e+03	1.46565e+00	3.31625e-09
1.72000e+03	1.46549e+00	3.29352e-09
1.77000e+03	1.46533e+00	3.27221e-09
1.82000e+03	1.46517e+00	3.25220e-09
1.87000e+03	1.46501e+00	3.23338e-09
1.92000e+03	1.46485e+00	3.21563e-09
1.97000e+03	1.46470e+00	3.19888e-09
2.02000e+03	1.46454e+00	3.18303e-09
2.07000e+03	1.46438e+00	3.16802e-09
2.12000e+03	1.46422e+00	3.15379e-09
2.17000e+03	1.46406e+00	3.14028e-09
2.22000e+03	1.46390e+00	3.12742e-09
2.27000e+03	1.46374e+00	3.11518e-09
2.32000e+03	1.46358e+00	3.10352e-09
2.37000e+03	1.46341e+00	3.09238e-09
2.42000e+03	1.46325e+00	3.08175e-09
2.47000e+03	1.46308e+00	3.07158e-09
2.52000e+03	1.46291e+00	3.06184e-09
2.57000e+03	1.46273e+00	3.05252e-09
2.62000e+03	1.46256e+00	3.04357e-09
2.67000e+03	1.46238e+00	3.03499e-09
2.70000e+03	1.46227e+00	3.03000e-09
2.72000e+03	1.46220e+00	3.11557e-09
2.77000e+03	1.46202e+00	3.33435e-09
2.82000e+03	1.46184e+00	3.55992e-09
2.87000e+03	1.46165e+00	3.79208e-09
2.92000e+03	1.46146e+00	4.03066e-09
2.97000e+03	1.46127e+00	4.27545e-09
3.02000e+03	1.46107e+00	4.52627e-09
3.07000e+03	1.46088e+00	4.78291e-09
3.12000e+03	1.46068e+00	5.04517e-09
3.17000e+03	1.46047e+00	5.31286e-09
3.22000e+03	1.46027e+00	5.58578e-09
3.27000e+03	1.46006e+00	5.86373e-09
3.32000e+03	1.45985e+00	6.14651e-09
3.37000e+03	1.45964e+00	6.43394e-09
3.42000e+03	1.45942e+00	6.72580e-09
3.47000e+03	1.45920e+00	7.02193e-09
3.52000e+03	1.45898e+00	7.32212e-09
3.57000e+03	1.45876e+00	7.62621e-09
3.62000e+03	1.45853e+00	7.93399e-09
3.67000e+03	1.45830e+00	8.24531e-09
3.72000e+03	1.45806e+00	8.55997e-09
3.77000e+03	1.45783e+00	8.87783e-09
3.80000e+03	1.45769e+00	9.07000e-09
3.82000e+03	1.45759e+00	9.36432e-09
3.87000e+03	1.45734e+00	1.01279e-08
3.92000e+03	1.45710e+00	1.09319e-08
3.97000e+03	1.45685e+00	1.17771e-08
4.02000e+03	1.45660e+00	1.26641e-08
4.07000e+03	1.45634e+00	1.35936e-08
4.12000e+03	1.45608e+00	1.45664e-08
4.17000e+03	1.45582e+00	1.55828e-08
4.22000e+03	1.45556e+00	1.66436e-08
4.27000e+03	1.45529e+00	1.77492e-08
4.32000e+03	1.45502e+00	1.89000e-08
4.37000e+03	1.45475e+00	2.00966e-08
4.42000e+03	1.45447e+00	2.13392e-08
4.47000e+03	1.45419e+00	2.26284e-08
4.52000e+03	1.45391e+00	2.39642e-08
4.57000e+03	1.45362e+00	2.53471e-08
4.62000e+03	1.45333e+00	2.67773e-08
4.67000e+03	1.45304e+00	2.82549e-08
4.72000e+03	1.45274e+00	2.97802e-08
4.77000e+03	1.45244e+00	3.13532e-08
4.82000e+03	1.45214e+00	3.29741e-08
4.87000e+03	1.45183e+00	3.46429e-08
4.92000e+03	1.45153e+00	3.63597e-08
4.97000e+03	1.45121e+00	3.81244e-08
5.02000e+03	1.45090e+00	3.99370e-08
5.07000e+03	1.45058e+00	4.17975e-08
5.12000e+03	1.45026e+00	4.37058e-08
5.17000e+03	1.44993e+00	4.56618e-08
5.22000e+03	1.44960e+00	4.76653e-08
5.27000e+03	1.44927e+00	4.97162e-08
5.32000e+03	1.44893e+00	5.18143e-08
5.37000e+03	1.44860e+00	5.39594e-08
5.42000e+03	1.44825e+00	5.61512e-08
5.47000e+03	1.44791e+00	5.83896e-08
5.52000e+03	1.44756e+00	6.06742e-08
5.57000e+03	1.44721e+00	6.30048e-08
5.62000e+03	1.44685e+00	6.53810e-08
5.67000e+03	1.44649e+00	6.78026e-08
5.72000e+03	1.44613e+00	7.02691e-08
5.77000e+03	1.44576e+00	7.27803e-08
5.82000e+03	1.44540e+00	7.53358e-08
5.87000e+03	1.44502e+00	7.79352e-08
5.92000e+03	1.44465e+00	8.05781e-08
5.97000e+03	1.44427e+00	8.32641e-08
6.02000e+03	1.44388e+00	8.59927e-08
6.07000e+03	1.44350e+00	8.87637e-08
6.12000e+03	1.44311e+00	9.15764e-08
6.17000e+03	1.44271e+00	9.44305e-08
6.22000e+03	1.44232e+00	9.73255e-08
6.27000e+03	1.44192e+00	1.00261e-07
6.32000e+03	1.44151e+00	1.03237e-07
6.37000e+03	1.44110e+00	1.06251e-07
6.42000e+03	1.44069e+00	1.09306e-07
6.47000e+03	1.44028e+00	1.12398e-07
6.52000e+03	1.43986e+00	1.15529e-07
6.57000e+03	1.43944e+00	1.18697e-07
6.62000e+03	1.43901e+00	1.21902e-07
6.67000e+03	1.43858e+00	1.25144e-07
6.72000e+03	1.43815e+00	1.28422e-07
6.77000e+03	1.43772e+00	1.31735e-07
6.82000e+03	1.43728e+00	1.35083e-07
6.87000e+03	1.43683e+00	1.38466e-07
6.92000e+03	1.43638e+00	1.41883e-07
6.97000e+03	1.43593e+00	1.45333e-07
7.02000e+03	1.43548e+00	1.48817e-07
7.07000e+03	1.43502e+00	1.52332e-07
7.12000e+03	1.43456e+00	1.55880e-07
7.17000e+03	1.43409e+00	1.59459e-07
7.22000e+03	1.43363e+00	1.63069e-07
7.27000e+03	1.43315e+00	1.66710e-07
7.32000e+03	1.43268e+00	1.70380e-07
7.37000e+03	1.43220e+00	1.74079e-07
7.42000e+03	1.43171e+00	1.77808e-07
7.47000e+03	1.43122e+00	1.81565e-07
7.52000e+03	1.43073e+00	1.85349e-07
7.57000e+03	1.43024e+00	1.89161e-07
7.62000e+03	1.42974e+00	1.93000e-07
7.67000e+03	1.42923e+00	1.96865e-07
7.72000e+03	1.42873e+00	2.00756e-07
7.77000e+03	1.42822e+00	2.04672e-07
7.82000e+03	1.42770e+00	2.08614e-07
7.87000e+03	1.42718e+00	2.12579e-07
7.92000e+03	1.42666e+00	2.16568e-07
7.97000e+03	1.42613e+00	2.20581e-07
8.00000e+03	1.42590e+00	2.23000e-07
8.50000e+03	1.42040e+00	6.23000e-07
9.00000e+03	1.41450e+00	1.56000e-06
9.50000e+03	1.40820e+00	3.56000e-06
1.00000e+04	1.40140e+00	7.49000e-06
1.05000e+04	1.39420e+00	1.47000e-05
1.10000e+04	1.38650e+00	2.73000e-05
1.15000e+04	1.37830e+00	4.81000e-05
1.20000e+04	1.36970e+00	8.08000e-05
1.25000e+04	1.36040e+00	1.31000e-04
1.30000e+04	1.35060e+00	2.04000e-04
1.35000e+04	1.34020e+00	3.08000e-04
1.40000e+04	1.32920e+00	4.53000e-04
1.41900e+04	1.29210e+00	5.70000e-04
1.45300e+04	1.28210e+00	7.70000e-04
1.48300e+04	1.27350e+00	9.80000e-04
1.51000e+04	1.26500e+00	1.23000e-03
1.57100e+04	1.24550e+00	1.77000e-03
1.59400e+04	1.23770e+00	2.23000e-03
1.61900e+04	1.22890e+00	2.70000e-03
1.63600e+04	1.22260e+00	3.01000e-03
1.67600e+04	1.20770e+00	4.41000e-03
1.69400e+04	1.20080e+00	5.46000e-03
1.71200e+04	1.19390e+00	6.66000e-03
1.72900e+04	1.18670e+00	8.05000e-03
1.75400e+04	1.17670e+00	9.36000e-03
1.77300e+04	1.16850e+00	1.03800e-02
1.79400e+04	1.15930e+00	1.15900e-02
1.81600e+04	1.14980e+00	1.19600e-02
1.83800e+04	1.13950e+00	1.14500e-02
1.88100e+04	1.11900e+00	1.01900e-02
1.89900e+04	1.10990e+00	1.00300e-02
1.94000e+04	1.08880e+00	1.02600e-02
1.97700e+04	1.06820e+00	1.02700e-02
2.03400e+04	1.03480e+00	1.02300e-02
2.06700e+04	1.01450e+00	1.13100e-02
2.08600e+04	1.00190e+00	1.27500e-02
2.11800e+04	9.80600e-01	1.70300e-02
2.16000e+04	9.50100e-01	2.09900e-02
2.18500e+04	9.31100e-01	2.33700e-02
2.21400e+04	9.01000e-01	2.93900e-02
2.22800e+04	8.96700e-01	3.29800e-02
2.23600e+04	8.89500e-01	3.79500e-02
2.23700e+04	8.57900e-01	5.89000e-02
2.32600e+04	8.07400e-01	6.94000e-02
2.38100e+04	7.48300e-01	8.34000e-02
2.43900e+04	6.77800e-01	1.03200e-01
2.50000e+04	5.92200e-01	1.33400e-01
2.56400e+04	4.87300e-01	1.84500e-01
2.63200e+04	3.69100e-01	2.80100e-01
2.70300e+04	2.80000e-01	4.30400e-01
2.77800e+04	2.41100e-01	5.93100e-01
2.85700e+04	2.32500e-01	7.47300e-01
2.94100e+04	2.42600e-01	8.91100e-01
3.03000e+04	2.60300e-01	1.02000e+00
3.12500e+04	2.67200e-01	1.14700e+00
3.22600e+04	2.72500e-01	1.29600e+00
3.33300e+04	2.94000e-01	1.46300e+00
3.44800e+04	3.36700e-01	1.64400e+00
3.57100e+04	4.01400e-01	1.83500e+00
3.70400e+04	4.90200e-01	2.04000e+00
3.84600e+04	6.23500e-01	2.26000e+00
4.00000e+04	8.23300e-01	2.45920e+00
4.16700e+04	1.04990e+00	2.56800e+00
4.34800e+04	1.13900e+00	2.60900e+00
4.54500e+04	1.03600e+00	2.86900e+00
4.76200e+04	1.03800e+00	3.59000e+00
5.00000e+04	1.63600e+00	4.91100e+00
5.26300e+04	4.89400e+00	6.13500e+00
5.55600e+04	6.46100e+00	2.09500e+00
5.88200e+04	5.16800e+00	7.87000e-01
6.25000e+04	4.43100e+00	4.25100e-01
6.66700e+04	3.98700e+00	2.73500e-01
7.14300e+04	3.69000e+00	1.93500e-01
7.69200e+04	3.47700e+00	1.44900e-01
7.75500e+04	3.45800e+00	8.75000e-02
7.79900e+04	3.44600e+00	8.46000e-02
7.86600e+04	3.42700e+00	8.01000e-02
7.96800e+04	3.40000e+00	7.51000e-02
8.06400e+04	3.37700e+00	7.08000e-02
8.14200e+04	3.35900e+00	6.67000e-02
8.23700e+04	3.33800e+00	6.44000e-02
8.32500e+04	3.32000e+00	6.00000e-02
8.57200e+04	3.27300e+00	5.49000e-02
8.86700e+04	3.22600e+00	5.12000e-02
9.27100e+04	3.17200e+00	4.80000e-02
9.72200e+04	3.12300e+00	4.48000e-02
1.02400e+05	3.07800e+00	4.28000e-02
1.09100e+05	3.03100e+00	4.09000e-02
1.16600e+05	2.99100e+00	3.95000e-02
1.23600e+05	2.96100e+00	3.85000e-02
1.30700e+05	2.93700e+00	3.90000e-02
1.41400e+05	2.90900e+00	3.47000e-02
1.55100e+05	2.88100e+00	3.26000e-02
1.74100e+05	2.85500e+00	3.73000e-02
1.92700e+05	2.83700e+00	3.74000e-02
2.56400e+05	2.80300e+00	2.72000e-02
2.99400e+05	2.79200e+00	2.03000e-02
3.76200e+05	2.78100e+00	1.41000e-02
5.29000e+05	2.77200e+00	9.00000e-03
8.00000e+05	2.76600e+00	1.08000e-02
1.66670e+06	2.76300e+00	5.30000e-03
