Wavelength(nm)	n	k
300.000000	1.477343	0.000000
301.000000	1.476888	0.000000
302.000000	1.476438	0.000000
303.000000	1.475993	0.000000
304.000000	1.475554	0.000000
305.000000	1.475120	0.000000
306.000000	1.474691	0.000000
307.000000	1.474267	0.000000
308.000000	1.473847	0.000000
309.000000	1.473433	0.000000
310.000000	1.473023	0.000000
311.000000	1.472618	0.000000
312.000000	1.472218	0.000000
313.000000	1.471822	0.000000
314.000000	1.471430	0.000000
315.000000	1.471043	0.000000
316.000000	1.470660	0.000000
317.000000	1.470282	0.000000
318.000000	1.469907	0.000000
319.000000	1.469537	0.000000
320.000000	1.469171	0.000000
321.000000	1.468809	0.000000
322.000000	1.468451	0.000000
323.000000	1.468096	0.000000
324.000000	1.467746	0.000000
325.000000	1.467399	0.000000
326.000000	1.467056	0.000000
327.000000	1.466716	0.000000
328.000000	1.466381	0.000000
329.000000	1.466048	0.000000
330.000000	1.465720	0.000000
331.000000	1.465394	0.000000
332.000000	1.465072	0.000000
333.000000	1.464754	0.000000
334.000000	1.464438	0.000000
335.000000	1.464126	0.000000
336.000000	1.463818	0.000000
337.000000	1.463512	0.000000
338.000000	1.463209	0.000000
339.000000	1.462910	0.000000
340.000000	1.462613	0.000000
341.000000	1.462320	0.000000
342.000000	1.462030	0.000000
343.000000	1.461742	0.000000
344.000000	1.461457	0.000000
345.000000	1.461175	0.000000
346.000000	1.460896	0.000000
347.000000	1.460620	0.000000
348.000000	1.460346	0.000000
349.000000	1.460075	0.000000
350.000000	1.459807	0.000000
351.000000	1.459541	0.000000
352.000000	1.459278	0.000000
353.000000	1.459018	0.000000
354.000000	1.458759	0.000000
355.000000	1.458504	0.000000
356.000000	1.458251	0.000000
357.000000	1.458000	0.000000
358.000000	1.457752	0.000000
359.000000	1.457506	0.000000
360.000000	1.457262	0.000000
361.000000	1.457020	0.000000
362.000000	1.456781	0.000000
363.000000	1.456544	0.000000
364.000000	1.456309	0.000000
365.000000	1.456077	0.000000
366.000000	1.455846	0.000000
367.000000	1.455618	0.000000
368.000000	1.455392	0.000000
369.000000	1.455168	0.000000
370.000000	1.454946	0.000000
371.000000	1.454726	0.000000
372.000000	1.454507	0.000000
373.000000	1.454291	0.000000
374.000000	1.454077	0.000000
375.000000	1.453865	0.000000
376.000000	1.453654	0.000000
377.000000	1.453446	0.000000
378.000000	1.453239	0.000000
379.000000	1.453034	0.000000
380.000000	1.452831	0.000000
381.000000	1.452630	0.000000
382.000000	1.452430	0.000000
383.000000	1.452233	0.000000
384.000000	1.452037	0.000000
385.000000	1.451842	0.000000
386.000000	1.451650	0.000000
387.000000	1.451458	0.000000
388.000000	1.451269	0.000000
389.000000	1.451081	0.000000
390.000000	1.450895	0.000000
391.000000	1.450711	0.000000
392.000000	1.450528	0.000000
393.000000	1.450346	0.000000
394.000000	1.450166	0.000000
395.000000	1.449988	0.000000
396.000000	1.449811	0.000000
397.000000	1.449635	0.000000
398.000000	1.449461	0.000000
399.000000	1.449289	0.000000
400.000000	1.449118	0.000000
401.000000	1.448948	0.000000
402.000000	1.448780	0.000000
403.000000	1.448613	0.000000
404.000000	1.448447	0.000000
405.000000	1.448283	0.000000
406.000000	1.448120	0.000000
407.000000	1.447958	0.000000
408.000000	1.447798	0.000000
409.000000	1.447639	0.000000
410.000000	1.447482	0.000000
411.000000	1.447325	0.000000
412.000000	1.447170	0.000000
413.000000	1.447016	0.000000
414.000000	1.446863	0.000000
415.000000	1.446712	0.000000
416.000000	1.446561	0.000000
417.000000	1.446412	0.000000
418.000000	1.446264	0.000000
419.000000	1.446117	0.000000
420.000000	1.445972	0.000000
421.000000	1.445827	0.000000
422.000000	1.445684	0.000000
423.000000	1.445541	0.000000
424.000000	1.445400	0.000000
425.000000	1.445260	0.000000
426.000000	1.445121	0.000000
427.000000	1.444983	0.000000
428.000000	1.444846	0.000000
429.000000	1.444710	0.000000
430.000000	1.444575	0.000000
431.000000	1.444442	0.000000
432.000000	1.444309	0.000000
433.000000	1.444177	0.000000
434.000000	1.444046	0.000000
435.000000	1.443916	0.000000
436.000000	1.443787	0.000000
437.000000	1.443659	0.000000
438.000000	1.443533	0.000000
439.000000	1.443406	0.000000
440.000000	1.443281	0.000000
441.000000	1.443157	0.000000
442.000000	1.443034	0.000000
443.000000	1.442912	0.000000
444.000000	1.442790	0.000000
445.000000	1.442670	0.000000
446.000000	1.442550	0.000000
447.000000	1.442431	0.000000
448.000000	1.442313	0.000000
449.000000	1.442196	0.000000
450.000000	1.442080	0.000000
451.000000	1.441964	0.000000
452.000000	1.441850	0.000000
453.000000	1.441736	0.000000
454.000000	1.441623	0.000000
455.000000	1.441511	0.000000
456.000000	1.441399	0.000000
457.000000	1.441289	0.000000
458.000000	1.441179	0.000000
459.000000	1.441070	0.000000
460.000000	1.440961	0.000000
461.000000	1.440854	0.000000
462.000000	1.440747	0.000000
463.000000	1.440641	0.000000
464.000000	1.440536	0.000000
465.000000	1.440431	0.000000
466.000000	1.440327	0.000000
467.000000	1.440224	0.000000
468.000000	1.440122	0.000000
469.000000	1.440020	0.000000
470.000000	1.439919	0.000000
471.000000	1.439819	0.000000
