Wavelength(nm)	n	k
3.20000e+02	1.65709e+00	0.00000e+00
3.24800e+02	1.65403e+00	0.00000e+00
3.29600e+02	1.65113e+00	0.00000e+00
3.34400e+02	1.64838e+00	0.00000e+00
3.39200e+02	1.64576e+00	0.00000e+00
3.44000e+02	1.64326e+00	0.00000e+00
3.48800e+02	1.64089e+00	0.00000e+00
3.53600e+02	1.63862e+00	0.00000e+00
3.58400e+02	1.63645e+00	0.00000e+00
3.63200e+02	1.63439e+00	0.00000e+00
3.68000e+02	1.63241e+00	0.00000e+00
3.72800e+02	1.63052e+00	0.00000e+00
3.77600e+02	1.62871e+00	0.00000e+00
3.82400e+02	1.62698e+00	0.00000e+00
3.87200e+02	1.62532e+00	0.00000e+00
3.92000e+02	1.62373e+00	0.00000e+00
3.96800e+02	1.62220e+00	0.00000e+00
4.01600e+02	1.62074e+00	0.00000e+00
4.06400e+02	1.61933e+00	0.00000e+00
4.11200e+02	1.61797e+00	0.00000e+00
4.16000e+02	1.61667e+00	0.00000e+00
4.20800e+02	1.61542e+00	0.00000e+00
4.25600e+02	1.61421e+00	0.00000e+00
4.30400e+02	1.61305e+00	0.00000e+00
4.35200e+02	1.61193e+00	0.00000e+00
4.40000e+02	1.61085e+00	0.00000e+00
4.44800e+02	1.60981e+00	0.00000e+00
4.49600e+02	1.60880e+00	0.00000e+00
4.54400e+02	1.60783e+00	0.00000e+00
4.59200e+02	1.60690e+00	0.00000e+00
4.64000e+02	1.60599e+00	0.00000e+00
4.68800e+02	1.60512e+00	0.00000e+00
4.73600e+02	1.60427e+00	0.00000e+00
4.78400e+02	1.60345e+00	0.00000e+00
4.83200e+02	1.60266e+00	0.00000e+00
4.88000e+02	1.60189e+00	0.00000e+00
4.92800e+02	1.60115e+00	0.00000e+00
4.97600e+02	1.60043e+00	0.00000e+00
5.02400e+02	1.59973e+00	0.00000e+00
5.07200e+02	1.59906e+00	0.00000e+00
5.12000e+02	1.59840e+00	0.00000e+00
5.16800e+02	1.59777e+00	0.00000e+00
5.21600e+02	1.59715e+00	0.00000e+00
5.26400e+02	1.59655e+00	0.00000e+00
5.31200e+02	1.59597e+00	0.00000e+00
5.36000e+02	1.59540e+00	0.00000e+00
5.40800e+02	1.59485e+00	0.00000e+00
5.45600e+02	1.59432e+00	0.00000e+00
5.50400e+02	1.59380e+00	0.00000e+00
5.55200e+02	1.59330e+00	0.00000e+00
5.60000e+02	1.59281e+00	0.00000e+00
5.64800e+02	1.59233e+00	0.00000e+00
5.69600e+02	1.59186e+00	0.00000e+00
5.74400e+02	1.59141e+00	0.00000e+00
5.79200e+02	1.59097e+00	0.00000e+00
5.84000e+02	1.59054e+00	0.00000e+00
5.88800e+02	1.59013e+00	0.00000e+00
5.93600e+02	1.58972e+00	0.00000e+00
5.98400e+02	1.58932e+00	0.00000e+00
6.03200e+02	1.58893e+00	0.00000e+00
6.08000e+02	1.58856e+00	0.00000e+00
6.12800e+02	1.58819e+00	0.00000e+00
6.17600e+02	1.58783e+00	0.00000e+00
6.22400e+02	1.58748e+00	0.00000e+00
6.27200e+02	1.58714e+00	0.00000e+00
6.32000e+02	1.58681e+00	0.00000e+00
6.36800e+02	1.58648e+00	0.00000e+00
6.41600e+02	1.58616e+00	0.00000e+00
6.46400e+02	1.58585e+00	0.00000e+00
6.51200e+02	1.58555e+00	0.00000e+00
6.56000e+02	1.58525e+00	0.00000e+00
6.60800e+02	1.58496e+00	0.00000e+00
6.65600e+02	1.58468e+00	0.00000e+00
6.70400e+02	1.58440e+00	0.00000e+00
6.75200e+02	1.58413e+00	0.00000e+00
6.80000e+02	1.58387e+00	0.00000e+00
6.84800e+02	1.58361e+00	0.00000e+00
6.89600e+02	1.58336e+00	0.00000e+00
6.94400e+02	1.58311e+00	0.00000e+00
6.99200e+02	1.58287e+00	0.00000e+00
7.04000e+02	1.58263e+00	0.00000e+00
7.08800e+02	1.58240e+00	0.00000e+00
7.13600e+02	1.58217e+00	0.00000e+00
7.18400e+02	1.58195e+00	0.00000e+00
7.23200e+02	1.58173e+00	0.00000e+00
7.28000e+02	1.58152e+00	0.00000e+00
7.32800e+02	1.58131e+00	0.00000e+00
7.37600e+02	1.58110e+00	0.00000e+00
7.42400e+02	1.58090e+00	0.00000e+00
7.47200e+02	1.58071e+00	0.00000e+00
7.52000e+02	1.58051e+00	0.00000e+00
7.56800e+02	1.58032e+00	0.00000e+00
7.61600e+02	1.58014e+00	0.00000e+00
7.66400e+02	1.57996e+00	0.00000e+00
7.71200e+02	1.57978e+00	0.00000e+00
7.76000e+02	1.57960e+00	0.00000e+00
7.80800e+02	1.57943e+00	0.00000e+00
7.85600e+02	1.57927e+00	0.00000e+00
7.90400e+02	1.57910e+00	0.00000e+00
7.95200e+02	1.57894e+00	0.00000e+00
8.00000e+02	1.57878e+00	0.00000e+00
