Wavelength(nm)	n	k
2.00000e+02	2.39450e+00	0.00000e+00
2.18000e+02	2.26395e+00	0.00000e+00
2.36000e+02	2.17473e+00	0.00000e+00
2.54000e+02	2.11169e+00	0.00000e+00
2.72000e+02	2.06585e+00	0.00000e+00
2.90000e+02	2.03168e+00	0.00000e+00
3.08000e+02	2.00565e+00	0.00000e+00
3.26000e+02	1.98544e+00	0.00000e+00
3.44000e+02	1.96949e+00	0.00000e+00
3.62000e+02	1.95670e+00	0.00000e+00
3.80000e+02	1.94631e+00	0.00000e+00
3.98000e+02	1.93776e+00	0.00000e+00
4.16000e+02	1.93066e+00	0.00000e+00
4.34000e+02	1.92469e+00	0.00000e+00
4.52000e+02	1.91963e+00	0.00000e+00
4.70000e+02	1.91532e+00	0.00000e+00
4.88000e+02	1.91160e+00	0.00000e+00
5.06000e+02	1.90838e+00	0.00000e+00
5.24000e+02	1.90556e+00	0.00000e+00
5.42000e+02	1.90310e+00	0.00000e+00
5.60000e+02	1.90092e+00	0.00000e+00
5.78000e+02	1.89899e+00	0.00000e+00
5.96000e+02	1.89728e+00	0.00000e+00
6.14000e+02	1.89574e+00	0.00000e+00
6.32000e+02	1.89436e+00	0.00000e+00
6.50000e+02	1.89311e+00	0.00000e+00
6.68000e+02	1.89199e+00	0.00000e+00
6.86000e+02	1.89096e+00	0.00000e+00
7.04000e+02	1.89003e+00	0.00000e+00
7.22000e+02	1.88918e+00	0.00000e+00
7.40000e+02	1.88840e+00	0.00000e+00
7.58000e+02	1.88769e+00	0.00000e+00
7.76000e+02	1.88703e+00	0.00000e+00
7.94000e+02	1.88642e+00	0.00000e+00
8.12000e+02	1.88586e+00	0.00000e+00
8.30000e+02	1.88534e+00	0.00000e+00
8.48000e+02	1.88485e+00	0.00000e+00
8.66000e+02	1.88441e+00	0.00000e+00
8.84000e+02	1.88399e+00	0.00000e+00
9.02000e+02	1.88359e+00	0.00000e+00
9.20000e+02	1.88323e+00	0.00000e+00
9.38000e+02	1.88289e+00	0.00000e+00
9.56000e+02	1.88257e+00	0.00000e+00
9.74000e+02	1.88226e+00	0.00000e+00
9.92000e+02	1.88198e+00	0.00000e+00
1.01000e+03	1.88171e+00	0.00000e+00
1.02800e+03	1.88146e+00	0.00000e+00
1.04600e+03	1.88122e+00	0.00000e+00
1.06400e+03	1.88100e+00	0.00000e+00
1.08200e+03	1.88079e+00	0.00000e+00
1.10000e+03	1.88059e+00	0.00000e+00
1.11800e+03	1.88040e+00	0.00000e+00
1.13600e+03	1.88021e+00	0.00000e+00
1.15400e+03	1.88004e+00	0.00000e+00
1.17200e+03	1.87988e+00	0.00000e+00
1.19000e+03	1.87972e+00	0.00000e+00
1.20800e+03	1.87958e+00	0.00000e+00
1.22600e+03	1.87943e+00	0.00000e+00
1.24400e+03	1.87930e+00	0.00000e+00
1.26200e+03	1.87917e+00	0.00000e+00
1.28000e+03	1.87905e+00	0.00000e+00
1.29800e+03	1.87893e+00	0.00000e+00
1.31600e+03	1.87882e+00	0.00000e+00
1.33400e+03	1.87871e+00	0.00000e+00
1.35200e+03	1.87861e+00	0.00000e+00
1.37000e+03	1.87851e+00	0.00000e+00
1.38800e+03	1.87842e+00	0.00000e+00
1.40600e+03	1.87833e+00	0.00000e+00
1.42400e+03	1.87824e+00	0.00000e+00
1.44200e+03	1.87815e+00	0.00000e+00
1.46000e+03	1.87807e+00	0.00000e+00
1.47800e+03	1.87800e+00	0.00000e+00
1.49600e+03	1.87792e+00	0.00000e+00
1.51400e+03	1.87785e+00	0.00000e+00
1.53200e+03	1.87778e+00	0.00000e+00
1.55000e+03	1.87771e+00	0.00000e+00
1.56800e+03	1.87765e+00	0.00000e+00
1.58600e+03	1.87759e+00	0.00000e+00
1.60400e+03	1.87753e+00	0.00000e+00
1.62200e+03	1.87747e+00	0.00000e+00
1.64000e+03	1.87742e+00	0.00000e+00
1.65800e+03	1.87736e+00	0.00000e+00
1.67600e+03	1.87731e+00	0.00000e+00
1.69400e+03	1.87726e+00	0.00000e+00
1.71200e+03	1.87721e+00	0.00000e+00
1.73000e+03	1.87716e+00	0.00000e+00
1.74800e+03	1.87712e+00	0.00000e+00
1.76600e+03	1.87707e+00	0.00000e+00
1.78400e+03	1.87703e+00	0.00000e+00
1.80200e+03	1.87699e+00	0.00000e+00
1.82000e+03	1.87695e+00	0.00000e+00
1.83800e+03	1.87691e+00	0.00000e+00
1.85600e+03	1.87687e+00	0.00000e+00
1.87400e+03	1.87684e+00	0.00000e+00
1.89200e+03	1.87680e+00	0.00000e+00
1.91000e+03	1.87677e+00	0.00000e+00
1.92800e+03	1.87673e+00	0.00000e+00
1.94600e+03	1.87670e+00	0.00000e+00
1.96400e+03	1.87667e+00	0.00000e+00
1.98200e+03	1.87664e+00	0.00000e+00
2.00000e+03	1.87661e+00	0.00000e+00
