Wavelength(nm)	n	k
210.000000	1.537745	0.000000
220.000000	1.536140	0.000000
230.000000	1.534536	0.000000
240.000000	1.532931	0.000000
250.000000	1.531326	0.000000
260.000000	1.529722	0.000000
270.000000	1.528117	0.000000
280.000000	1.526513	0.000000
290.000000	1.524908	0.000000
300.000000	1.523304	0.000000
310.000000	1.521699	0.000000
320.000000	1.520094	0.000000
330.000000	1.518490	0.000000
340.000000	1.516885	0.000000
350.000000	1.515281	0.000000
360.000000	1.513676	0.000000
370.000000	1.512072	0.000000
380.000000	1.510467	0.000000
390.000000	1.508862	0.000000
400.974854	1.507102	0.000000
402.867253	1.506803	0.000000
404.777600	1.506506	0.000000
406.705599	1.506210	0.000000
408.652609	1.505916	0.000000
410.618351	1.505625	0.000000
412.602528	1.505334	0.000000
414.606547	1.505046	0.000000
416.630128	1.504759	0.000000
418.672974	1.504474	0.000000
420.736543	1.504191	0.000000
422.820555	1.503909	0.000000
424.925314	1.503629	0.000000
427.050525	1.503351	0.000000
429.197715	1.503075	0.000000
431.366606	1.502800	0.000000
433.556902	1.502527	0.000000
435.770187	1.502256	0.000000
438.006186	1.501986	0.000000
440.265250	1.501718	0.000000
442.547083	1.501452	0.000000
444.853353	1.501187	0.000000
447.183787	1.500924	0.000000
449.538092	1.500663	0.000000
451.917998	1.500403	0.000000
454.323238	1.500145	0.000000
456.753522	1.499888	0.000000
459.210649	1.499634	0.000000
461.694356	1.499380	0.000000
464.205076	1.499129	0.000000
466.742525	1.498879	0.000000
469.308602	1.498631	0.000000
471.903051	1.498384	0.000000
474.525594	1.498139	0.000000
477.178208	1.497896	0.000000
479.860645	1.497654	0.000000
482.573411	1.497414	0.000000
485.316237	1.497175	0.000000
488.091216	1.496938	0.000000
490.898111	1.496702	0.000000
493.736663	1.496469	0.000000
496.609055	1.496236	0.000000
499.515065	1.496005	0.000000
502.454443	1.495776	0.000000
505.429471	1.495549	0.000000
508.439939	1.495323	0.000000
511.486484	1.495098	0.000000
514.568876	1.494875	0.000000
517.689537	1.494654	0.000000
520.848281	1.494434	0.000000
524.044893	1.494215	0.000000
527.281911	1.493999	0.000000
530.559168	1.493783	0.000000
533.877419	1.493570	0.000000
537.236474	1.493357	0.000000
540.639041	1.493147	0.000000
544.084983	1.492937	0.000000
547.574134	1.492730	0.000000
551.109339	1.492524	0.000000
554.690487	1.492319	0.000000
558.317441	1.492116	0.000000
561.993191	1.491914	0.000000
565.717662	1.491714	0.000000
569.491829	1.491515	0.000000
573.315595	1.491318	0.000000
577.192169	1.491122	0.000000
581.121523	1.490928	0.000000
585.103602	1.490735	0.000000
589.141789	1.490544	0.000000
593.236103	1.490354	0.000000
597.387724	1.490166	0.000000
601.596655	1.489979	0.000000
605.866540	1.489793	0.000000
610.197470	1.489609	0.000000
614.589504	1.489427	0.000000
619.046500	1.489246	0.000000
623.568612	1.489066	0.000000
628.155962	1.488888	0.000000
632.812642	1.488711	0.000000
637.538881	1.488536	0.000000
642.336247	1.488362	0.000000
647.204963	1.488189	0.000000
652.149467	1.488018	0.000000
657.170103	1.487848	0.000000
662.267180	1.487680	0.000000
667.445428	1.487513	0.000000
672.705290	1.487348	0.000000
678.048713	1.487184	0.000000
683.476145	1.487022	0.000000
688.992749	1.486860	0.000000
694.599131	1.486701	0.000000
700.295865	1.486542	0.000000
706.088478	1.486385	0.000000
711.977719	1.486230	0.000000
717.964307	1.486076	0.000000
724.054173	1.485923	0.000000
730.248232	1.485772	0.000000
736.549183	1.485622	0.000000
742.957974	1.485473	0.000000
749.481145	1.485326	0.000000
760.000000	1.484620	0.000001
802.000000	1.484576	0.000001
844.000000	1.484529	0.000001
886.000000	1.484480	0.000001
928.000000	1.484429	0.000001
950.000000	1.484401	0.000001
970.000000	1.484374	0.000002
