Wavelength(nm)	n	k
1.77500e+03	3.46274e+00	0.00000e+00
1.78000e+03	3.46247e+00	0.00000e+00
1.78500e+03	3.46221e+00	0.00000e+00
1.79000e+03	3.46194e+00	0.00000e+00
1.79500e+03	3.46168e+00	0.00000e+00
1.80000e+03	3.46143e+00	0.00000e+00
1.80500e+03	3.46117e+00	0.00000e+00
1.81000e+03	3.46092e+00	0.00000e+00
1.81500e+03	3.46066e+00	0.00000e+00
1.82000e+03	3.46042e+00	0.00000e+00
1.82500e+03	3.46017e+00	0.00000e+00
1.83000e+03	3.45992e+00	0.00000e+00
1.83500e+03	3.45968e+00	0.00000e+00
1.84000e+03	3.45944e+00	0.00000e+00
1.84500e+03	3.45920e+00	0.00000e+00
1.85000e+03	3.45896e+00	0.00000e+00
1.85500e+03	3.45873e+00	0.00000e+00
1.86000e+03	3.45849e+00	0.00000e+00
1.86500e+03	3.45826e+00	0.00000e+00
1.87000e+03	3.45803e+00	0.00000e+00
1.87500e+03	3.45781e+00	0.00000e+00
1.88000e+03	3.45758e+00	0.00000e+00
1.88500e+03	3.45736e+00	0.00000e+00
1.89000e+03	3.45714e+00	0.00000e+00
1.89500e+03	3.45692e+00	0.00000e+00
1.90000e+03	3.45670e+00	0.00000e+00
1.90500e+03	3.45648e+00	0.00000e+00
1.91000e+03	3.45627e+00	0.00000e+00
1.91500e+03	3.45605e+00	0.00000e+00
1.92000e+03	3.45584e+00	0.00000e+00
1.92500e+03	3.45563e+00	0.00000e+00
1.93000e+03	3.45543e+00	0.00000e+00
1.93500e+03	3.45522e+00	0.00000e+00
1.94000e+03	3.45502e+00	0.00000e+00
1.94500e+03	3.45481e+00	0.00000e+00
1.95000e+03	3.45461e+00	0.00000e+00
1.95500e+03	3.45441e+00	0.00000e+00
1.96000e+03	3.45421e+00	0.00000e+00
1.96500e+03	3.45402e+00	0.00000e+00
1.97000e+03	3.45382e+00	0.00000e+00
1.97500e+03	3.45363e+00	0.00000e+00
1.98000e+03	3.45344e+00	0.00000e+00
1.98500e+03	3.45325e+00	0.00000e+00
1.99000e+03	3.45306e+00	0.00000e+00
1.99500e+03	3.45287e+00	0.00000e+00
2.00000e+03	3.45268e+00	0.00000e+00
2.00500e+03	3.45250e+00	0.00000e+00
2.01000e+03	3.45232e+00	0.00000e+00
2.01500e+03	3.45213e+00	0.00000e+00
2.02000e+03	3.45195e+00	0.00000e+00
2.02500e+03	3.45177e+00	0.00000e+00
2.03000e+03	3.45160e+00	0.00000e+00
2.03500e+03	3.45142e+00	0.00000e+00
2.04000e+03	3.45125e+00	0.00000e+00
2.04500e+03	3.45107e+00	0.00000e+00
2.05000e+03	3.45090e+00	0.00000e+00
2.05500e+03	3.45073e+00	0.00000e+00
2.06000e+03	3.45056e+00	0.00000e+00
2.06500e+03	3.45039e+00	0.00000e+00
2.07000e+03	3.45022e+00	0.00000e+00
2.07500e+03	3.45006e+00	0.00000e+00
2.08000e+03	3.44989e+00	0.00000e+00
2.08500e+03	3.44973e+00	0.00000e+00
2.09000e+03	3.44956e+00	0.00000e+00
2.09500e+03	3.44940e+00	0.00000e+00
2.10000e+03	3.44924e+00	0.00000e+00
2.10500e+03	3.44908e+00	0.00000e+00
2.11000e+03	3.44893e+00	0.00000e+00
2.11500e+03	3.44877e+00	0.00000e+00
2.12000e+03	3.44861e+00	0.00000e+00
2.12500e+03	3.44846e+00	0.00000e+00
2.13000e+03	3.44831e+00	0.00000e+00
2.13500e+03	3.44816e+00	0.00000e+00
2.14000e+03	3.44800e+00	0.00000e+00
2.14500e+03	3.44785e+00	0.00000e+00
2.15000e+03	3.44771e+00	0.00000e+00
2.15500e+03	3.44756e+00	0.00000e+00
2.16000e+03	3.44741e+00	0.00000e+00
2.16500e+03	3.44726e+00	0.00000e+00
2.17000e+03	3.44712e+00	0.00000e+00
2.17500e+03	3.44698e+00	0.00000e+00
2.18000e+03	3.44683e+00	0.00000e+00
2.18500e+03	3.44669e+00	0.00000e+00
2.19000e+03	3.44655e+00	0.00000e+00
2.19500e+03	3.44641e+00	0.00000e+00
2.20000e+03	3.44627e+00	0.00000e+00
2.20500e+03	3.44614e+00	0.00000e+00
2.21000e+03	3.44600e+00	0.00000e+00
2.21500e+03	3.44586e+00	0.00000e+00
2.22000e+03	3.44573e+00	0.00000e+00
2.22500e+03	3.44559e+00	0.00000e+00
2.23000e+03	3.44546e+00	0.00000e+00
2.23500e+03	3.44533e+00	0.00000e+00
2.24000e+03	3.44520e+00	0.00000e+00
2.24500e+03	3.44507e+00	0.00000e+00
2.25000e+03	3.44494e+00	0.00000e+00
2.25500e+03	3.44481e+00	0.00000e+00
2.26000e+03	3.44468e+00	0.00000e+00
2.26500e+03	3.44455e+00	0.00000e+00
2.27000e+03	3.44443e+00	0.00000e+00
2.27500e+03	3.44430e+00	0.00000e+00
2.28000e+03	3.44418e+00	0.00000e+00
2.28500e+03	3.44405e+00	0.00000e+00
2.29000e+03	3.44393e+00	0.00000e+00
2.29500e+03	3.44381e+00	0.00000e+00
2.30000e+03	3.44369e+00	0.00000e+00
2.50000e+03	3.44369e+00	0.00000e+00
