Wavelength(nm)	n	k
2.40000e+02	1.53700e+00	3.18460e+00
2.45000e+02	1.58700e+00	3.38675e+00
2.50000e+02	1.63700e+00	3.58890e+00
2.55000e+02	1.68700e+00	3.79105e+00
2.60000e+02	1.73700e+00	3.99320e+00
2.65000e+02	1.88350e+00	4.29450e+00
2.70000e+02	2.03000e+00	4.59580e+00
2.75000e+02	2.43500e+00	4.89595e+00
2.80000e+02	2.84000e+00	5.19610e+00
2.85000e+02	3.51250e+00	5.25425e+00
2.90000e+02	4.18500e+00	5.31240e+00
2.95000e+02	4.61700e+00	4.80120e+00
3.00000e+02	5.04900e+00	4.29000e+00
3.05000e+02	5.07000e+00	3.95695e+00
3.10000e+02	5.09100e+00	3.62390e+00
3.15000e+02	5.08800e+00	3.45315e+00
3.20000e+02	5.08500e+00	3.28240e+00
3.25000e+02	5.11000e+00	3.18795e+00
3.30000e+02	5.13500e+00	3.09350e+00
3.35000e+02	5.19000e+00	3.02540e+00
3.40000e+02	5.24500e+00	2.95730e+00
3.45000e+02	5.33400e+00	2.93255e+00
3.50000e+02	5.42300e+00	2.90780e+00
3.55000e+02	5.66850e+00	2.91065e+00
3.60000e+02	5.91400e+00	2.91350e+00
3.65000e+02	6.36700e+00	2.52690e+00
3.70000e+02	6.82000e+00	2.14030e+00
3.75000e+02	6.70350e+00	1.56214e+00
3.80000e+02	6.58700e+00	9.83990e-01
3.85000e+02	6.30600e+00	7.43535e-01
3.90000e+02	6.02500e+00	5.03080e-01
3.95000e+02	5.82400e+00	4.14675e-01
4.00000e+02	5.62300e+00	3.26270e-01
4.05000e+02	5.48200e+00	2.83770e-01
4.10000e+02	5.34100e+00	2.41270e-01
4.15000e+02	5.22550e+00	2.09105e-01
4.20000e+02	5.11000e+00	1.76940e-01
4.25000e+02	5.02100e+00	1.57300e-01
4.30000e+02	4.93200e+00	1.37660e-01
4.35000e+02	4.86100e+00	1.24835e-01
4.40000e+02	4.79000e+00	1.12010e-01
4.45000e+02	4.73150e+00	1.03686e-01
4.50000e+02	4.67300e+00	9.53620e-02
4.55000e+02	4.62250e+00	8.72335e-02
4.60000e+02	4.57200e+00	7.91050e-02
4.65000e+02	4.52850e+00	7.46725e-02
4.70000e+02	4.48500e+00	7.02400e-02
4.75000e+02	4.44850e+00	6.50285e-02
4.80000e+02	4.41200e+00	5.98170e-02
4.85000e+02	4.38050e+00	5.68135e-02
4.90000e+02	4.34900e+00	5.38100e-02
4.95000e+02	4.31900e+00	5.11760e-02
5.00000e+02	4.28900e+00	4.85420e-02
5.05000e+02	4.26200e+00	4.61865e-02
5.10000e+02	4.23500e+00	4.38310e-02
5.15000e+02	4.21100e+00	4.16810e-02
5.20000e+02	4.18700e+00	3.95310e-02
5.25000e+02	4.16600e+00	3.71675e-02
5.30000e+02	4.14500e+00	3.48040e-02
5.35000e+02	4.12400e+00	3.23500e-02
5.40000e+02	4.10300e+00	2.98960e-02
5.45000e+02	4.08800e+00	2.89670e-02
5.50000e+02	4.07300e+00	2.80380e-02
5.55000e+02	4.05550e+00	2.72945e-02
5.60000e+02	4.03800e+00	2.65510e-02
5.65000e+02	4.02200e+00	2.51485e-02
5.70000e+02	4.00600e+00	2.37460e-02
5.75000e+02	3.99150e+00	2.28210e-02
5.80000e+02	3.97700e+00	2.18960e-02
5.85000e+02	3.96550e+00	2.09860e-02
5.90000e+02	3.95400e+00	2.00760e-02
5.95000e+02	3.94250e+00	1.92985e-02
6.00000e+02	3.93100e+00	1.85210e-02
6.05000e+02	3.91950e+00	1.78890e-02
6.10000e+02	3.90800e+00	1.72570e-02
6.15000e+02	3.89800e+00	1.70330e-02
6.20000e+02	3.88800e+00	1.68090e-02
6.25000e+02	3.87850e+00	1.65385e-02
6.30000e+02	3.86900e+00	1.62680e-02
6.35000e+02	3.86000e+00	1.54805e-02
6.40000e+02	3.85100e+00	1.46930e-02
6.45000e+02	3.84300e+00	1.45700e-02
6.50000e+02	3.83500e+00	1.44470e-02
6.55000e+02	3.82600e+00	1.40275e-02
6.60000e+02	3.81700e+00	1.36080e-02
6.65000e+02	3.81100e+00	1.32075e-02
6.70000e+02	3.80500e+00	1.28070e-02
6.75000e+02	3.79800e+00	1.24260e-02
6.80000e+02	3.79100e+00	1.20450e-02
6.85000e+02	3.78350e+00	1.16810e-02
6.90000e+02	3.77600e+00	1.13170e-02
6.95000e+02	3.77050e+00	1.09700e-02
7.00000e+02	3.76500e+00	1.06230e-02
7.05000e+02	3.75900e+00	1.02920e-02
7.10000e+02	3.75300e+00	9.96100e-03
7.15000e+02	3.74700e+00	9.64725e-03
7.20000e+02	3.74100e+00	9.33350e-03
7.25000e+02	3.73550e+00	9.03235e-03
7.30000e+02	3.73000e+00	8.73120e-03
7.35000e+02	3.72450e+00	8.44650e-03
7.40000e+02	3.71900e+00	8.16180e-03
7.45000e+02	3.71550e+00	7.88870e-03
7.50000e+02	3.71200e+00	7.61560e-03
7.55000e+02	3.70650e+00	7.35490e-03
7.60000e+02	3.70100e+00	7.09420e-03
7.65000e+02	3.69700e+00	6.84980e-03
7.70000e+02	3.69300e+00	6.60540e-03
7.75000e+02	3.68850e+00	6.36960e-03
7.80000e+02	3.68400e+00	6.13380e-03
7.85000e+02	3.68050e+00	5.91130e-03
7.90000e+02	3.67700e+00	5.68880e-03
7.95000e+02	3.67300e+00	5.47715e-03
8.00000e+02	3.66900e+00	5.26550e-03
8.05000e+02	3.66550e+00	5.06475e-03
8.10000e+02	3.66200e+00	4.86400e-03
8.15000e+02	3.65850e+00	4.67380e-03
8.20000e+02	3.65500e+00	4.48360e-03
8.25000e+02	3.65050e+00	4.30355e-03
8.30000e+02	3.64600e+00	4.12350e-03
8.35000e+02	3.64350e+00	3.95315e-03
8.40000e+02	3.64100e+00	3.78280e-03
8.45000e+02	3.63850e+00	3.62165e-03
8.50000e+02	3.63600e+00	3.46050e-03
8.55000e+02	3.63200e+00	3.30840e-03
8.60000e+02	3.62800e+00	3.15630e-03
8.65000e+02	3.62500e+00	3.01300e-03
8.70000e+02	3.62200e+00	2.86970e-03
8.75000e+02	3.61950e+00	2.73490e-03
8.80000e+02	3.61700e+00	2.60010e-03
8.85000e+02	3.61500e+00	2.47325e-03
8.90000e+02	3.61300e+00	2.34640e-03
8.95000e+02	3.61150e+00	2.22780e-03
9.00000e+02	3.61000e+00	2.10920e-03
9.05000e+02	3.60700e+00	1.99780e-03
9.10000e+02	3.60400e+00	1.88640e-03
9.15000e+02	3.60100e+00	1.78255e-03
9.20000e+02	3.59800e+00	1.67870e-03
9.25000e+02	3.59750e+00	1.57720e-03
9.30000e+02	3.59700e+00	1.47570e-03
9.35000e+02	3.59350e+00	1.39090e-03
9.40000e+02	3.59000e+00	1.30610e-03
9.45000e+02	3.58700e+00	1.22270e-03
9.50000e+02	3.58400e+00	1.13930e-03
9.55000e+02	3.58400e+00	1.06087e-03
9.60000e+02	3.58400e+00	9.82430e-04
9.65000e+02	3.58100e+00	9.11515e-04
9.70000e+02	3.57800e+00	8.40600e-04
9.75000e+02	3.58000e+00	7.76970e-04
9.80000e+02	3.58200e+00	7.13340e-04
9.85000e+02	3.58050e+00	6.54860e-04
9.90000e+02	3.57900e+00	5.96380e-04
9.95000e+02	3.57700e+00	5.43290e-04
1.00000e+03	3.57500e+00	4.90200e-04
1.00500e+03	3.57350e+00	4.43180e-04
1.01000e+03	3.57200e+00	3.96160e-04
1.01500e+03	3.57000e+00	3.55265e-04
1.02000e+03	3.56800e+00	3.14370e-04
1.02500e+03	3.56650e+00	2.77425e-04
1.03000e+03	3.56500e+00	2.40480e-04
1.03500e+03	3.56350e+00	2.10035e-04
1.04000e+03	3.56200e+00	1.79590e-04
1.04500e+03	3.56050e+00	1.55010e-04
1.05000e+03	3.55900e+00	1.30430e-04
1.05500e+03	3.55750e+00	1.11440e-04
1.06000e+03	3.55600e+00	9.24500e-05
1.06500e+03	3.55450e+00	8.01350e-05
1.07000e+03	3.55300e+00	6.78200e-05
1.07500e+03	3.55100e+00	5.99940e-05
1.08000e+03	3.54900e+00	5.21680e-05
1.08500e+03	3.54800e+00	4.59690e-05
1.09000e+03	3.54700e+00	3.97700e-05
1.09500e+03	3.54600e+00	3.49935e-05
1.10000e+03	3.54500e+00	3.02170e-05
1.10500e+03	3.54350e+00	2.65650e-05
1.11000e+03	3.54200e+00	2.29130e-05
1.11500e+03	3.54100e+00	1.99905e-05
1.12000e+03	3.54000e+00	1.70680e-05
1.12500e+03	3.53850e+00	1.47250e-05
1.13000e+03	3.53700e+00	1.23820e-05
1.13500e+03	3.53550e+00	1.05015e-05
1.14000e+03	3.53400e+00	8.62100e-06
1.14500e+03	3.53350e+00	7.15430e-06
1.15000e+03	3.53300e+00	5.68760e-06
1.15500e+03	3.53150e+00	4.55755e-06
1.16000e+03	3.53000e+00	3.42750e-06
1.16500e+03	3.52850e+00	2.59640e-06
1.17000e+03	3.52700e+00	1.76530e-06
1.17500e+03	3.52650e+00	1.16046e-06
1.18000e+03	3.52600e+00	5.55610e-07
1.18500e+03	3.52500e+00	3.93570e-07
1.19000e+03	3.52400e+00	2.31530e-07
1.19500e+03	3.52300e+00	1.85285e-07
1.20000e+03	3.52200e+00	1.39040e-07
1.20500e+03	3.52100e+00	1.09951e-07
1.21000e+03	3.52000e+00	8.08630e-08
1.21500e+03	3.51900e+00	6.44015e-08
1.22000e+03	3.51800e+00	4.79400e-08
1.22500e+03	3.51750e+00	3.75360e-08
1.23000e+03	3.51700e+00	2.71320e-08
1.23500e+03	3.51600e+00	2.07250e-08
1.24000e+03	3.51500e+00	1.43180e-08
1.24500e+03	3.51400e+00	1.00989e-08
1.25000e+03	3.51300e+00	5.87980e-09
1.25500e+03	3.51250e+00	4.10750e-09
1.26000e+03	3.51200e+00	2.33520e-09
1.26500e+03	3.51050e+00	1.80330e-09
1.27000e+03	3.50900e+00	1.27140e-09
1.27500e+03	3.50900e+00	1.01212e-09
1.28000e+03	3.50900e+00	7.52840e-10
1.28500e+03	3.50750e+00	6.00415e-10
1.29000e+03	3.50600e+00	4.47990e-10
1.29500e+03	3.50550e+00	3.60135e-10
1.30000e+03	3.50500e+00	2.72280e-10
1.30500e+03	3.50400e+00	2.15420e-10
1.31000e+03	3.50300e+00	1.58560e-10
1.31500e+03	3.50250e+00	1.22878e-10
1.32000e+03	3.50200e+00	8.71960e-11
1.32500e+03	3.50150e+00	6.46175e-11
1.33000e+03	3.50100e+00	4.20390e-11
1.33500e+03	3.50050e+00	3.00835e-11
1.34000e+03	3.50000e+00	1.81280e-11
1.34500e+03	3.49950e+00	1.42780e-11
1.35000e+03	3.49900e+00	1.04280e-11
1.35500e+03	3.49800e+00	8.35955e-12
1.36000e+03	3.49700e+00	6.29110e-12
1.36500e+03	3.49650e+00	5.09705e-12
1.37000e+03	3.49600e+00	3.90300e-12
1.37500e+03	3.49600e+00	3.26985e-12
1.38000e+03	3.49600e+00	2.63670e-12
1.38500e+03	3.49600e+00	2.18720e-12
1.39000e+03	3.49600e+00	1.73770e-12
1.39500e+03	3.49450e+00	1.39025e-12
1.40000e+03	3.49300e+00	1.04280e-12
1.40500e+03	3.49250e+00	8.23510e-13
1.41000e+03	3.49200e+00	6.04220e-13
1.41500e+03	3.49200e+00	5.16585e-13
1.42000e+03	3.49200e+00	4.28950e-13
1.42500e+03	3.49100e+00	3.16380e-13
1.43000e+03	3.49000e+00	2.03810e-13
1.43500e+03	3.48900e+00	1.70830e-13
1.44000e+03	3.48800e+00	1.37850e-13
1.44500e+03	3.48750e+00	1.23430e-13
1.45000e+03	3.48700e+00	1.09010e-13
1.45500e+03	3.48639e+00	0.00000e+00
1.46000e+03	3.48588e+00	0.00000e+00
1.46500e+03	3.48539e+00	0.00000e+00
1.47000e+03	3.48490e+00	0.00000e+00
1.47500e+03	3.48441e+00	0.00000e+00
1.48000e+03	3.48393e+00	0.00000e+00
1.48500e+03	3.48346e+00	0.00000e+00
1.49000e+03	3.48299e+00	0.00000e+00
1.49500e+03	3.48252e+00	0.00000e+00
1.50000e+03	3.48206e+00	0.00000e+00
1.50500e+03	3.48161e+00	0.00000e+00
1.51000e+03	3.48116e+00	0.00000e+00
1.51500e+03	3.48071e+00	0.00000e+00
1.52000e+03	3.48027e+00	0.00000e+00
1.52500e+03	3.47984e+00	0.00000e+00
1.53000e+03	3.47940e+00	0.00000e+00
1.53500e+03	3.47898e+00	0.00000e+00
1.54000e+03	3.47856e+00	0.00000e+00
1.54500e+03	3.47814e+00	0.00000e+00
1.55000e+03	3.47772e+00	0.00000e+00
1.55500e+03	3.47731e+00	0.00000e+00
1.56000e+03	3.47691e+00	0.00000e+00
1.56500e+03	3.47651e+00	0.00000e+00
1.57000e+03	3.47611e+00	0.00000e+00
1.57500e+03	3.47572e+00	0.00000e+00
1.58000e+03	3.47533e+00	0.00000e+00
1.58500e+03	3.47494e+00	0.00000e+00
1.59000e+03	3.47456e+00	0.00000e+00
1.59500e+03	3.47418e+00	0.00000e+00
1.60000e+03	3.47381e+00	0.00000e+00
1.60500e+03	3.47344e+00	0.00000e+00
1.61000e+03	3.47307e+00	0.00000e+00
1.61500e+03	3.47271e+00	0.00000e+00
1.62000e+03	3.47235e+00	0.00000e+00
1.62500e+03	3.47200e+00	0.00000e+00
1.63000e+03	3.47164e+00	0.00000e+00
1.63500e+03	3.47129e+00	0.00000e+00
1.64000e+03	3.47095e+00	0.00000e+00
1.64500e+03	3.47061e+00	0.00000e+00
1.65000e+03	3.47027e+00	0.00000e+00
1.65500e+03	3.46993e+00	0.00000e+00
1.66000e+03	3.46960e+00	0.00000e+00
1.66500e+03	3.46927e+00	0.00000e+00
1.67000e+03	3.46894e+00	0.00000e+00
1.67500e+03	3.46862e+00	0.00000e+00
1.68000e+03	3.46830e+00	0.00000e+00
1.68500e+03	3.46798e+00	0.00000e+00
1.69000e+03	3.46767e+00	0.00000e+00
1.69500e+03	3.46736e+00	0.00000e+00
1.70000e+03	3.46705e+00	0.00000e+00
1.70500e+03	3.46674e+00	0.00000e+00
1.71000e+03	3.46644e+00	0.00000e+00
1.71500e+03	3.46614e+00	0.00000e+00
1.72000e+03	3.46584e+00	0.00000e+00
1.72500e+03	3.46555e+00	0.00000e+00
1.73000e+03	3.46525e+00	0.00000e+00
1.73500e+03	3.46496e+00	0.00000e+00
1.74000e+03	3.46468e+00	0.00000e+00
1.74500e+03	3.46439e+00	0.00000e+00
1.75000e+03	3.46411e+00	0.00000e+00
1.75500e+03	3.46383e+00	0.00000e+00
1.76000e+03	3.46355e+00	0.00000e+00
1.76500e+03	3.46328e+00	0.00000e+00
1.77000e+03	3.46301e+00	0.00000e+00
