Wavelength(nm)	n	k
3.00000e+02	1.73756e+00	0.00000e+00
3.20000e+02	1.72717e+00	0.00000e+00
3.40000e+02	1.71886e+00	0.00000e+00
3.60000e+02	1.71210e+00	0.00000e+00
3.80000e+02	1.70652e+00	0.00000e+00
4.00000e+02	1.70185e+00	0.00000e+00
4.20000e+02	1.69791e+00	0.00000e+00
4.40000e+02	1.69454e+00	0.00000e+00
4.60000e+02	1.69164e+00	0.00000e+00
4.80000e+02	1.68912e+00	0.00000e+00
5.00000e+02	1.68691e+00	0.00000e+00
5.20000e+02	1.68496e+00	0.00000e+00
5.40000e+02	1.68324e+00	0.00000e+00
5.60000e+02	1.68169e+00	0.00000e+00
5.80000e+02	1.68031e+00	0.00000e+00
6.00000e+02	1.67906e+00	0.00000e+00
6.20000e+02	1.67792e+00	0.00000e+00
6.40000e+02	1.67689e+00	0.00000e+00
6.60000e+02	1.67594e+00	0.00000e+00
6.80000e+02	1.67507e+00	0.00000e+00
7.00000e+02	1.67427e+00	0.00000e+00
7.20000e+02	1.67353e+00	0.00000e+00
7.40000e+02	1.67283e+00	0.00000e+00
7.60000e+02	1.67219e+00	0.00000e+00
7.80000e+02	1.67158e+00	0.00000e+00
8.00000e+02	1.67101e+00	0.00000e+00
8.20000e+02	1.67047e+00	0.00000e+00
8.40000e+02	1.66996e+00	0.00000e+00
8.60000e+02	1.66948e+00	0.00000e+00
8.80000e+02	1.66902e+00	0.00000e+00
9.00000e+02	1.66858e+00	0.00000e+00
9.20000e+02	1.66816e+00	0.00000e+00
9.40000e+02	1.66776e+00	0.00000e+00
9.60000e+02	1.66737e+00	0.00000e+00
9.80000e+02	1.66699e+00	0.00000e+00
1.00000e+03	1.66663e+00	0.00000e+00
1.02000e+03	1.66628e+00	0.00000e+00
1.04000e+03	1.66594e+00	0.00000e+00
1.06000e+03	1.66561e+00	0.00000e+00
1.08000e+03	1.66528e+00	0.00000e+00
1.10000e+03	1.66496e+00	0.00000e+00
1.12000e+03	1.66465e+00	0.00000e+00
1.14000e+03	1.66435e+00	0.00000e+00
1.16000e+03	1.66405e+00	0.00000e+00
1.18000e+03	1.66376e+00	0.00000e+00
1.20000e+03	1.66347e+00	0.00000e+00
1.22000e+03	1.66318e+00	0.00000e+00
1.24000e+03	1.66290e+00	0.00000e+00
1.26000e+03	1.66262e+00	0.00000e+00
1.28000e+03	1.66234e+00	0.00000e+00
1.30000e+03	1.66207e+00	0.00000e+00
1.32000e+03	1.66180e+00	0.00000e+00
1.34000e+03	1.66152e+00	0.00000e+00
1.36000e+03	1.66125e+00	0.00000e+00
1.38000e+03	1.66099e+00	0.00000e+00
1.40000e+03	1.66072e+00	0.00000e+00
1.42000e+03	1.66045e+00	0.00000e+00
1.44000e+03	1.66019e+00	0.00000e+00
1.46000e+03	1.65992e+00	0.00000e+00
1.48000e+03	1.65965e+00	0.00000e+00
1.50000e+03	1.65939e+00	0.00000e+00
1.52000e+03	1.65912e+00	0.00000e+00
1.54000e+03	1.65886e+00	0.00000e+00
1.56000e+03	1.65859e+00	0.00000e+00
1.58000e+03	1.65832e+00	0.00000e+00
1.60000e+03	1.65805e+00	0.00000e+00
1.62000e+03	1.65778e+00	0.00000e+00
1.64000e+03	1.65751e+00	0.00000e+00
1.66000e+03	1.65724e+00	0.00000e+00
1.68000e+03	1.65697e+00	0.00000e+00
1.70000e+03	1.65670e+00	0.00000e+00
1.72000e+03	1.65642e+00	0.00000e+00
1.74000e+03	1.65615e+00	0.00000e+00
1.76000e+03	1.65587e+00	0.00000e+00
1.78000e+03	1.65559e+00	0.00000e+00
1.80000e+03	1.65531e+00	0.00000e+00
1.82000e+03	1.65503e+00	0.00000e+00
1.84000e+03	1.65475e+00	0.00000e+00
1.86000e+03	1.65446e+00	0.00000e+00
1.88000e+03	1.65418e+00	0.00000e+00
1.90000e+03	1.65389e+00	0.00000e+00
1.92000e+03	1.65360e+00	0.00000e+00
1.94000e+03	1.65330e+00	0.00000e+00
1.96000e+03	1.65301e+00	0.00000e+00
1.98000e+03	1.65271e+00	0.00000e+00
2.00000e+03	1.65241e+00	0.00000e+00
2.02000e+03	1.65211e+00	0.00000e+00
2.04000e+03	1.65181e+00	0.00000e+00
2.06000e+03	1.65150e+00	0.00000e+00
2.08000e+03	1.65120e+00	0.00000e+00
2.10000e+03	1.65089e+00	0.00000e+00
2.12000e+03	1.65057e+00	0.00000e+00
2.14000e+03	1.65026e+00	0.00000e+00
2.16000e+03	1.64994e+00	0.00000e+00
2.18000e+03	1.64962e+00	0.00000e+00
2.20000e+03	1.64930e+00	0.00000e+00
2.22000e+03	1.64898e+00	0.00000e+00
2.24000e+03	1.64865e+00	0.00000e+00
2.26000e+03	1.64832e+00	0.00000e+00
2.28000e+03	1.64799e+00	0.00000e+00
2.30000e+03	1.64765e+00	0.00000e+00
2.31880e+03	1.64733e+00	0.00000e+00
2.33980e+03	1.64698e+00	0.00000e+00
2.35680e+03	1.64669e+00	0.00000e+00
2.37840e+03	1.64632e+00	0.00000e+00
2.39600e+03	1.64601e+00	0.00000e+00
2.41830e+03	1.64562e+00	0.00000e+00
2.43650e+03	1.64530e+00	0.00000e+00
2.45960e+03	1.64489e+00	0.00000e+00
2.47840e+03	1.64455e+00	0.00000e+00
2.49750e+03	1.64420e+00	0.00000e+00
2.51690e+03	1.64385e+00	0.00000e+00
2.53660e+03	1.64349e+00	0.00000e+00
2.55670e+03	1.64312e+00	0.00000e+00
2.57700e+03	1.64274e+00	0.00000e+00
2.59760e+03	1.64235e+00	0.00000e+00
2.61860e+03	1.64195e+00	0.00000e+00
2.64000e+03	1.64155e+00	0.00000e+00
2.65620e+03	1.64123e+00	0.00000e+00
2.67820e+03	1.64081e+00	0.00000e+00
2.69490e+03	1.64048e+00	0.00000e+00
2.71750e+03	1.64004e+00	0.00000e+00
2.73470e+03	1.63970e+00	0.00000e+00
2.75790e+03	1.63923e+00	0.00000e+00
2.77560e+03	1.63887e+00	0.00000e+00
2.79960e+03	1.63839e+00	0.00000e+00
2.81790e+03	1.63801e+00	0.00000e+00
2.83640e+03	1.63763e+00	0.00000e+00
2.85510e+03	1.63724e+00	0.00000e+00
2.87410e+03	1.63685e+00	0.00000e+00
2.89980e+03	1.63630e+00	0.00000e+00
2.91940e+03	1.63589e+00	0.00000e+00
2.93930e+03	1.63546e+00	0.00000e+00
2.95940e+03	1.63503e+00	0.00000e+00
2.97980e+03	1.63458e+00	0.00000e+00
2.99360e+03	1.63428e+00	0.00000e+00
