Wavelength(nm)	n	k
1.87900e+02	1.28000e+00	1.18800e+00
1.91600e+02	1.32000e+00	1.20300e+00
1.95300e+02	1.34000e+00	1.22600e+00
1.99300e+02	1.33000e+00	1.25100e+00
2.03300e+02	1.33000e+00	1.27700e+00
2.07300e+02	1.30000e+00	1.30400e+00
2.11900e+02	1.30000e+00	1.35000e+00
2.16400e+02	1.30000e+00	1.38700e+00
2.21400e+02	1.30000e+00	1.42700e+00
2.26200e+02	1.31000e+00	1.46000e+00
2.31300e+02	1.30000e+00	1.49700e+00
2.37100e+02	1.32000e+00	1.53600e+00
2.42600e+02	1.32000e+00	1.57700e+00
2.49000e+02	1.33000e+00	1.63100e+00
2.55100e+02	1.33000e+00	1.68800e+00
2.61600e+02	1.35000e+00	1.74900e+00
2.68900e+02	1.38000e+00	1.80300e+00
2.76100e+02	1.43000e+00	1.84700e+00
2.84400e+02	1.47000e+00	1.86900e+00
2.92400e+02	1.49000e+00	1.87800e+00
3.00900e+02	1.53000e+00	1.88900e+00
3.10700e+02	1.53000e+00	1.89300e+00
3.20400e+02	1.54000e+00	1.89800e+00
3.31500e+02	1.48000e+00	1.88300e+00
3.42500e+02	1.48000e+00	1.87100e+00
3.54200e+02	1.50000e+00	1.86600e+00
3.67900e+02	1.48000e+00	1.89500e+00
3.81500e+02	1.46000e+00	1.93300e+00
3.97400e+02	1.47000e+00	1.95200e+00
4.13300e+02	1.46000e+00	1.95800e+00
4.30500e+02	1.45000e+00	1.94800e+00
4.50900e+02	1.38000e+00	1.91400e+00
4.71400e+02	1.31000e+00	1.84900e+00
4.95900e+02	1.04000e+00	1.83300e+00
5.20900e+02	6.20000e-01	2.08100e+00
5.48600e+02	4.30000e-01	2.45500e+00
5.82100e+02	2.90000e-01	2.86300e+00
6.16800e+02	2.10000e-01	3.27200e+00
6.59500e+02	1.40000e-01	3.69700e+00
7.04500e+02	1.30000e-01	4.10300e+00
7.56000e+02	1.40000e-01	4.54200e+00
8.21100e+02	1.60000e-01	5.08300e+00
8.92000e+02	1.70000e-01	5.66300e+00
9.84000e+02	2.20000e-01	6.35000e+00
1.08800e+03	2.70000e-01	7.15000e+00
1.21600e+03	3.50000e-01	8.14500e+00
1.39300e+03	4.30000e-01	9.51900e+00
1.61000e+03	5.60000e-01	1.12100e+01
1.93700e+03	9.20000e-01	1.37800e+01
