Wavelength(nm)	n	k
3.00000e+02	2.80998e+00	5.92784e-01
3.01000e+02	2.81342e+00	5.77750e-01
3.02000e+02	2.81645e+00	5.62667e-01
3.03000e+02	2.81907e+00	5.47550e-01
3.04000e+02	2.82127e+00	5.32415e-01
3.05000e+02	2.82307e+00	5.17277e-01
3.06000e+02	2.82445e+00	5.02151e-01
3.07000e+02	2.82542e+00	4.87053e-01
3.08000e+02	2.82599e+00	4.71999e-01
3.09000e+02	2.82615e+00	4.57002e-01
3.10000e+02	2.82591e+00	4.42080e-01
3.11000e+02	2.82527e+00	4.27245e-01
3.12000e+02	2.82424e+00	4.12513e-01
3.13000e+02	2.82282e+00	3.97898e-01
3.14000e+02	2.82102e+00	3.83415e-01
3.15000e+02	2.81885e+00	3.69075e-01
3.16000e+02	2.81630e+00	3.54894e-01
3.17000e+02	2.81340e+00	3.40882e-01
3.18000e+02	2.81014e+00	3.27054e-01
3.19000e+02	2.80655e+00	3.13421e-01
3.20000e+02	2.80261e+00	2.99994e-01
3.21000e+02	2.79836e+00	2.86784e-01
3.22000e+02	2.79379e+00	2.73802e-01
3.23000e+02	2.78891e+00	2.61057e-01
3.24000e+02	2.78374e+00	2.48560e-01
3.25000e+02	2.77829e+00	2.36318e-01
3.26000e+02	2.77257e+00	2.24341e-01
3.27000e+02	2.76658e+00	2.12636e-01
3.28000e+02	2.76035e+00	2.01211e-01
3.29000e+02	2.75389e+00	1.90071e-01
3.30000e+02	2.74719e+00	1.79225e-01
3.31000e+02	2.74029e+00	1.68676e-01
3.32000e+02	2.73319e+00	1.58431e-01
3.33000e+02	2.72590e+00	1.48493e-01
3.34000e+02	2.71843e+00	1.38869e-01
3.35000e+02	2.71080e+00	1.29560e-01
3.36000e+02	2.70302e+00	1.20570e-01
3.37000e+02	2.69511e+00	1.11903e-01
3.38000e+02	2.68707e+00	1.03560e-01
3.39000e+02	2.67891e+00	9.55440e-02
3.40000e+02	2.67065e+00	8.78550e-02
3.41000e+02	2.66231e+00	8.04960e-02
3.42000e+02	2.65389e+00	7.34660e-02
3.43000e+02	2.64541e+00	6.67670e-02
3.44000e+02	2.63687e+00	6.03980e-02
3.45000e+02	2.62830e+00	5.43590e-02
3.46000e+02	2.61970e+00	4.86500e-02
3.47000e+02	2.61108e+00	4.32690e-02
3.48000e+02	2.60246e+00	3.82160e-02
3.49000e+02	2.59386e+00	3.34880e-02
3.50000e+02	2.58527e+00	2.90850e-02
3.51000e+02	2.57672e+00	2.50040e-02
3.52000e+02	2.56822e+00	2.12430e-02
3.53000e+02	2.55977e+00	1.78000e-02
3.54000e+02	2.55140e+00	1.46720e-02
