Wavelength(nm)	n	k
1.16000e+03	1.48900e-01	8.08200e+00
1.17000e+03	1.51300e-01	8.15500e+00
1.18000e+03	1.53700e-01	8.22800e+00
1.19000e+03	1.56100e-01	8.30000e+00
1.20000e+03	1.58500e-01	8.37300e+00
1.21000e+03	1.61000e-01	8.44600e+00
1.22000e+03	1.63500e-01	8.51800e+00
1.23000e+03	1.66000e-01	8.59100e+00
1.24000e+03	1.68600e-01	8.66400e+00
1.25000e+03	1.71100e-01	8.73600e+00
1.26000e+03	1.73700e-01	8.80900e+00
1.26800e+03	1.75900e-01	8.86900e+00
1.27000e+03	1.76300e-01	8.88100e+00
1.27800e+03	1.78500e-01	8.94200e+00
1.28000e+03	1.79000e-01	8.95400e+00
1.28800e+03	1.81200e-01	9.01500e+00
1.29000e+03	1.81600e-01	9.02600e+00
1.29900e+03	1.84000e-01	9.09000e+00
1.30000e+03	1.84300e-01	9.09900e+00
1.30900e+03	1.86800e-01	9.16600e+00
1.31000e+03	1.87000e-01	9.17100e+00
1.32000e+03	1.89700e-01	9.24300e+00
1.32000e+03	1.89700e-01	9.24300e+00
1.32800e+03	1.91900e-01	9.30200e+00
1.33000e+03	1.92400e-01	9.31600e+00
1.33900e+03	1.94900e-01	9.38100e+00
1.34000e+03	1.95200e-01	9.38800e+00
1.34700e+03	1.97300e-01	9.44200e+00
1.35000e+03	1.98000e-01	9.46000e+00
1.35900e+03	2.00400e-01	9.52400e+00
1.36700e+03	2.02900e-01	9.58600e+00
1.37900e+03	2.06200e-01	9.67000e+00
1.38800e+03	2.08700e-01	9.73400e+00
1.40000e+03	2.12200e-01	9.82000e+00
1.40900e+03	2.14800e-01	9.88600e+00
1.41800e+03	2.17600e-01	9.95300e+00
1.42700e+03	2.20300e-01	1.00200e+01
1.43000e+03	2.21000e-01	1.00400e+01
1.43700e+03	2.23100e-01	1.00900e+01
1.44000e+03	2.24000e-01	1.01100e+01
1.45000e+03	2.27000e-01	1.01800e+01
1.45000e+03	2.27000e-01	1.01800e+01
1.46000e+03	2.30000e-01	1.02500e+01
1.46000e+03	2.30100e-01	1.02600e+01
1.46900e+03	2.33000e-01	1.03200e+01
1.47000e+03	2.33100e-01	1.03300e+01
1.48000e+03	2.36100e-01	1.04000e+01
1.48000e+03	2.36200e-01	1.04000e+01
1.49000e+03	2.39200e-01	1.04700e+01
1.49000e+03	2.39300e-01	1.04700e+01
1.49700e+03	2.41400e-01	1.05200e+01
1.50000e+03	2.42400e-01	1.05400e+01
1.50700e+03	2.44600e-01	1.06000e+01
1.51000e+03	2.45500e-01	1.06200e+01
1.51800e+03	2.48000e-01	1.06700e+01
1.52000e+03	2.48700e-01	1.06900e+01
1.52800e+03	2.51400e-01	1.07500e+01
1.53000e+03	2.51800e-01	1.07600e+01
1.53900e+03	2.54900e-01	1.08300e+01
1.54000e+03	2.55000e-01	1.08300e+01
1.54700e+03	2.57200e-01	1.08800e+01
1.55000e+03	2.58200e-01	1.09000e+01
1.55800e+03	2.60800e-01	1.09600e+01
1.56000e+03	2.61500e-01	1.09800e+01
1.56900e+03	2.64500e-01	1.10400e+01
1.57000e+03	2.64700e-01	1.10500e+01
1.57700e+03	2.67000e-01	1.11000e+01
1.58000e+03	2.68000e-01	1.11200e+01
1.58800e+03	2.70800e-01	1.11800e+01
1.59000e+03	2.71300e-01	1.11900e+01
1.59600e+03	2.73400e-01	1.12400e+01
1.60000e+03	2.74700e-01	1.12600e+01
1.60800e+03	2.77400e-01	1.13200e+01
1.61000e+03	2.78000e-01	1.13400e+01
1.61600e+03	2.80100e-01	1.13800e+01
1.62000e+03	2.81400e-01	1.14100e+01
1.62800e+03	2.84200e-01	1.14700e+01
1.63000e+03	2.84800e-01	1.14800e+01
1.63600e+03	2.87000e-01	1.15300e+01
1.64000e+03	2.88200e-01	1.15500e+01
1.64900e+03	2.91300e-01	1.16200e+01
1.65000e+03	2.91600e-01	1.16200e+01
1.65700e+03	2.94200e-01	1.16800e+01
1.66000e+03	2.95100e-01	1.16900e+01
1.66600e+03	2.97200e-01	1.17400e+01
1.67000e+03	2.98500e-01	1.17700e+01
1.67900e+03	3.01700e-01	1.18300e+01
1.68000e+03	3.02000e-01	1.18400e+01
1.68800e+03	3.04800e-01	1.18900e+01
1.69000e+03	3.05600e-01	1.19100e+01
1.69600e+03	3.07900e-01	1.19600e+01
1.70000e+03	3.09100e-01	1.19800e+01
1.70500e+03	3.11100e-01	1.20200e+01
1.71000e+03	3.12700e-01	1.20500e+01
1.71900e+03	3.15900e-01	1.21200e+01
1.72000e+03	3.16200e-01	1.21300e+01
1.72800e+03	3.19200e-01	1.21800e+01
1.73000e+03	3.19800e-01	1.22000e+01
1.73700e+03	3.22600e-01	1.22500e+01
1.74000e+03	3.23500e-01	1.22700e+01
1.74700e+03	3.26000e-01	1.23200e+01
1.75000e+03	3.27100e-01	1.23400e+01
1.75600e+03	3.29500e-01	1.23900e+01
1.76000e+03	3.30800e-01	1.24100e+01
1.76600e+03	3.33000e-01	1.24600e+01
1.77000e+03	3.34500e-01	1.24800e+01
1.77500e+03	3.36600e-01	1.25200e+01
1.78000e+03	3.38200e-01	1.25600e+01
1.78500e+03	3.40200e-01	1.25900e+01
1.79000e+03	3.41900e-01	1.26300e+01
1.79500e+03	3.43900e-01	1.26700e+01
1.80000e+03	3.45700e-01	1.27000e+01
1.80500e+03	3.47700e-01	1.27400e+01
1.81000e+03	3.49400e-01	1.27700e+01
1.81500e+03	3.51500e-01	1.28100e+01
1.82000e+03	3.53200e-01	1.28400e+01
1.82500e+03	3.55400e-01	1.28800e+01
1.83000e+03	3.57000e-01	1.29100e+01
1.83600e+03	3.59300e-01	1.29600e+01
1.84000e+03	3.60900e-01	1.29900e+01
1.84600e+03	3.63400e-01	1.30300e+01
1.85000e+03	3.64700e-01	1.30600e+01
1.85700e+03	3.67500e-01	1.31100e+01
1.86000e+03	3.68600e-01	1.31300e+01
1.86800e+03	3.71600e-01	1.31800e+01
1.87000e+03	3.72500e-01	1.32000e+01
1.87800e+03	3.75900e-01	1.32600e+01
1.88000e+03	3.76400e-01	1.32700e+01
1.88900e+03	3.80200e-01	1.33400e+01
1.89000e+03	3.80400e-01	1.33400e+01
1.89500e+03	3.82400e-01	1.33800e+01
1.90000e+03	3.84300e-01	1.34200e+01
1.90600e+03	3.86800e-01	1.34600e+01
1.91000e+03	3.88300e-01	1.34900e+01
1.91700e+03	3.91300e-01	1.35400e+01
1.92000e+03	3.92300e-01	1.35600e+01
1.92900e+03	3.95900e-01	1.36200e+01
1.93000e+03	3.96400e-01	1.36300e+01
1.93400e+03	3.98200e-01	1.36600e+01
1.94000e+03	4.00400e-01	1.37000e+01
1.94600e+03	4.03000e-01	1.37500e+01
1.95000e+03	4.04500e-01	1.37700e+01
1.95800e+03	4.07800e-01	1.38300e+01
1.96000e+03	4.08600e-01	1.38400e+01
1.97000e+03	4.12700e-01	1.39200e+01
1.97000e+03	4.12700e-01	1.39200e+01
1.97600e+03	4.15100e-01	1.39600e+01
1.98000e+03	4.16800e-01	1.39900e+01
1.98800e+03	4.20200e-01	1.40500e+01
1.99000e+03	4.21000e-01	1.40600e+01
1.99400e+03	4.22700e-01	1.40900e+01
2.00000e+03	4.25100e-01	1.41300e+01
2.00600e+03	4.27900e-01	1.41800e+01
2.01900e+03	4.33100e-01	1.42700e+01
2.02500e+03	4.35800e-01	1.43100e+01
2.03800e+03	4.41200e-01	1.44000e+01
2.04400e+03	4.44000e-01	1.44500e+01
2.05700e+03	4.49500e-01	1.45400e+01
2.06400e+03	4.52400e-01	1.45900e+01
2.07700e+03	4.58100e-01	1.46800e+01
2.08400e+03	4.61000e-01	1.47300e+01
2.09700e+03	4.66900e-01	1.48300e+01
2.10400e+03	4.69900e-01	1.48800e+01
2.11800e+03	4.76000e-01	1.49700e+01
2.12500e+03	4.79100e-01	1.50200e+01
2.13900e+03	4.85300e-01	1.51200e+01
2.14600e+03	4.88500e-01	1.51700e+01
2.15300e+03	4.91700e-01	1.52300e+01
2.16700e+03	4.98200e-01	1.53300e+01
2.17500e+03	5.01500e-01	1.53800e+01
2.18900e+03	5.08200e-01	1.54800e+01
2.19700e+03	5.11600e-01	1.55400e+01
2.20400e+03	5.15100e-01	1.55900e+01
2.21900e+03	5.22100e-01	1.57000e+01
2.22700e+03	5.25600e-01	1.57500e+01
2.23500e+03	5.29200e-01	1.58100e+01
2.24200e+03	5.32800e-01	1.58600e+01
2.25800e+03	5.40200e-01	1.59700e+01
2.26600e+03	5.43900e-01	1.60300e+01
2.27400e+03	5.47700e-01	1.60900e+01
2.28200e+03	5.51500e-01	1.61400e+01
2.29800e+03	5.59300e-01	1.62600e+01
2.30600e+03	5.63200e-01	1.63200e+01
2.31400e+03	5.67200e-01	1.63800e+01
2.32300e+03	5.71200e-01	1.64400e+01
2.33900e+03	5.79400e-01	1.65600e+01
2.34800e+03	5.83500e-01	1.66200e+01
2.35600e+03	5.87700e-01	1.66800e+01
2.36500e+03	5.92000e-01	1.67400e+01
2.37400e+03	5.96300e-01	1.68000e+01
2.38200e+03	6.00600e-01	1.68600e+01
2.39100e+03	6.05000e-01	1.69200e+01
2.40900e+03	6.13900e-01	1.70500e+01
2.41800e+03	6.18500e-01	1.71200e+01
2.42700e+03	6.23100e-01	1.71800e+01
2.43600e+03	6.27700e-01	1.72400e+01
2.44500e+03	6.32400e-01	1.73100e+01
2.45500e+03	6.37200e-01	1.73800e+01
2.46400e+03	6.42000e-01	1.74400e+01
2.47300e+03	6.46800e-01	1.75100e+01
2.48300e+03	6.51700e-01	1.75800e+01
2.49200e+03	6.56700e-01	1.76500e+01
2.50200e+03	6.61700e-01	1.77100e+01
2.51200e+03	6.66800e-01	1.77800e+01
2.52200e+03	6.72000e-01	1.78500e+01
2.53100e+03	6.77200e-01	1.79200e+01
2.54100e+03	6.82400e-01	1.79900e+01
2.55100e+03	6.87800e-01	1.80600e+01
2.56100e+03	6.93100e-01	1.81400e+01
2.57200e+03	6.98600e-01	1.82100e+01
2.58200e+03	7.04100e-01	1.82800e+01
2.59200e+03	7.09700e-01	1.83500e+01
2.60300e+03	7.15400e-01	1.84300e+01
2.61300e+03	7.21100e-01	1.85000e+01
2.62400e+03	7.26900e-01	1.85800e+01
2.63400e+03	7.32700e-01	1.86500e+01
2.64500e+03	7.38700e-01	1.87300e+01
2.65600e+03	7.44700e-01	1.88100e+01
2.66700e+03	7.50800e-01	1.88900e+01
2.67800e+03	7.56900e-01	1.89600e+01
2.68900e+03	7.63100e-01	1.90400e+01
2.70000e+03	7.69500e-01	1.91200e+01
2.71100e+03	7.75800e-01	1.92000e+01
2.72300e+03	7.82300e-01	1.92800e+01
2.73400e+03	7.88900e-01	1.93600e+01
2.74600e+03	7.95500e-01	1.94500e+01
2.75800e+03	8.02200e-01	1.95300e+01
2.76900e+03	8.09000e-01	1.96100e+01
2.78100e+03	8.15900e-01	1.97000e+01
2.79300e+03	8.22900e-01	1.97800e+01
2.80500e+03	8.30000e-01	1.98700e+01
2.81700e+03	8.37100e-01	1.99600e+01
2.83000e+03	8.44400e-01	2.00400e+01
2.84200e+03	8.51700e-01	2.01300e+01
2.85500e+03	8.59200e-01	2.02200e+01
2.86700e+03	8.66700e-01	2.03100e+01
2.88000e+03	8.74400e-01	2.04000e+01
2.89300e+03	8.82100e-01	2.04900e+01
2.90600e+03	8.90000e-01	2.05800e+01
2.91900e+03	8.97900e-01	2.06800e+01
2.93200e+03	9.06000e-01	2.07700e+01
2.94600e+03	9.14200e-01	2.08600e+01
2.95900e+03	9.22500e-01	2.09600e+01
2.97300e+03	9.30900e-01	2.10600e+01
2.98600e+03	9.39400e-01	2.11500e+01
3.00000e+03	9.48000e-01	2.12500e+01
3.01400e+03	9.56800e-01	2.13500e+01
3.02800e+03	9.65700e-01	2.14500e+01
3.04200e+03	9.74700e-01	2.15500e+01
3.05700e+03	9.83800e-01	2.16500e+01
3.07100e+03	9.93100e-01	2.17500e+01
3.08600e+03	1.00300e+00	2.18600e+01
3.10100e+03	1.01200e+00	2.19600e+01
3.11600e+03	1.02200e+00	2.20700e+01
3.13100e+03	1.03100e+00	2.21700e+01
3.14600e+03	1.04100e+00	2.22800e+01
3.16100e+03	1.05200e+00	2.23900e+01
3.17700e+03	1.06200e+00	2.25000e+01
3.19200e+03	1.07200e+00	2.26100e+01
3.20800e+03	1.08300e+00	2.27200e+01
3.22400e+03	1.09300e+00	2.28400e+01
3.24000e+03	1.10400e+00	2.29500e+01
3.25600e+03	1.11500e+00	2.30700e+01
3.27300e+03	1.12600e+00	2.31800e+01
3.28900e+03	1.13800e+00	2.33000e+01
3.30600e+03	1.14900e+00	2.34200e+01
3.32300e+03	1.16100e+00	2.35400e+01
3.34000e+03	1.17300e+00	2.36600e+01
3.35800e+03	1.18500e+00	2.37800e+01
3.37500e+03	1.19700e+00	2.39000e+01
3.39300e+03	1.21000e+00	2.40300e+01
3.41100e+03	1.22200e+00	2.41600e+01
3.42900e+03	1.23500e+00	2.42800e+01
3.44700e+03	1.24800e+00	2.44100e+01
3.46500e+03	1.26200e+00	2.45400e+01
3.48400e+03	1.27500e+00	2.46700e+01
3.50300e+03	1.28900e+00	2.48100e+01
3.52200e+03	1.30300e+00	2.49400e+01
3.54100e+03	1.31700e+00	2.50800e+01
3.56100e+03	1.33100e+00	2.52100e+01
3.58000e+03	1.34600e+00	2.53500e+01
3.60000e+03	1.36100e+00	2.54900e+01
3.62000e+03	1.37600e+00	2.56300e+01
3.64100e+03	1.39100e+00	2.57800e+01
3.66100e+03	1.40700e+00	2.59200e+01
3.68200e+03	1.42200e+00	2.60700e+01
3.70300e+03	1.43900e+00	2.62200e+01
3.72400e+03	1.45500e+00	2.63700e+01
3.74600e+03	1.47200e+00	2.65200e+01
3.76800e+03	1.48900e+00	2.66700e+01
3.79000e+03	1.50600e+00	2.68300e+01
3.81200e+03	1.52400e+00	2.69800e+01
3.83400e+03	1.54100e+00	2.71400e+01
3.85700e+03	1.56000e+00	2.73000e+01
3.88000e+03	1.57800e+00	2.74700e+01
3.90400e+03	1.59700e+00	2.76300e+01
3.92700e+03	1.61600e+00	2.78000e+01
3.95100e+03	1.63600e+00	2.79700e+01
3.97600e+03	1.65600e+00	2.81400e+01
4.00000e+03	1.67600e+00	2.83100e+01
4.02500e+03	1.69700e+00	2.84800e+01
4.05000e+03	1.71800e+00	2.86600e+01
4.07600e+03	1.73900e+00	2.88400e+01
4.10100e+03	1.76100e+00	2.90200e+01
4.12800e+03	1.78300e+00	2.92000e+01
4.15400e+03	1.80600e+00	2.93900e+01
4.18100e+03	1.82900e+00	2.95800e+01
4.20800e+03	1.85300e+00	2.97700e+01
4.23500e+03	1.87700e+00	2.99600e+01
4.26300e+03	1.90100e+00	3.01600e+01
4.29200e+03	1.92600e+00	3.03500e+01
4.32000e+03	1.95100e+00	3.05600e+01
4.34900e+03	1.97700e+00	3.07600e+01
4.37900e+03	2.00400e+00	3.09600e+01
4.40800e+03	2.03100e+00	3.11700e+01
4.43900e+03	2.05900e+00	3.13800e+01
4.46900e+03	2.08700e+00	3.16000e+01
4.50000e+03	2.11500e+00	3.18200e+01
4.53200e+03	2.14500e+00	3.20400e+01
4.56400e+03	2.17500e+00	3.22600e+01
4.59600e+03	2.20500e+00	3.24900e+01
4.62900e+03	2.23600e+00	3.27200e+01
4.66200e+03	2.26800e+00	3.29500e+01
4.69600e+03	2.30100e+00	3.31800e+01
4.73000e+03	2.33400e+00	3.34200e+01
4.76500e+03	2.36800e+00	3.36700e+01
4.80000e+03	2.40300e+00	3.39100e+01
4.83600e+03	2.43800e+00	3.41600e+01
4.87200e+03	2.47400e+00	3.44200e+01
4.90900e+03	2.51200e+00	3.46700e+01
4.94700e+03	2.55000e+00	3.49300e+01
4.98500e+03	2.58800e+00	3.52000e+01
5.02300e+03	2.62800e+00	3.54700e+01
5.06300e+03	2.66900e+00	3.57400e+01
5.10300e+03	2.71000e+00	3.60200e+01
5.14300e+03	2.75300e+00	3.63000e+01
5.18400e+03	2.79600e+00	3.65900e+01
5.22600e+03	2.84100e+00	3.68800e+01
5.26900e+03	2.88600e+00	3.71700e+01
5.31200e+03	2.93300e+00	3.74700e+01
5.35600e+03	2.98100e+00	3.77800e+01
5.40000e+03	3.03000e+00	3.80900e+01
5.44600e+03	3.08000e+00	3.84000e+01
5.49200e+03	3.13200e+00	3.87200e+01
5.53900e+03	3.18500e+00	3.90500e+01
5.58600e+03	3.23900e+00	3.93800e+01
5.63500e+03	3.29400e+00	3.97100e+01
5.68400e+03	3.35100e+00	4.00500e+01
5.73500e+03	3.41000e+00	4.04000e+01
5.78600e+03	3.47000e+00	4.07600e+01
5.83800e+03	3.53200e+00	4.11200e+01
5.89100e+03	3.59500e+00	4.14800e+01
5.94500e+03	3.66000e+00	4.18500e+01
6.00000e+03	3.72600e+00	4.22300e+01
6.05600e+03	3.79500e+00	4.26200e+01
6.11400e+03	3.86500e+00	4.30100e+01
6.17200e+03	3.93800e+00	4.34100e+01
6.23100e+03	4.01200e+00	4.38200e+01
6.29200e+03	4.08900e+00	4.42400e+01
6.35300e+03	4.16800e+00	4.46600e+01
6.41600e+03	4.24900e+00	4.50900e+01
6.48000e+03	4.33200e+00	4.55300e+01
6.54600e+03	4.41800e+00	4.59800e+01
6.61200e+03	4.50700e+00	4.64400e+01
6.68100e+03	4.59800e+00	4.69000e+01
6.75000e+03	4.69200e+00	4.73800e+01
6.82100e+03	4.78800e+00	4.78600e+01
6.89400e+03	4.88800e+00	4.83600e+01
6.96800e+03	4.99100e+00	4.88600e+01
7.04400e+03	5.09700e+00	4.93800e+01
7.12100e+03	5.20700e+00	4.99000e+01
7.20000e+03	5.32000e+00	5.04400e+01
7.28100e+03	5.43700e+00	5.09900e+01
7.36400e+03	5.55700e+00	5.15500e+01
7.44900e+03	5.68200e+00	5.21200e+01
7.53500e+03	5.81100e+00	5.27100e+01
7.62400e+03	5.94400e+00	5.33100e+01
7.71500e+03	6.08200e+00	5.39200e+01
7.80800e+03	6.22500e+00	5.45400e+01
7.90300e+03	6.37300e+00	5.51800e+01
8.00100e+03	6.52600e+00	5.58400e+01
8.10000e+03	6.68400e+00	5.65100e+01
8.20300e+03	6.84800e+00	5.72000e+01
8.30800e+03	7.01900e+00	5.79000e+01
8.41600e+03	7.19500e+00	5.86200e+01
8.52700e+03	7.37900e+00	5.93600e+01
8.64100e+03	7.56900e+00	6.01100e+01
8.75700e+03	7.76700e+00	6.08900e+01
8.87700e+03	7.97200e+00	6.16800e+01
9.00100e+03	8.18600e+00	6.25000e+01
9.12700e+03	8.40800e+00	6.33300e+01
9.25700e+03	8.63900e+00	6.41900e+01
9.39200e+03	8.88000e+00	6.50700e+01
9.53000e+03	9.13100e+00	6.59800e+01
9.67200e+03	9.39300e+00	6.69100e+01
9.81900e+03	9.66500e+00	6.78700e+01
9.97000e+03	9.95000e+00	6.88500e+01
1.01300e+04	1.02500e+01	6.98600e+01
1.02900e+04	1.05600e+01	7.09000e+01
1.04500e+04	1.08800e+01	7.19700e+01
1.06200e+04	1.12200e+01	7.30700e+01
1.08000e+04	1.15800e+01	7.42100e+01
1.09800e+04	1.19500e+01	7.53800e+01
1.11700e+04	1.23400e+01	7.65800e+01
1.13700e+04	1.27500e+01	7.78300e+01
1.15700e+04	1.31800e+01	7.91100e+01
1.17800e+04	1.36300e+01	8.04300e+01
1.20000e+04	1.41000e+01	8.18000e+01
1.22300e+04	1.46000e+01	8.32100e+01
1.24600e+04	1.51200e+01	8.46700e+01
1.27100e+04	1.56700e+01	8.61800e+01
1.29600e+04	1.62500e+01	8.77400e+01
1.32300e+04	1.68700e+01	8.93600e+01
1.35000e+04	1.75200e+01	9.10300e+01
1.37900e+04	1.82000e+01	9.27700e+01
1.40900e+04	1.89300e+01	9.45700e+01
1.44000e+04	1.97000e+01	9.64300e+01
1.47300e+04	2.05100e+01	9.83700e+01
1.50700e+04	2.13700e+01	1.00400e+02
1.54300e+04	2.22900e+01	1.02500e+02
1.58100e+04	2.32700e+01	1.04600e+02
1.62000e+04	2.43100e+01	1.06900e+02
1.66200e+04	2.54100e+01	1.09300e+02
1.70500e+04	2.65900e+01	1.11700e+02
1.75100e+04	2.78500e+01	1.14300e+02
1.80000e+04	2.92000e+01	1.16900e+02
1.85200e+04	3.06500e+01	1.19700e+02
1.90600e+04	3.22000e+01	1.22600e+02
1.96400e+04	3.38600e+01	1.25600e+02
2.02500e+04	3.56500e+01	1.28800e+02
2.09000e+04	3.75700e+01	1.32100e+02
2.16000e+04	3.96500e+01	1.35600e+02
2.23500e+04	4.18900e+01	1.39300e+02
2.31400e+04	4.43100e+01	1.43100e+02
2.40000e+04	4.69400e+01	1.47100e+02
2.49200e+04	4.97900e+01	1.51400e+02
