Wavelength(nm)	n	k
9210.000000	1.879686	2.487876
9310.000000	2.248153	2.144961
9410.000000	2.493818	1.887771
9510.000000	2.743468	1.621550
9610.000000	2.925303	1.296408
9710.000000	2.980178	0.967737
9810.000000	2.919283	0.690365
9910.000000	2.788754	0.490383
10010.000000	2.637394	0.365522
10110.000000	2.499796	0.297756
10210.000000	2.387966	0.263547
10310.000000	2.303692	0.245638
10410.000000	2.239781	0.233338
10510.000000	2.188605	0.221835
10610.000000	2.145957	0.209983
10710.000000	2.107718	0.197601
10810.000000	2.071622	0.185157
10910.000000	2.036365	0.173323
11010.000000	2.000795	0.162844
11110.000000	1.964343	0.154588
11210.000000	1.927115	0.149617
11310.000000	1.888775	0.148916
11410.000000	1.850454	0.153590
11510.000000	1.813530	0.164578
11610.000000	1.780140	0.182169
11710.000000	1.752660	0.206059
11810.000000	1.733470	0.234948
11910.000000	1.724433	0.266479
12010.000000	1.726473	0.298075
12110.000000	1.739183	0.325942
12210.000000	1.761211	0.348065
12310.000000	1.789726	0.362298
12410.000000	1.821838	0.367724
12510.000000	1.854794	0.364543
12610.000000	1.886313	0.353357
12710.000000	1.913803	0.335538
12810.000000	1.936134	0.312652
12910.000000	1.952413	0.286066
13010.000000	1.962116	0.257467
13210.000000	1.962763	0.199596
13410.000000	1.942256	0.147306
13610.000000	1.906855	0.105284
13810.000000	1.863784	0.075393
14010.000000	1.817968	0.056334
14210.000000	1.772987	0.046256
14410.000000	1.731002	0.042922
14610.000000	1.692259	0.044278
14810.000000	1.656890	0.048819
15010.000000	1.623979	0.055616
15210.000000	1.593570	0.063971
15410.000000	1.564713	0.073593
15610.000000	1.537543	0.084198
15810.000000	1.511356	0.095756
16010.000000	1.486011	0.108146
16210.000000	1.461262	0.121334
16410.000000	1.437103	0.135216
16610.000000	1.413299	0.149776
16810.000000	1.389467	0.165053
17010.000000	1.365584	0.180853
17210.000000	1.341111	0.197408
17410.000000	1.315970	0.214507
17610.000000	1.289604	0.232346
17810.000000	1.261592	0.251022
18010.000000	1.231195	0.270784
18210.000000	1.197584	0.291913
18410.000000	1.159899	0.314841
18610.000000	1.116558	0.340492
18810.000000	1.065923	0.370178
19010.000000	1.005682	0.406018
19210.000000	0.932488	0.452201
19410.000000	0.843024	0.516301
19610.000000	0.735842	0.612050
19810.000000	0.622241	0.757032
20148.000000  0.542960  1.008700
