Wavelength(nm)	n	k
2.87072e+02	1.74359e+00	0.00000e+00
3.93293e+02	1.67646e+00	0.00000e+00
4.52279e+02	1.66660e+00	0.00000e+00
5.11265e+02	1.65838e+00	0.00000e+00
5.70251e+02	1.65427e+00	0.00000e+00
6.29237e+02	1.65016e+00	0.00000e+00
6.88222e+02	1.64523e+00	0.00000e+00
7.47208e+02	1.64523e+00	0.00000e+00
8.06194e+02	1.64523e+00	0.00000e+00
8.65180e+02	1.64277e+00	0.00000e+00
9.24166e+02	1.63619e+00	0.00000e+00
9.83152e+02	1.63619e+00	0.00000e+00
1.04214e+03	1.63619e+00	0.00000e+00
1.10112e+03	1.63619e+00	0.00000e+00
1.16011e+03	1.63619e+00	0.00000e+00
1.21910e+03	1.63619e+00	0.00000e+00
1.27808e+03	1.63619e+00	0.00000e+00
1.33707e+03	1.63126e+00	0.00000e+00
1.39605e+03	1.62715e+00	0.00000e+00
1.45504e+03	1.62715e+00	0.00000e+00
1.51402e+03	1.62715e+00	0.00000e+00
1.57301e+03	1.62715e+00	0.00000e+00
1.63200e+03	1.62715e+00	0.00000e+00
1.69098e+03	1.62715e+00	0.00000e+00
1.74997e+03	1.62715e+00	0.00000e+00
1.80895e+03	1.62715e+00	0.00000e+00
1.86794e+03	1.61893e+00	0.00000e+00
1.92693e+03	1.61811e+00	0.00000e+00
1.98591e+03	1.61811e+00	0.00000e+00
2.04490e+03	1.61811e+00	0.00000e+00
2.10388e+03	1.61647e+00	0.00000e+00
2.16287e+03	1.59839e+00	0.00000e+00
2.22186e+03	1.53757e+00	0.00000e+00
2.28084e+03	1.53675e+00	0.00000e+00
2.33983e+03	1.53675e+00	0.00000e+00
2.39881e+03	1.53675e+00	0.00000e+00
2.51521e+03	1.53846e+00	0.00000e+00
