Wavelength(nm)	n	k
2.87879e+02	1.70918e+00	0.00000e+00
3.28839e+02	1.70207e+00	0.00000e+00
3.89827e+02	1.69832e+00	0.00000e+00
4.48590e+02	1.69832e+00	0.00000e+00
5.07352e+02	1.67216e+00	0.00000e+00
5.66115e+02	1.67134e+00	0.00000e+00
6.24877e+02	1.69015e+00	0.00000e+00
6.83640e+02	1.69015e+00	0.00000e+00
7.42402e+02	1.67052e+00	0.00000e+00
8.01165e+02	1.66235e+00	0.00000e+00
8.59927e+02	1.66235e+00	0.00000e+00
9.18690e+02	1.66235e+00	0.00000e+00
9.77452e+02	1.66235e+00	0.00000e+00
1.03621e+03	1.66235e+00	0.00000e+00
1.09498e+03	1.66235e+00	0.00000e+00
1.15374e+03	1.66235e+00	0.00000e+00
1.21250e+03	1.66235e+00	0.00000e+00
1.27126e+03	1.64927e+00	0.00000e+00
1.33003e+03	1.66235e+00	0.00000e+00
1.38879e+03	1.66807e+00	0.00000e+00
1.44755e+03	1.68606e+00	0.00000e+00
1.50631e+03	1.68524e+00	0.00000e+00
1.56508e+03	1.67707e+00	0.00000e+00
1.62384e+03	1.66235e+00	0.00000e+00
1.68260e+03	1.66235e+00	0.00000e+00
1.74136e+03	1.68442e+00	0.00000e+00
1.80013e+03	1.66807e+00	0.00000e+00
1.85889e+03	1.68197e+00	0.00000e+00
1.91765e+03	1.67870e+00	0.00000e+00
1.97641e+03	1.69832e+00	0.00000e+00
2.03518e+03	1.69832e+00	0.00000e+00
2.09394e+03	1.69669e+00	0.00000e+00
2.15270e+03	1.66398e+00	0.00000e+00
2.21146e+03	1.66235e+00	0.00000e+00
2.27023e+03	1.66235e+00	0.00000e+00
2.32899e+03	1.68851e+00	0.00000e+00
2.38775e+03	1.69832e+00	0.00000e+00
2.44651e+03	1.69832e+00	0.00000e+00
2.50758e+03	1.68367e+00	0.00000e+00
