datetime,TMP,RH,APCP,WS,WD
2019-11-01 00:00:00,12,58.6,0,6.8,322
2019-11-01 01:00:00,11.2,62.4,0,5.8,315
2019-11-01 02:00:00,10.6,66.2,0,4.9,265
2019-11-01 03:00:00,10,71.3,0,5.7,318
2019-11-01 04:00:00,10.9,63.5,0,8.9,344
2019-11-01 05:00:00,11.8,59.4,0,13.9,324
2019-11-01 06:00:00,12.2,59.2,0,17.9,347
2019-11-01 07:00:00,13,57,0,19.4,323
2019-11-01 08:00:00,11.6,67.8,1.6,15,324
2019-11-01 09:00:00,9,89.4,6.2,19,279
2019-11-01 10:00:00,9.1,89,4.1,20.2,310
2019-11-01 11:00:00,9.6,88.1,1.5,18.1,320
2019-11-01 12:00:00,9.9,86.5,1.8,19.9,4
2019-11-01 13:00:00,10.7,83.5,1,17.6,353
2019-11-01 14:00:00,11.4,85.4,1.6,17.6,309
2019-11-01 15:00:00,10.6,87.4,0.8,17.5,312
2019-11-01 16:00:00,10.3,85.9,0,9.5,284
2019-11-01 17:00:00,10.4,82.1,0,7.3,251
2019-11-01 18:00:00,10.4,79,0,9.8,276
2019-11-01 19:00:00,9.6,81.3,0,8.6,232
2019-11-01 20:00:00,9.2,81.8,0,7.3,304
2019-11-01 21:00:00,8.6,87.8,0,6.3,245
2019-11-01 22:00:00,8.3,89.4,0,5.8,329
2019-11-01 23:00:00,7.8,91,0,5.8,326
2019-11-02 00:00:00,7.5,91.6,0,2.6,334
2019-11-02 01:00:00,6.7,93.3,0,2,305
2019-11-02 02:00:00,6,96.1,0,4.2,350
2019-11-02 03:00:00,5.6,93.8,0,3.6,343
2019-11-02 04:00:00,5.1,93.2,0,4.9,351
2019-11-02 05:00:00,4.7,90.6,0,4.6,8
2019-11-02 06:00:00,4.8,92.3,0,1.3,120
2019-11-02 07:00:00,6.3,92,0,1.2,255
2019-11-02 08:00:00,7.9,84.8,0,5.7,154
2019-11-02 09:00:00,9.2,76.3,0,6,218
2019-11-02 10:00:00,10.7,64.8,0,7,128
2019-11-02 11:00:00,11.8,55.8,0,6.6,232
2019-11-02 12:00:00,13.4,49.3,0,6.9,181
2019-11-02 13:00:00,14.6,46.6,0,6.8,216
2019-11-02 14:00:00,15.5,45.6,0,7.3,193
2019-11-02 15:00:00,16.1,47.3,0,9,225
2019-11-02 16:00:00,16.2,50.6,0,11.6,207
2019-11-02 17:00:00,15.9,52.6,0,12.1,208
2019-11-02 18:00:00,14.8,58.1,0,9.3,206
2019-11-02 19:00:00,12.5,67,0,4.8,206
2019-11-02 20:00:00,10.8,74.7,0,3.4,19
2019-11-02 21:00:00,9.8,78.5,0,4.6,20
2019-11-02 22:00:00,8.8,82.6,0,6.5,1
2019-11-02 23:00:00,7.7,86.6,0,4.7,35
