# Time,COUCH-LEG-XPOS,COUCH-SEAT-XNEG,BELOW-COUCH,COUCH-SEAT-XPOS,COUCH-BACK-XPOS,COUCH-BACK-XNEG,COUCH-LEG-XNEG
# 
7.500000000000000000e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.002006285531180296e+01,-1.000000000000000000e+00,2.000008991786411983e+01,2.271021761213030032e+01,2.000038446698869876e+01
1.250000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.005707120895385742e+01,-1.000000000000000000e+00,2.000119352340698242e+01,2.479232851664225379e+01,2.000318034489949426e+01
2.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.010462481180826799e+01,-1.000000000000000000e+00,2.000368537902831889e+01,2.726577618916829593e+01,2.000846875508626255e+01
3.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.017364756266276160e+01,-1.000000000000000000e+00,2.000791816711425852e+01,3.013205655415852746e+01,2.001700935363769673e+01
4.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.023260904947916572e+01,-1.000000000000000000e+00,2.001289354960123745e+01,3.236721509297688470e+01,2.002617835998535156e+01
5.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.028194732666015554e+01,-1.000000000000000000e+00,2.001782404581705777e+01,3.443409474690755445e+01,2.003469365437825545e+01
6.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.069117482503255090e+01,-1.000000000000000000e+00,2.007049280802408830e+01,4.337275568644205492e+01,2.024099515279134209e+01
7.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.583899129231770786e+01,-1.000000000000000000e+00,2.085615069071451799e+01,8.682938512166340672e+01,2.282163810729980469e+01
8.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,5.976090380350748887e+01,-1.000000000000000000e+00,2.543139928181966170e+01,2.289832585652669366e+02,3.772203585306803575e+01
9.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,2.306831944783528741e+02,-1.000000000000000000e+00,4.639420763651529711e+01,4.457758789062500000e+02,1.136204228719075502e+02
1.000000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,4.639415891011556141e+02,-1.000000000000000000e+00,1.030200850168863980e+02,6.274250101725260720e+02,3.047193186442057140e+02
1.100000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,6.808556864420572765e+02,-1.000000000000000000e+00,1.915163864135742244e+02,6.969919677734375227e+02,5.082490605672200559e+02
1.200000000000000000e+01,-1.000000000000000000e+00,-1.000000000000000000e+00,7.711090901692708712e+02,-1.000000000000000000e+00,2.854315551757812273e+02,6.914800740559895758e+02,6.571467000325520758e+02
