Omega_b  Omega_m  h  n_s w A_s
5.381408601693866978e-02 1.873635744642813128e-01 5.887412687673616585e-01 9.199727228260368150e-01 -1.491829610660086569e+00 3.407907415880102153e+00
3.755432547759113282e-02 5.753492866012643869e-01 6.013695235528466743e-01 8.800742485244159585e-01 -1.078930500135947712e+00 2.636641793977311909e+00
6.741025994646390740e-02 1.194026804523000973e-01 7.884754594375406045e-01 1.032816305978382809e+00 -4.915961470594354399e-01 2.337292075720065920e+00
6.413780532180557437e-02 3.585980591101076698e-01 7.871046165876669498e-01 1.285568987565607557e+00 -7.262549286656365677e-01 3.323776373714923515e+00
5.785091090122115864e-02 5.836547855310217914e-01 7.485611602539906650e-01 6.949240962765557139e-01 -1.200224402563428328e+00 3.357662985273536460e+00
5.760211886053516472e-02 1.571020599400696494e-01 8.763539688211166023e-01 8.474195850553573051e-01 -4.274704194910741162e-01 3.077698283763872666e+00
3.535405548834461009e-02 2.019828163153247202e-01 8.642520343318629283e-01 9.243456647949054306e-01 -8.076022167769226767e-01 2.160011853791771408e+00
5.313631192721009200e-02 3.344648343229992271e-01 6.804799250147052225e-01 6.147041114820099850e-01 -7.573894739388240538e-01 3.541818587901548021e+00
3.495097552964072929e-02 5.663645548059992318e-01 5.344182895603084571e-01 1.022202124081206476e+00 -1.157862679499202407e+00 3.502578518794887685e+00
5.507583952440907316e-02 1.417867440826228176e-01 8.654781824538650969e-01 7.675517066988847281e-01 -6.910556993193911479e-01 2.263473553113334535e+00
3.959697953743240850e-02 1.434885143122226758e-01 6.469805990924442085e-01 7.854234201104022262e-01 -1.146685428848100763e+00 2.194132526801786387e+00
6.337466340625810823e-02 1.392964484896397626e-01 7.877336197058610878e-01 6.898748143258233156e-01 -1.446413782953227312e+00 2.981613240969113843e+00
5.675765677208951393e-02 1.262211416271676601e-01 5.480703950216052611e-01 7.108293995278263111e-01 -9.171150118808651941e-01 2.525455407974490640e+00
6.683022726762352650e-02 1.134349978126662911e-01 6.396147433312159292e-01 6.926631457587845153e-01 -1.002794752288281632e+00 2.226510708807093675e+00
4.859829735730893108e-02 5.120761141525490556e-01 6.743352436893097490e-01 9.365182079833938023e-01 -7.349157924796533292e-01 3.056780904096396689e+00
5.731426252801823801e-02 3.021030823758036887e-01 7.511832987082511792e-01 7.329692887806449342e-01 -5.503524414682983146e-01 3.922050818557810459e+00
6.895633375665549680e-02 3.596677392893026237e-01 8.852811145370924617e-01 8.828813312834806748e-01 -6.257420291448546612e-01 3.565518010563676121e+00
3.020009268070079217e-02 1.984463588734351747e-01 5.523255065818838405e-01 9.060090704811551987e-01 -9.867363145860885698e-01 2.085471430078601696e+00
5.571385047583966854e-02 3.053308389136284440e-01 8.596083999866714898e-01 9.612050749307485820e-01 -6.523618980267664735e-01 3.391583532414002455e+00
6.519185457316858945e-02 3.094710858312901269e-01 7.372129243367118168e-01 6.126807180225067873e-01 -4.518810006320768125e-01 3.721951905530373139e+00
5.907337565182500805e-02 4.632928940507573534e-01 6.681997663855279157e-01 8.067431376006563015e-01 -1.264266310827139916e+00 3.853839296850988916e+00
6.665663672227643832e-02 1.270877655983133070e-01 5.694235325371544976e-01 7.133437948033618525e-01 -8.157291529705060773e-01 3.725337824321574232e+00
5.384647604028659773e-02 5.986829406909357498e-01 8.031003397049182313e-01 7.293930714037559770e-01 -1.520518725636415214e+00 3.507848249394392770e+00
5.404105526388557068e-02 2.406850039022502274e-01 5.054039185793994804e-01 6.977987209691692838e-01 -9.121454264795724187e-01 3.259496765991130474e+00
6.422897426254314812e-02 2.305428618864820423e-01 7.257282747587846528e-01 1.205746697929855449e+00 -1.076675629302082715e+00 3.649626867309256895e+00
3.002055083706950400e-02 5.237650322788161006e-01 6.365170240328408280e-01 9.852622271026330036e-01 -1.028192011842878451e+00 3.137530044388249006e+00
4.823350446579856288e-02 5.724066337239676061e-01 6.358164341050775992e-01 1.161560256925654677e+00 -7.873136300153260603e-01 2.749266981415797062e+00
5.153389275272453329e-02 5.095992704100594795e-01 6.489421347479666924e-01 6.466651310696486243e-01 -8.899989954182129237e-01 2.761983284740660238e+00
3.599449830283082963e-02 3.976609361958477473e-01 8.866720326115132833e-01 6.682166824463106058e-01 -9.581006117542317790e-01 2.389936729771310109e+00
3.947618341046028878e-02 5.524638943105620870e-01 5.136661969341508316e-01 8.133710166538026254e-01 -1.136247062706246869e+00 2.983327593557429047e+00
6.302961981611350517e-02 1.672677935398074467e-01 5.559121999757542509e-01 1.079261840087082369e+00 -1.558689104402134706e+00 3.478299681005869726e+00
6.663507822546294035e-02 2.172893602013770964e-01 5.942676968235326429e-01 6.911262789053834732e-01 -1.265865617518673325e+00 3.734998713965971717e+00
6.029032073444545031e-02 4.145253110916106154e-01 7.057574750184850698e-01 9.815942926078053965e-01 -1.220835039981598813e+00 3.439500996558896517e+00
4.269685239253628861e-02 3.677228262871709008e-01 7.375537671228864500e-01 8.528088575052038545e-01 -1.237936956636709551e+00 2.477658304299922509e+00
4.245243719094535240e-02 5.434277518791138517e-01 8.823433157102061886e-01 9.804493402848100114e-01 -6.275145635828005553e-01 2.116351762465529252e+00
4.771029833810627035e-02 5.450227587330470636e-01 8.573017766063801837e-01 6.846664117540879335e-01 -1.067194867146827875e+00 3.602509236288214289e+00
5.923936654907137334e-02 3.656376931274247788e-01 7.629709365641934582e-01 1.263465528246876968e+00 -1.565982856548085556e+00 2.975935015832092745e+00
4.665398756115057832e-02 1.994833898848129561e-01 6.968089567963094977e-01 7.118134533143583020e-01 -4.944879942665976191e-01 2.427016318128775829e+00
4.456099240642960591e-02 4.717562636170922197e-01 6.183463919605924897e-01 8.822331436528474402e-01 -5.609978768477301703e-01 3.708999493304799167e+00
6.546231963964264933e-02 2.611849887568142847e-01 6.888575885389471853e-01 9.568989991399049488e-01 -4.358666028067625930e-01 2.409850180422183019e+00
4.998716911724655765e-02 3.297262362881311915e-01 6.370463770294855221e-01 7.619941125468103760e-01 -7.226652555679792256e-01 3.311198106214667369e+00
5.600816106017866836e-02 3.377391969964094187e-01 6.905740132105008255e-01 7.102420081822908848e-01 -5.671450360760768028e-01 2.241752328492938595e+00
5.486829686619340563e-02 5.640680450307898885e-01 5.546872070516918329e-01 8.057632186663123974e-01 -7.235030510367397305e-01 2.925413922996253469e+00
5.609510891689684087e-02 1.174381022045079687e-01 8.997864800091477377e-01 6.236146752825116879e-01 -1.524301463820228797e+00 3.316783698873515540e+00
4.635926756350192135e-02 3.390268779740455152e-01 8.394250232716855553e-01 1.093072225089752214e+00 -1.021930957212567881e+00 3.857954515382794547e+00
3.004153854775363716e-02 5.774679684616715880e-01 6.910004954436964608e-01 8.690816403729251238e-01 -9.329782024086535897e-01 2.491850752736171959e+00
5.273580461450614459e-02 3.040003730536262050e-01 6.322008504539431417e-01 8.501728676301427701e-01 -8.177615815230488971e-01 2.439358156835410352e+00
6.075313323707057928e-02 2.556985767424708178e-01 6.862874802302056931e-01 6.716460495651872531e-01 -1.285616730059041979e+00 2.707390269332641708e+00
4.990308568495188668e-02 5.176377569730413741e-01 7.828762751446284307e-01 7.685140116780212471e-01 -1.206782079109782080e+00 2.479957752796269510e+00
5.189647165245306337e-02 5.962369715941531201e-01 8.537256274572184722e-01 7.577893021769912529e-01 -6.203429831127026395e-01 2.148203972503793135e+00
5.967471426954226027e-02 2.346994122519552861e-01 8.813448452076306783e-01 1.090140279784674870e+00 -4.608405967062596531e-01 2.135414827935680382e+00
3.715351292552381696e-02 2.962020506137906795e-01 5.816493827292268382e-01 9.376086946166430902e-01 -8.612434401854424104e-01 2.455053029109225182e+00
6.854393594619857810e-02 2.858220020700517061e-01 8.356201491006782778e-01 8.905158253733171936e-01 -6.874329756341507336e-01 3.374242902862562232e+00
3.376763972148894705e-02 3.681014156086829248e-01 7.220135304461318126e-01 6.102070833219531698e-01 -6.322226000417368041e-01 3.397499311912773656e+00
6.142250597044669053e-02 1.177094343224867057e-01 5.971824725080858709e-01 6.119729547480151632e-01 -4.984809688865119437e-01 2.769975159043420732e+00
4.164213776931610655e-02 4.242078953867667312e-01 5.833112463307609241e-01 1.068981016006405049e+00 -5.356329859635815538e-01 2.670169766455511073e+00
5.099074519345032919e-02 2.183598485559863911e-01 8.234547992892489177e-01 8.848103545113814583e-01 -1.386685449956029936e+00 2.683617570964945909e+00
6.502253424878245980e-02 1.088782333552104908e-01 7.577248546068373614e-01 1.042118209547031160e+00 -1.233425952568563799e+00 3.605957235634015934e+00
6.313429166854414576e-02 3.278312261916725978e-01 8.151738021880750029e-01 1.255609144292280543e+00 -1.025488279563212979e+00 3.599550457125718417e+00
6.879288741499267612e-02 3.176125657269925906e-01 7.817102419282224712e-01 6.284284764839661586e-01 -4.393223175931169067e-01 2.860094679832643649e+00
6.390433068913572989e-02 2.703983849213434376e-01 8.893227005777866179e-01 8.454887623747434633e-01 -1.351176646883168520e+00 2.188666593732908172e+00
4.471609583365264429e-02 5.560712646226603217e-01 6.255219196190244801e-01 7.184832294560173915e-01 -1.268445171484514189e+00 2.484423374747877666e+00
6.072510148198102115e-02 1.681852476770810401e-01 8.063323327430980125e-01 8.414395499450376681e-01 -1.119243850421375086e+00 2.724278881573416911e+00
3.708005051646372230e-02 2.091931191660588996e-01 5.263624434309794875e-01 8.220822027591262460e-01 -1.347902670215057164e+00 2.475204719744953596e+00
3.931331658878083751e-02 4.175473474967517085e-01 7.379837321936705274e-01 1.004342612024853088e+00 -4.737290401173721577e-01 3.840998588746021625e+00
5.637521940240505791e-02 1.456226327965978173e-01 6.694637453355067880e-01 8.143526636359472715e-01 -8.097430728577205139e-01 3.896477353820433365e+00
6.714711745599398485e-02 5.609428836073344637e-01 6.521528500007484075e-01 8.977522008948742860e-01 -7.732159070825472824e-01 2.582472134923750939e+00
3.831341676244327810e-02 2.067906957594784489e-01 5.132590156760463707e-01 7.152926484413824060e-01 -6.821078810319697316e-01 3.668991005533569716e+00
6.794339815475572419e-02 4.153533852275607119e-01 5.572925375650008561e-01 7.398893680051480404e-01 -6.434836101027727739e-01 3.315606690836681469e+00
4.225112405114304220e-02 4.304744508294922056e-01 8.681772060395177570e-01 6.324106825354971484e-01 -1.184695201527259600e+00 3.251360030162212311e+00
5.357999898861048882e-02 3.497705039799056670e-01 7.685984701458793422e-01 8.285628378220474266e-01 -1.534878782902546979e+00 3.800477067675444687e+00
4.522433226189972316e-02 1.833285317316330487e-01 7.316232430352449523e-01 1.122777240706501312e+00 -6.997961268889199005e-01 3.453836227951206261e+00
6.582662424346527597e-02 4.226954107101953406e-01 7.701403782988828217e-01 1.042305312782361382e+00 -4.128597069822577126e-01 3.101431884254177263e+00
5.225652602429640969e-02 2.192719727075641833e-01 7.505931225088112724e-01 1.246874602171504254e+00 -1.274600451373181897e+00 3.558002800799940246e+00
5.827955391318937611e-02 4.829728729114260988e-01 8.575335489707913705e-01 1.041371437112524223e+00 -1.582154182169872580e+00 3.330955555168458204e+00
5.625993205114018791e-02 4.331957179929227797e-01 7.362094881004248581e-01 1.202075372292599642e+00 -1.259175256662706133e+00 3.174657396909342122e+00
3.432382843672604489e-02 1.366047922585402197e-01 6.751026698226163525e-01 6.812611005761601835e-01 -5.710823301594878387e-01 2.960388649558135299e+00
4.531355924793760426e-02 5.471746163397723794e-01 7.285243413886108854e-01 7.966229965824339621e-01 -1.044707272465212000e+00 3.528458755918533640e+00
5.793549810896699015e-02 4.188016375889419551e-01 8.210401360517598501e-01 1.277121696461412270e+00 -4.228889378981171010e-01 2.870017273504680055e+00
3.049818615507541436e-02 2.583382260277663489e-01 5.274909199847649388e-01 9.901694242563394699e-01 -9.915615101194107384e-01 2.072958452550817565e+00
6.838752045334361984e-02 4.952896596730389511e-01 5.500846318241838784e-01 7.005397061697836714e-01 -9.377221429006984410e-01 3.301535886221943272e+00
4.581367344314503376e-02 1.063974730791473478e-01 7.383063258194465517e-01 8.834164571907929808e-01 -1.296770047492174616e+00 3.367436494515173351e+00
4.888096169158508836e-02 2.040122351618484098e-01 6.562296860965771694e-01 1.239090294844353402e+00 -1.027097978450360216e+00 2.155113703885477960e+00
4.583585588270435579e-02 4.198803440610320292e-01 5.340976861665710507e-01 7.724222449002033919e-01 -1.319820470866029050e+00 3.561548595799305161e+00
5.705681317207598330e-02 2.486822925501726289e-01 5.710633412749677174e-01 6.008197007104122411e-01 -1.338980626322080703e+00 2.249318259376202445e+00
5.370295368641904432e-02 2.825560264953541623e-01 5.682811674316198269e-01 1.268668339742429874e+00 -1.373802523712672974e+00 3.402174268716582795e+00
6.900607110797687960e-02 2.967734609350086705e-01 8.987453404042828886e-01 7.442254947801517639e-01 -5.642348872764393342e-01 3.450266518797774573e+00
6.151220322366478255e-02 2.321397525287756947e-01 5.454232277367616621e-01 1.143845194985255942e+00 -1.559684958638554386e+00 2.835610279048911941e+00
3.803268824736352749e-02 1.890948823577116855e-01 5.537674909838268267e-01 7.752242883526513362e-01 -1.255297540111381949e+00 3.196402435004809028e+00
4.035284539998756220e-02 4.498460197428995055e-01 8.550027066579665158e-01 6.726739787680545701e-01 -4.711324628022819372e-01 2.900236152429779946e+00
5.330836033813462355e-02 3.379952751494894603e-01 7.613579501982374875e-01 1.062914628740987855e+00 -6.721927011658095363e-01 3.005876901230144504e+00
4.193999175676451502e-02 2.262521795012707171e-01 8.402017631740885673e-01 6.862110649195904966e-01 -8.695657269829367708e-01 3.809278372522093115e+00
3.112123790579383528e-02 2.995088381186757909e-01 5.097175932605241266e-01 7.626528890797714677e-01 -4.547679463488096818e-01 3.053270876678653600e+00
5.714778547710958057e-02 4.955683850598932016e-01 5.574699160850838942e-01 1.045606515658478841e+00 -1.415289228466282356e+00 2.346784713006454748e+00
5.752254918702517233e-02 4.787557958231036803e-01 6.120682313999702417e-01 9.718649255857817471e-01 -9.935027118153370029e-01 3.949741588952885074e+00
5.872757398469326262e-02 5.510625527529788847e-01 8.239477756355508831e-01 6.438219657857067180e-01 -1.598354898304845673e+00 2.235134740680267296e+00
6.560997213860450539e-02 1.942558411556444542e-01 5.106223355674479603e-01 1.153282136952945347e+00 -1.144825717621091643e+00 3.238873991459468193e+00
6.527918129580256856e-02 4.473462012527655851e-01 8.488782154898457666e-01 1.145673585065558608e+00 -8.476600372331646316e-01 3.071500337513164425e+00
6.464856945509500630e-02 4.728513007103820609e-01 7.517064096418988317e-01 8.725062716452991474e-01 -1.056256521708315299e+00 3.716555594168478471e+00
6.601869332892890130e-02 4.587769764490261526e-01 6.065713496205666910e-01 1.021595433097501004e+00 -1.241687152671226757e+00 2.163391467053227935e+00
6.657453375860374056e-02 4.522798007145776289e-01 6.854103530080227769e-01 8.485817853231306662e-01 -9.884441694631433961e-01 2.167041782449169673e+00
5.822778182345797471e-02 2.766803869732062937e-01 8.708356376377011099e-01 6.631537371634813605e-01 -1.468621782310964630e+00 3.932542066947939841e+00
5.103654361425931374e-02 1.477175761056865322e-01 7.001318503633553458e-01 9.576303668774188704e-01 -1.506464439116943055e+00 3.727277963100504188e+00
3.980563052468263224e-02 2.035622090444292875e-01 5.076961315880776926e-01 7.375362212674906326e-01 -4.079603888722334037e-01 2.743755315557761865e+00
3.207463028431931790e-02 3.709942987758596544e-01 5.915521711388154191e-01 9.982315977808160490e-01 -5.222776395111214942e-01 2.784059809437704480e+00
4.474513552016024659e-02 1.787424199117116919e-01 6.200576345111634691e-01 7.204287848758899049e-01 -1.249945596632185740e+00 2.221744938241926981e+00
6.677410426559060586e-02 3.996916464539995717e-01 6.953786387710392258e-01 1.226445826236283621e+00 -1.142451754108160689e+00 2.507997132925085637e+00
4.367938990168896557e-02 4.824418773246753611e-01 7.009321702512426588e-01 1.110294991931874531e+00 -7.986873955435476180e-01 2.401370786369845245e+00
4.388479959504575784e-02 4.204019907867313499e-01 6.430787395162337328e-01 1.264217522346154698e+00 -7.145895760880778269e-01 3.675723585898821533e+00
4.864605729769282821e-02 2.844106781742495871e-01 5.288188617786574452e-01 7.537191825632935105e-01 -1.472126592358897534e+00 3.283154447773132922e+00
3.139369742968931010e-02 5.256884009619184894e-01 7.467398236528333122e-01 1.193513472608684678e+00 -1.365552791899100837e+00 2.779812555779484384e+00
6.477104191533276933e-02 3.317709565754346501e-01 7.333909966557512483e-01 7.176700707571522786e-01 -1.422587974251440901e+00 3.661846538493854553e+00
3.636145324361547693e-02 1.293640973065823263e-01 5.994502462247108809e-01 1.270492013213258220e+00 -1.117793814090961346e+00 3.619912797750970412e+00
5.293697322959289853e-02 4.721460989621918403e-01 6.846036629596898848e-01 1.138243153355717574e+00 -1.239853202562545498e+00 2.307371158368296538e+00
4.957646227160973640e-02 3.813512481878196247e-01 5.268990087331659744e-01 1.203855240137981175e+00 -6.762338868482433707e-01 3.372360288808936346e+00
5.041917597307948862e-02 1.580445266494127088e-01 5.414597727999480581e-01 1.020163154988364518e+00 -1.390738836295426051e+00 2.699432403997421126e+00
4.083708568453012222e-02 5.868960707223889184e-01 7.563228984609432493e-01 1.192871074564836764e+00 -1.563578497377577481e+00 3.873080752227945567e+00
3.962058502948090366e-02 3.777992494572512960e-01 5.314496647085712455e-01 7.190496611761696411e-01 -1.498001323966125842e+00 2.303208170155820245e+00
6.241207844943338912e-02 2.332663408852397868e-01 6.942365420453392444e-01 9.749384468848233398e-01 -1.019119952351547287e+00 2.230570679288346625e+00
3.564932591032946019e-02 5.073177976740858020e-01 8.053840445791107250e-01 1.133084276827160286e+00 -1.442199706145519400e+00 2.464606648007283685e+00
3.312896710111619403e-02 4.071032642175518301e-01 7.445786207207512053e-01 1.180174851511924361e+00 -4.151005837828340983e-01 3.304225351073644568e+00
5.106286891205126521e-02 1.613168208111188107e-01 6.032398998980075255e-01 7.273200659728275008e-01 -6.078275120426411826e-01 2.344217935592392443e+00
4.007503149128253256e-02 4.514731454378084763e-01 7.320268556002089699e-01 1.034580195953986870e+00 -1.106201215637033108e+00 2.669309783085104471e+00
6.974849717067155286e-02 5.672667864168740026e-01 5.849647969257120161e-01 8.169643005568545391e-01 -6.657472362857045356e-01 3.947790149712802510e+00
6.202707973787555118e-02 5.701604480340076719e-01 6.664599206222491246e-01 6.447864954082540567e-01 -1.176446139427481885e+00 3.343414472023189532e+00
6.768867552085301720e-02 4.556479028100773876e-01 5.625458741579832944e-01 1.149420643620184368e+00 -8.168700842998505296e-01 3.526913770396860048e+00
3.739142464919977676e-02 2.051727713923501839e-01 8.509821215932065197e-01 8.037920221193282089e-01 -7.019904267055691038e-01 3.732068409419890820e+00
4.406440543636010176e-02 4.358812153746066675e-01 8.462371407692301783e-01 6.882337551793099584e-01 -9.988781096375076718e-01 3.475572456267982169e+00
6.258649605738830779e-02 5.985137510378782943e-01 8.389390304303638857e-01 8.695456207329559373e-01 -1.388707171379497618e+00 3.484938057530416966e+00
6.107494971021713848e-02 2.791608082352780018e-01 8.484211534622043693e-01 9.649954689802366925e-01 -1.217255695248730341e+00 2.872576602181013072e+00
6.179882284802445946e-02 4.426498362074614557e-01 5.449909724604230510e-01 1.250085483548180498e+00 -1.201170126947864070e+00 3.729478023467822645e+00
4.064939164811956496e-02 3.166850819567489372e-01 8.604900436571512046e-01 1.283426471320010309e+00 -9.044583514603228291e-01 3.777659034200084864e+00
3.975630154312605191e-02 3.567013035415715905e-01 7.088151563800729749e-01 1.246408922071525094e+00 -9.058349319552621015e-01 2.227715914457814250e+00
5.419016564857502549e-02 4.551006143912387225e-01 8.840183837884885154e-01 7.361719158708912580e-01 -1.342096899990172343e+00 2.693504656496759964e+00
6.377351559611571519e-02 4.607176270193444889e-01 8.826051285023511772e-01 9.740038125167325145e-01 -4.466032518244593685e-01 3.016492023988810889e+00
4.059238332756836404e-02 5.727373104994931685e-01 8.199023058187557833e-01 8.897394778782515834e-01 -5.276558777049211724e-01 2.432243288388913349e+00
5.433083995766559843e-02 4.299555015043976525e-01 5.231257964535256377e-01 1.207130316389651625e+00 -8.756695474462380391e-01 2.651619380499162126e+00
4.738979015200742162e-02 3.450962488054631905e-01 5.429621867284354364e-01 7.173616447887369851e-01 -5.827423003724592210e-01 2.839283472273947506e+00
3.510658529671751432e-02 4.101656070254786624e-01 5.751791244473735132e-01 1.202495337159189104e+00 -1.446790634177666179e+00 3.878281590520801458e+00
5.204527572655471418e-02 1.338731227741497276e-01 6.494368415969469233e-01 6.015835087902139389e-01 -1.561659903194429155e+00 3.912260322978568183e+00
3.374482159059017522e-02 2.120250205748647754e-01 5.958305033956162733e-01 6.834411739316762491e-01 -1.312443112386857180e+00 2.875332018007247026e+00
3.553138900856249449e-02 3.406991863377586416e-01 6.857089315851839784e-01 1.289257578592626796e+00 -1.127554936598623936e+00 3.002288686093777414e+00
3.325294898315651893e-02 5.502690054222884042e-01 5.525677703081183223e-01 9.759290067398129764e-01 -1.181017281211691694e+00 2.421686726903272024e+00
4.939365147644295129e-02 2.511632998754955715e-01 7.898331515107052114e-01 6.226638449103045758e-01 -1.451248146666316741e+00 2.555005377272425715e+00
5.943025275936107688e-02 1.355263136840454130e-01 5.213599633263803490e-01 1.057018933987093234e+00 -1.231775987544964979e+00 3.031123111786550250e+00
5.469952001487157767e-02 1.037964083486195566e-01 8.047122694274009280e-01 1.207801408537493071e+00 -1.326667865394990375e+00 2.646343211141405583e+00
6.785010832866750219e-02 2.170795956548835226e-01 6.151421758576046672e-01 7.352067955049395032e-01 -9.023839386617208413e-01 2.410760419583687586e+00
4.512623541474643923e-02 2.927874307239528573e-01 8.540578145492617734e-01 1.177164263632401120e+00 -1.216066503081016936e+00 3.651907864633620271e+00
6.247308711612914456e-02 4.859473782307487388e-01 7.533916258211899031e-01 1.071128010227196725e+00 -8.802858106107125380e-01 3.073968475574890391e+00
5.397393069181243008e-02 4.021526927299295950e-01 6.220020186189589850e-01 1.043700217348486614e+00 -4.867286061887852178e-01 3.240444595822825846e+00
5.167719369458433770e-02 5.788397284455060188e-01 8.199533970414611961e-01 9.913320831471474914e-01 -8.346661416014126145e-01 3.774971105298924101e+00
5.984764391983378451e-02 4.326414588204824385e-01 7.492587849502660990e-01 1.065329691624525177e+00 -1.592113482188366680e+00 2.909653534996598623e+00
4.539310667879116468e-02 3.503698710048923637e-01 5.714325164529565626e-01 1.162140366878506637e+00 -1.572648089145798123e+00 2.572950603768569877e+00
3.367084642784267529e-02 5.557075147269510129e-01 6.669881019433592240e-01 9.857055222950890094e-01 -5.635762455209289978e-01 2.493809446777077721e+00
5.622232087317486499e-02 5.497840742628177235e-01 6.262499694412575479e-01 1.214306283203828052e+00 -1.596654976452718477e+00 2.936075474924940032e+00
5.181302846780065641e-02 4.253886334797338797e-01 8.616299561293152554e-01 1.163218363045962933e+00 -6.070091671194676186e-01 2.366658373737039689e+00
4.632340545301250057e-02 3.555947386006161892e-01 5.737394089778943274e-01 7.354156516020897705e-01 -5.552716037657847714e-01 2.237129791610568130e+00
5.848432842725546921e-02 4.247367227930771705e-01 7.428294083198953013e-01 1.115852578958338892e+00 -1.070351430799391101e+00 3.597502437624144456e+00
4.556030306617876724e-02 1.228413787887321085e-01 6.516982664632593458e-01 9.958412644027396787e-01 -1.498299324740081317e+00 3.084629658281495157e+00
5.928273171081183818e-02 1.494149724765807818e-01 6.404411797089246683e-01 1.235903441611168940e+00 -1.143573424639966252e+00 2.278226669371809177e+00
4.637272817210381232e-02 2.295526047098663258e-01 6.817765326051266062e-01 6.556345733055225500e-01 -9.794073622104337851e-01 3.328017872226624263e+00
5.390274036559737636e-02 1.048911681943647950e-01 5.087386290586733972e-01 7.646710725870464742e-01 -1.529359425213057788e+00 2.470789571260861628e+00
4.769069229537787474e-02 2.562138824100422818e-01 7.149716181719829589e-01 1.243756296984953158e+00 -1.109846555416514668e+00 3.113175628343997303e+00
4.101315512342178921e-02 1.779920206820503337e-01 7.922387582661206684e-01 1.223013092121920220e+00 -1.545528652746150922e+00 2.682406764397760046e+00
5.964604179749766200e-02 4.970952879306803629e-01 7.642666278450952477e-01 1.081366600861760841e+00 -9.823156802085263317e-01 2.879898165218504946e+00
3.189085393928579176e-02 4.160366696935225983e-01 5.364635956989755039e-01 1.056454632992205767e+00 -9.899356510697592260e-01 2.032948481172334620e+00
5.083461838060285287e-02 5.051160419400166912e-01 7.752964662760002401e-01 9.002152323031916703e-01 -5.468290544417400145e-01 3.690611835465482216e+00
6.126273984402034328e-02 1.711983762574504908e-01 5.875373106741371698e-01 8.159758641112423438e-01 -1.400082958330592930e+00 3.410470194428998347e+00
5.566015525812619685e-02 1.807568350891450848e-01 5.985198268381248798e-01 1.143209575012757995e+00 -1.340762752152602655e+00 3.613990975609580936e+00
6.579656877102120494e-02 2.227137433185829574e-01 8.404107910557923056e-01 1.233683662555546956e+00 -1.488317675221882075e+00 2.474552088412514284e+00
5.244147791181738572e-02 5.980026947591978725e-01 6.036771925466000166e-01 1.098344408521792159e+00 -1.369069648035836195e+00 2.010707290642965273e+00
6.230602606277470951e-02 5.714108858435152927e-01 6.583720184167364264e-01 1.119023166858869045e+00 -4.410583651943220662e-01 2.725503894444964548e+00
4.858213469176604626e-02 2.875074105627939969e-01 6.077687221672603002e-01 1.181276699906160133e+00 -1.391427480617025925e+00 3.329231091628026551e+00
5.616149400470846209e-02 5.459444238987677389e-01 8.323977301779921234e-01 1.148401511033188438e+00 -1.245556445643998700e+00 2.537888764419203191e+00
4.149637586152316732e-02 5.428765846686908203e-01 5.805847773767740527e-01 1.047363008722079991e+00 -1.381098989291769552e+00 2.076952436441230621e+00
4.809000541595920275e-02 5.148425049881587556e-01 8.750716950947512451e-01 1.197456509501935162e+00 -1.160958109221177148e+00 2.652763454277861754e+00
4.920397305667760512e-02 2.890830551356289857e-01 6.039407683003453764e-01 7.912566613856655273e-01 -6.332153560967328509e-01 2.094293395639082789e+00
3.232340541028501379e-02 4.402580844836452290e-01 8.625974501539237504e-01 1.072489226279121688e+00 -6.159145069994643729e-01 2.667554752603456869e+00
4.656875044933109914e-02 2.834816773119817057e-01 6.085062898600981374e-01 1.261246717909463078e+00 -7.448135224783167807e-01 2.506413866900029319e+00
5.257271070299825155e-02 3.221370012863034038e-01 7.858152802052447150e-01 1.234939137801171594e+00 -1.110767721100577754e+00 2.112955211911154318e+00
6.780404689950401964e-02 1.736010359603175901e-01 5.928618048298631704e-01 9.935190114750792612e-01 -7.819073542785024422e-01 2.865844352741999668e+00
5.058372555397005338e-02 4.180086137348620889e-01 6.531297183326594258e-01 6.294193192776237344e-01 -1.444500270913515960e+00 2.362953975283714758e+00
6.255989018077698360e-02 2.531855001774408476e-01 8.636467495070285771e-01 1.119878285201708845e+00 -1.287664262707375329e+00 2.393847951054246970e+00
5.175362251279694986e-02 5.873103555624924477e-01 8.922199756018549532e-01 6.353617104638373814e-01 -1.490544080747840061e+00 2.965807705109821057e+00
4.993775760091585803e-02 4.052234033301885807e-01 6.733927932683955175e-01 8.586638521259841728e-01 -9.941772688808436786e-01 2.390967365423685376e+00
4.200033688164592910e-02 1.201836784709307410e-01 5.128436628339657632e-01 8.770371202327547078e-01 -5.875144344942320185e-01 3.095704588950351166e+00
3.383159782580041908e-02 2.367387944083360340e-01 5.745080036164809112e-01 9.841843882380301167e-01 -7.462464364871718159e-01 3.462895632795363277e+00
4.504650694800840793e-02 3.168953650819190671e-01 7.070299820448479045e-01 6.690030724964945996e-01 -1.331321260351369551e+00 2.203467209160283158e+00
4.424379421221501241e-02 3.788384720910843440e-01 6.147598003775496256e-01 6.880374620894560422e-01 -6.417156883245329624e-01 2.963846322631678021e+00
4.119775980118882408e-02 4.047378189816607241e-01 5.659945634736288644e-01 9.146170309367183116e-01 -8.513899022689072060e-01 3.997290124932517230e+00
4.813937761689787709e-02 5.484445326829769929e-01 7.132714735911573900e-01 1.007403821694874635e+00 -1.051218585941873229e+00 2.313635143659107385e+00
