id,title,permanent_id,doi,name,lang,version,paralex_version,contributors,language_norm,latitude,longitude,family_id,lang_name,family
15235590,Zalilex: Russian Nominal Paradigms Lexicon,15235589,https://doi.org/10.5281/zenodo.15235590,zalilex,ru,1.0.0,2.2.4,Sacha Beniamine;Dunstan Brown;Matías Guzmán Naranjo;Andrea Sims,"Language(part3='rus', part2b='rus', part2t='rus', part1='ru', scope='I', type='L', status='A', name='Russian', comment=None, other_names=None, macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",59.0,50.0,indo1319,Russian,Indo-European
15016957,maecarroll/Ngkolmpu-Paralex: Ngkolmpu paralex v1.6,7049922,https://doi.org/10.5281/zenodo.15016957,ngkolmpu,kcd,1.2,2.2.4,Mae Carroll,"Language(part3='kcd', part2b=None, part2t=None, part1=None, scope='I', type='L', status='A', name='Ngkâlmpw Kanum', comment=None, other_names=[Name(print='Ngkâlmpw Kanum', inverted='Kanum, Ngkâlmpw')], macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",-8.87044,140.818,more1255,Ngkâlmpw Kanum,Yam
14504219,Para-lipulankunytja: a Verbal Lexicon of Pitjantjatjara/Yankunytjatjara,14504218,https://doi.org/10.5281/zenodo.14504219,pitjantjatjara,pjt,1.0,2.2.1,Sasha Wilmoth,"Language(part3='pjt', part2b=None, part2t=None, part1=None, scope='I', type='L', status='A', name='Pitjantjatjara', comment=None, other_names=None, macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",-26.9704,131.357,pama1250,Pitjantjatjara,Pama-Nyungan
14549764,ParaKar: Livvi Karelian Paradigms in Phonemic Notation,13736170,https://doi.org/10.5281/zenodo.14549764,parakar,olo,1.0.2,2.2.1,Jules Bouton,"Language(part3='olo', part2b=None, part2t=None, part1=None, scope='I', type='L', status='A', name='Livvi', comment=None, other_names=None, macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",61.6565,29.0726,ural1272,Livvi,Uralic
14549761,ParaLiv: Livonian Paradigms in Phonemic Notation,11391420,https://doi.org/10.5281/zenodo.14549761,paraliv,liv,1.0.1,2.2.1,Jules Bouton;Tuuli Tuisk;Valts Ernštreits,"Language(part3='liv', part2b=None, part2t=None, part1=None, scope='I', type='L', status='A', name='Liv', comment=None, other_names=None, macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",57.566,22.0262,ural1272,Liv,Uralic
14525028,ParaFin: Finnish Paradigms in Phonemic Notation,13736131,https://doi.org/10.5281/zenodo.14525028,parafin,fin,1.0.2,2.2.1,Jules Bouton,"Language(part3='fin', part2b='fin', part2t='fin', part1='fi', scope='I', type='L', status='A', name='Finnish', comment=None, other_names=None, macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",64.7628,25.5577,ural1272,Finnish,Uralic
14442347,matteo-pellegrini/LeFFI: LeFFI version 2.0.1,10522079,https://doi.org/10.5281/zenodo.14442347,leffi,ita,2.0,2.2.1,Matteo Pellegrini;Alessandra T. Cignarella,"Language(part3='ita', part2b='ita', part2t='ita', part1='it', scope='I', type='L', status='A', name='Italian', comment=None, other_names=None, macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",43.0464,12.6489,indo1319,Italian,Indo-European
14438647,matteo-pellegrini/LatInfLexi: LatInfLexi version 2.0.1,10522692,https://doi.org/10.5281/zenodo.14438647,latinflexi,lat,2.0,2.2.1,Matteo Pellegrini;Marco Passarotti;Sacha Beniamine,"Language(part3='lat', part2b='lat', part2t='lat', part1='la', scope='I', type='H', status='A', name='Latin', comment=None, other_names=None, macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",41.9026,12.4502,indo1319,Latin,Indo-European
14218763,Paralatvian,14217628,https://doi.org/10.5281/zenodo.14218763,paralatvian,lvs,*unknown*,2.2.0,Matías Guzmán Naranjo,"Language(part3='lvs', part2b=None, part2t=None, part1=None, scope='I', type='L', status='A', name='Standard Latvian', comment=None, other_names=[Name(print='Standard Latvian', inverted='Latvian, Standard')], macrolanguage='lav', retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",57.0,24.0,indo1319,Standard Latvian,Indo-European
14218751,Parahungarian : a dataset of Hungarian nouns,14217969,https://doi.org/10.5281/zenodo.14218751,parahungarian,hu,*unknown*,2.2.0,Matías Guzmán Naranjo,"Language(part3='hun', part2b='hun', part2t='hun', part1='hu', scope='I', type='L', status='A', name='Hungarian', comment=None, other_names=None, macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",46.9068585714,19.6555271429,ural1272,Hungarian,Uralic
14216644,VeLeRo: a Verbal Lexicon of Romanian,14202659,https://doi.org/10.5281/zenodo.14216644,velero_dataset,cat,1.0,2.1.0,Borja Herce;Bogdan Pricop,"Language(part3='cat', part2b='cat', part2t='cat', part1='ca', scope='I', type='L', status='A', name='Catalan', comment=None, other_names=[Name(print='Valencian', inverted='Valencian')], macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",41.453,1.569,indo1319,Catalan,Indo-European
14206007,VeLePa: Verbal Lexicon of Pame,14204262,https://doi.org/10.5281/zenodo.14206007,velepa,pbs,1.0,2.1.1,Borja Herce,"Language(part3='pbs', part2b=None, part2t=None, part1=None, scope='I', type='L', status='A', name='Central Pame', comment=None, other_names=[Name(print='Central Pame', inverted='Pame, Central')], macrolanguage=None, retire_reason=None, retire_change_to=None, retire_remedy=None, retire_date=None)",21.3762,-99.2898,otom1299,Central Pame,Otomanguean
