ticker,name,market_cap,stock_price,revenue
8393,"The Miyazaki Bank, Ltd.",55.21B,"3,250.00",59.79B
4832,"JFE Systems, Inc.",54.97B,"3,505.00",62.74B
6877,Obara Group Incorporated,54.86B,"3,405.00",57.22B
3151,"Vital KSK Holdings, Inc.",54.84B,"1,176.00",599.25B
1870,"Yahagi Construction Co.,Ltd.",54.78B,"1,288.00",126.11B
3964,Aucnet Inc.,54.76B,"2,397.00",55.91B
7508,G-7 Holdings Inc.,54.70B,"1,280.00",207.18B
7088,Forum Engineering Inc.,54.66B,"1,043.00",33.84B
4886,"ASKA Pharmaceutical Holdings Co.,Ltd.",54.63B,"1,963.00",63.95B
8043,Starzen Company Limited,54.56B,"2,889.00",428.95B
6640,I-PEX Inc.,54.50B,"2,938.00",64.55B
8708,"Aizawa Securities Group Co., Ltd.",54.47B,"1,731.00",20.13B
8237,"Matsuya Co., Ltd.",54.38B,"1,039.00",47.19B
7388,FP Partner Inc.,54.37B,"2,372.00",35.62B
7128,MARUKA FURUSATO Corporation,54.35B,"2,255.00",161.72B
9928,"Miroku Jyoho Service Co., Ltd.",54.18B,"1,853.00",45.92B
1852,Asanuma Corporation,54.17B,680.00,156.36B
2980,SRE Holdings Corporation,54.16B,"3,190.00",25.83B
3661,"m-up holdings, Inc.",53.78B,"1,621.00",24.04B
7350,"Okinawa Financial Group, Inc.",53.65B,"2,568.00",53.96B
3010,"Polaris Holdings Co., Ltd.",53.53B,229.00,21.18B
7942,JSP Corporation,53.52B,"2,042.00",140.90B
7958,Tenma Corporation,53.49B,"2,673.00",98.19B
9070,"Tonami Holdings Co., Ltd.",53.44B,"5,890.00",151.94B
6517,"Denyo Co., Ltd.",53.37B,"2,596.00",72.31B
4187,Osaka Organic Chemical Industry Ltd.,53.32B,"2,623.00",32.70B
4820,"EM Systems Co., Ltd.",53.23B,800.00,24.84B
7721,TOKYO KEIKI INC.,53.23B,"3,240.00",50.70B
2698,"Can Do Co., Ltd.",53.09B,"3,360.00",83.14B
4116,"Dainichiseika Color & Chemicals Mfg. Co., Ltd.",53.03B,"3,070.00",123.61B
7860,Avex Inc.,53.02B,"1,251.00",131.61B
6237,"Iwaki Co., Ltd.",52.99B,"2,396.00",44.96B
9900,Sagami Holdings Corporation,52.97B,"1,757.00",34.24B
9474,"Zenrin Co., Ltd.",52.84B,986.00,63.68B
4365,"Matsumoto Yushi-Seiyaku Co.,Ltd.",52.80B,"18,400.0",42.73B
8345,"The Bank of Iwate, Ltd.",52.69B,"3,130.00",45.15B
4220,Riken Technos Corporation,52.55B,"1,007.00",127.35B
5889,"Japan Eyewear Holdings Co., Ltd.",52.47B,"2,157.00",15.93B
6564,"Midac Holdings Co., Ltd.",52.47B,"1,897.00",10.73B
8061,Seika Corporation,52.35B,"4,370.00",93.89B
3443,"Kawada Technologies, Inc.",52.23B,"3,020.00",133.23B
8167,"Retail Partners Co., Ltd.",52.15B,"1,215.00",263.28B
197A,"TAUNS Laboratories,Inc.",52.05B,521.00,18.43B
3091,"BRONCO BILLY Co.,LTD.",51.84B,"3,525.00",26.62B
8706,"Kyokuto Securities Co., Ltd.",51.65B,"1,619.00",8.73B
2874,"Yokorei Co.,Ltd.",51.63B,876.00,123.47B
3232,"Mie Kotsu Group Holdings, Inc.",51.53B,520.00,104.52B
8075,Shinsho Corporation,51.51B,"5,910.00",622.91B
8084,Ryoden Corporation,51.42B,"2,344.00",220.93B
4051,"GMO Financial Gate, Inc.",51.42B,"6,180.00",18.79B
8281,"Xebio Holdings Co., Ltd.",51.34B,"1,249.00",248.55B
3328,BEENOS Inc.,51.21B,"3,975.00",22.19B
4047,"Kanto Denka Kogyo Co., Ltd.",51.14B,890.00,62.34B
8392,"The Oita Bank, Ltd.",51.04B,"3,460.00",72.79B
147A,"Soracom, Inc.",51.02B,"1,130.00",8.18B
4109,Stella Chemifa Corporation,51.00B,"4,300.00",33.79B
8163,"SRS Holdings Co.,Ltd.",50.99B,"1,233.00",64.96B
9438,MTI Ltd.,50.92B,928.00,28.32B
1975,"Asahi Kogyosha Co., Ltd.",50.79B,"2,046.00",88.47B
6859,Espec Corp.,50.72B,"2,318.00",66.23B
8914,"Arealink Co., Ltd.",50.69B,"2,005.00",12.48B
4435,"kaonavi, inc.",50.65B,"4,355.00",9.06B
3371,Softcreate Holdings Corp.,50.61B,"2,050.00",29.80B
9324,Yasuda Logistics Corporation,50.57B,"1,817.00",72.34B
4323,"Japan System Techniques Co., Ltd.",50.21B,"1,948.00",28.21B
3150,"gremz,Inc.",50.15B,"2,217.00",31.02B
5036,"Japan Business Systems, Inc.",50.15B,"1,100.00",142.90B
9733,Nagase Brothers Inc.,50.02B,"1,900.00",52.89B
2216,Kanro Inc.,50.01B,"3,560.00",31.09B
5982,"Maruzen Co., Ltd.",49.96B,"3,165.00",63.21B
3458,"CRE, Inc.",49.87B,"1,697.00",71.83B
7384,"Procrea Holdings, Inc.",49.86B,"1,755.00",80.82B
1786,Oriental Shiraishi Corporation,49.83B,381.00,68.20B
9946,"MINISTOP Co., Ltd.",49.66B,"1,712.00",85.15B
5445,"Tokyo Tekko Co., Ltd.",49.47B,"5,690.00",84.31B
7613,SIIX Corporation,49.40B,"1,049.00",302.31B
6258,Hirata Corporation,49.35B,"5,040.00",84.15B
6697,"Techpoint, Inc.",49.34B,"2,650.00",11.10B
8387,"The Shikoku Bank, Ltd.",49.33B,"1,182.00",47.96B
4641,Altech Corporation,49.29B,"2,473.00",49.86B
4431,"Smaregi, Inc.",49.28B,"2,582.00",9.09B
9511,"The Okinawa Electric Power Company, Incorporated",49.15B,922.00,235.39B
4362,"Nippon Fine Chemical Co., Ltd.",49.07B,"2,220.00",35.84B
4971,MEC Company Ltd.,49.06B,"2,637.00",18.23B
1301,"Kyokuyo Co., Ltd.",48.94B,"4,120.00",294.81B
4970,"Toyo Gosei Co.,Ltd.",48.89B,"6,080.00",14.94B
5290,Vertex Corporation,48.89B,"1,939.00",38.74B
6381,ANEST IWATA Corporation,48.83B,"1,241.00",54.44B
6620,"Miyakoshi Holdings, Inc.",48.78B,"1,205.00",1.10B
2734,SALA Corporation,48.78B,784.00,240.50B
8929,"Aoyama Zaisan Networks Company,Limited",48.75B,"1,955.00",45.62B
277A,Globe-ing Inc.,48.67B,"8,580.00",4.18B
6328,"Ebara Jitsugyo Co.,Ltd.",48.50B,"4,070.00",37.50B
8979,Starts Proceed Investment Corporation,48.38B,"173,200",7.38B
3451,Tosei Reit Investment Corporation,48.37B,"128,600",7.32B
9081,"Kanagawa Chuo Kotsu Co., Ltd.",48.23B,"3,905.00",118.95B
3198,"SFP Holdings Co., Ltd.",48.22B,"2,137.00",30.08B
287A,"Kuroda Group Co., Ltd.",48.18B,"1,135.00",126.69B
6333,"Teikoku Electric Mfg.Co.,Ltd.",48.17B,"2,949.00",29.73B
3299,"MUGEN ESTATE Co.,Ltd.",47.93B,"2,083.00",62.19B
7408,JAMCO Corporation,47.83B,"1,781.00",75.19B
7231,"Topy Industries, Limited",47.78B,"2,091.00",300.74B
1375,"Yukiguni Maitake Co., Ltd.",47.77B,"1,208.00",36.35B
1799,Daiichi Kensetsu Corporation,47.47B,"2,537.00",42.12B
1518,"Mitsui Matsushima Holdings Co., Ltd.",47.40B,"4,270.00",65.59B
4097,"Koatsu Gas Kogyo Co., Ltd.",47.40B,859.00,97.73B
3978,"Macromill, Inc.",47.37B,"1,245.00",44.40B
3431,"Miyaji Engineering Group,Inc.",47.34B,"1,781.00",70.99B
6143,"Sodick Co., Ltd.",47.13B,932.00,73.67B
2790,"NAFCO Co., Ltd.",47.13B,"1,803.00",183.91B
3791,"IG Port, Inc.",47.10B,"2,404.00",14.30B
6339,"Sintokogio,Ltd.",47.00B,902.00,137.57B
5208,"Arisawa Mfg. Co., Ltd.",46.97B,"1,438.00",49.04B
1921,Tomoe Corporation,46.94B,"1,151.00",34.49B
6118,"Aida Engineering, Ltd.",46.83B,809.00,76.21B
1514,"Sumiseki Holdings,Inc.",46.81B,783.00,15.47B
4828,Business Engineering Corporation,46.64B,"3,895.00",20.16B
8399,"Bank of The Ryukyus, Limited",46.56B,"1,150.00",65.91B
4475,Hennge K.K.,46.50B,"1,447.00",8.96B
4719,Alpha Systems Inc.,46.44B,"3,305.00",37.33B
6099,Elan Corporation,46.38B,767.00,47.51B
5949,Unipres Corporation,46.33B,"1,031.00",326.41B
4674,Cresco Ltd.,46.31B,"1,140.00",57.31B
9158,CUC Inc.,46.26B,"1,640.00",44.22B
3679,"ZIGExN Co., Ltd.",46.20B,467.00,24.87B
5184,"Nichirin Co., Ltd.",46.10B,"3,505.00",71.36B
3182,Oisix ra daichi Inc.,46.09B,"1,331.00",216.68B
2226,KOIKE-YA Inc.,46.03B,"4,365.00",59.37B
3245,"Dear Life Co.,Ltd.",45.99B,"1,059.00",53.84B
9369,K.R.S. Corporation,45.93B,"1,935.00",195.19B
7095,"Macbee Planet, Inc.",45.93B,"3,295.00",45.14B
2908,"Fujicco Co., Ltd.",45.89B,"1,644.00",56.78B
4337,PIA Corporation,45.80B,"3,150.00",42.78B
4375,Safie Inc.,45.73B,811.00,15.05B
4714,"Riso Kyoiku Co., Ltd.",45.58B,278.00,33.17B
6058,Vector Inc.,45.45B,969.00,58.24B
2792,"Honeys Holdings Co., Ltd.",45.41B,"1,629.00",58.49B
6937,"The Furukawa Battery Co., Ltd.",45.33B,"1,383.00",81.93B
6768,Tamura Corporation,45.31B,581.00,110.35B
9639,"Sankyo Frontier Co.,Ltd.",45.23B,"2,050.00",58.03B
4931,"Shinnihonseiyaku Co., Ltd.",45.22B,"2,236.00",40.57B
4685,"Ryoyu Systems Co., Ltd.",44.93B,"6,800.00",39.65B
2749,"Jp-Holdings,Inc.",44.92B,535.00,39.63B
9304,Shibusawa Logistics Corporation,44.91B,"3,120.00",77.17B
4449,giftee Inc.,44.90B,"1,515.00",9.55B
5302,"Nippon Carbon Co., Ltd.",44.89B,"4,090.00",37.96B
4477,"BASE,Inc.",44.79B,385.00,15.98B
3395,"Saint Marc Holdings Co., Ltd.",44.77B,"2,300.00",66.32B
3036,ALCONIX Corporation,44.74B,"1,489.00",190.88B
9274,"Kpp Group Holdings Co., Ltd.",44.72B,678.00,662.08B
176A,Rezil Inc.,44.68B,"2,189.00",-
8344,"The Yamagata Bank, Ltd.",44.68B,"1,426.00",45.41B
3932,Akatsuki Inc.,44.56B,"2,977.00",23.30B
9052,"Sanyo Electric Railway Co.,Ltd.",44.55B,"2,031.00",37.95B
1888,"Wakachiku Construction Co., Ltd.",44.54B,"3,575.00",83.66B
9534,"Hokkaido Gas Co., Ltd.",44.33B,509.00,170.25B
6240,Yamashin-Filter Corp.,44.24B,634.00,19.66B
6638,"Mimaki Engineering Co., Ltd.",44.07B,"1,526.00",82.18B
3196,"HOTLAND Co.,Ltd.",44.01B,"2,098.00",46.13B
6961,Enplas Corporation,44.00B,"4,915.00",38.66B
7840,"France Bed Holdings Co.,Ltd.",43.99B,"1,280.00",60.45B
2594,Key Coffee Inc.,43.98B,"2,054.00",77.30B
1929,"Nittoc Construction Co., Ltd.",43.84B,"1,050.00",66.77B
4078,"Sakai Chemical Industry Co., Ltd.",43.58B,"2,746.00",84.92B
7383,"Net Protections Holdings, Inc.",43.51B,480.00,22.35B
8157,"Tsuzuki Denki Co., Ltd.",43.40B,"2,416.00",97.14B
3252,"JINUSHI Co.,Ltd.",43.36B,"2,161.00",57.07B
299A,dely inc.,43.34B,"1,049.00",9.90B
6941,"Yamaichi Electronics Co.,Ltd.",43.31B,"2,150.00",45.54B
6197,Solasto Corporation,43.27B,469.00,137.04B
2751,"TENPOS HOLDINGS Co.,Ltd.",43.26B,"3,595.00",42.98B
4246,DaikyoNishikawa Corporation,43.18B,607.00,163.99B
5304,"Sec Carbon,Limited",43.18B,"2,158.00",34.84B
7990,"Globeride, Inc.",43.17B,"1,905.00",123.78B
6140,"Asahi Diamond Industrial Co., Ltd.",43.13B,836.00,40.81B
9632,"Subaru Enterprise Co., Ltd.",42.94B,"3,325.00",29.44B
6834,"SEIKOH GIKEN Co., Ltd.",42.76B,"4,800.00",17.26B
8541,"The Ehime Bank, Ltd.",42.75B,"1,095.00",46.12B
3708,"Tokushu Tokai Paper Co., Ltd.",42.75B,"3,695.00",92.86B
6718,"Aiphone Co.,Ltd.",42.73B,"2,611.00",62.65B
4894,Cuorips Inc.,42.71B,"5,330.00",23.00M
9823,Mammy Mart Corporation,42.50B,"4,250.00",166.81B
5262,Nippon Hume Corporation,42.49B,"1,854.00",38.05B
9740,"Central Security Patrols Co., Ltd.",42.42B,"2,908.00",70.29B
2325,"NJS Co., Ltd.",42.29B,"4,550.00",22.59B
6630,Ya-Man Ltd.,42.20B,770.00,25.94B
3491,"GA technologies Co., Ltd.",41.85B,"1,133.00",189.88B
6905,"Cosel Co., Ltd.",41.83B,"1,032.00",34.69B
4548,Seikagaku Corporation,41.70B,764.00,39.27B
6330,Toyo Engineering Corporation,41.61B,716.00,277.04B
8362,"The Fukui Bank, Ltd.",41.55B,"1,881.00",59.76B
3540,"C.I. Medical Co.,Ltd.",41.50B,841.00,67.49B
9739,NSW Inc.,41.39B,"2,778.00",51.58B
2737,Tomen Devices Corporation,41.35B,"6,210.00",410.69B
9028,"ZERO Co., Ltd.",41.25B,"2,476.00",145.31B
4218,"Nichiban Co., Ltd.",41.12B,"2,020.00",48.74B
9743,"Tanseisha Co., Ltd.",41.05B,885.00,87.14B
1899,Fukuda Corporation,40.99B,"5,180.00",166.59B
3983,"oRo Co., Ltd.",40.98B,"2,573.00",7.90B
3176,"Sanyo Trading Co., Ltd.",40.95B,"1,422.00",130.17B
4923,"Cota Co., Ltd.",40.85B,"1,550.00",9.26B
2971,ESCON JAPAN REIT Investment Corporation,40.76B,"113,000",5.49B
5408,"Nakayama Steel Works, Ltd.",40.74B,752.00,175.87B
5254,Arent Inc.,40.71B,"6,560.00",3.19B
3341,"NIHON CHOUZAI Co.,Ltd.",40.66B,"1,361.00",355.98B
3482,Loadstar Capital K.K.,40.57B,"2,450.00",34.42B
7504,Kohsoku Corporation,40.55B,"2,096.00",113.13B
4221,"Okura Industrial Co., Ltd.",40.52B,"3,595.00",81.19B
6062,Charm Care Corporation,40.48B,"1,239.00",49.29B
2288,"Marudai Food Co., Ltd.",40.44B,"1,650.00",234.73B
2986,"LA Holdings Co., Ltd.",40.22B,"6,530.00",44.71B
3561,"Chikaranomoto Holdings Co.,Ltd.",40.19B,"1,391.00",33.80B
3496,"Azoom Co.,Ltd",40.18B,"6,800.00",11.15B
2910,"Rock Field Co.,Ltd.",40.16B,"1,588.00",51.55B
286A,EUCALIA Inc.,40.10B,"1,063.00",19.83B
9470,"Gakken Holdings Co., Ltd.",40.09B,997.00,188.76B
8715,"Anicom Holdings, Inc.",40.08B,531.00,65.20B
6226,"Moriya Transportation Engineering and Manufacturing Co.,Ltd.",40.05B,"2,284.00",18.79B
219A,Heartseed Inc.,39.98B,"1,786.00",873.61M
5659,"Nippon Seisen Co.,Ltd.",39.91B,"1,301.00",47.06B
4419,Finatext Holdings Ltd.,39.86B,777.00,6.93B
7366,LITALICO Inc.,39.85B,"1,187.00",33.62B
7921,Takara & Company Ltd.,39.85B,"3,040.00",29.15B
8343,"The Akita Bank, Ltd.",39.71B,"2,247.00",48.69B
3463,Ichigo Hotel REIT Investment Corporation,39.59B,"122,100",4.72B
9619,"Ichinen Holdings Co.,Ltd.",39.58B,"1,673.00",153.82B
7522,"Watami Co., Ltd.",39.51B,"1,043.00",85.87B
3694,OPTiM Corporation,39.51B,715.00,10.02B
5702,"Daiki Aluminium Industry Co., Ltd.",39.37B,995.00,273.91B
6820,Icom Incorporated,39.33B,"2,760.00",36.15B
8008,Yondoshi Holdings Inc.,39.30B,"1,842.00",39.95B
7779,CYBERDYNE Inc.,39.27B,192.00,4.30B
2972,SANKEI REAL ESTATE Inc.,39.24B,"84,000.0",10.24B
6151,"Nitto Kohki Co., Ltd.",39.09B,"2,089.00",26.77B
9837,"Morito Co., Ltd.",39.08B,"1,493.00",48.54B
7244,"Ichikoh Industries, Ltd.",39.05B,411.00,125.54B
3946,"Tomoku Co., Ltd.",39.01B,"2,383.00",219.17B
5992,"Chuo Spring Co.,Ltd.",38.99B,"1,549.00",105.62B
4813,"Access Co., Ltd.",38.89B,"1,034.00",17.89B
9381,AIT Corporation,38.86B,"1,654.00",53.82B
8185,"Chiyoda Co., Ltd.",38.85B,"1,140.00",94.91B
8052,"Tsubakimoto Kogyo Co., Ltd.",38.80B,"2,113.00",118.88B
2573,"Hokkaido Coca-Cola Bottling Co.,Ltd.",38.78B,"2,855.00",56.86B
262A,Intermestic Inc.,38.66B,"1,844.00",44.85B
2268,"B-R 31 Ice Cream Co.,Ltd.",38.64B,"4,005.00",30.69B
6430,"Daikoku Denki Co., Ltd.",38.63B,"2,659.00",57.99B
1887,JDC Corporation,38.60B,486.00,132.61B
8614,"Toyo Securities Co., Ltd.",38.43B,566.00,12.03B
3663,"CELSYS, Inc.",38.42B,"1,252.00",8.20B
9629,PCA Corporation,38.36B,"1,952.00",16.12B
7874,"LEC, Inc.",38.32B,"1,227.00",65.04B
4417,Global Security Experts Inc.,38.12B,"5,220.00",8.26B
3455,Healthcare & Medical Investment Corporation,38.11B,"107,300",4.95B
6289,Giken Ltd.,38.06B,"1,450.00",27.60B
5563,"Nippon Denko Co., Ltd.",38.03B,277.00,78.24B
247A,Ai Robotics Inc.,37.96B,"3,400.00",7.06B
8395,The Bank of Saga Ltd.,37.92B,"2,261.00",52.76B
9522,"Renewable Japan Co., Ltd.",37.89B,"1,245.00",18.43B
3660,istyle Inc.,37.89B,516.00,62.04B
5959,"Okabe Co., Ltd.",37.88B,837.00,67.81B
3284,"Hoosiers Holdings Co., Ltd.",37.76B,"1,058.00",89.21B
7715,"Nagano Keiki Co., Ltd.",37.71B,"2,005.00",66.13B
8935,"FJ Next Holdings Co., Ltd.",37.67B,"1,151.00",112.30B
6078,"Value HR Co.,Ltd.",37.57B,"1,410.00",8.38B
9305,Yamatane Corporation,37.51B,"3,835.00",78.62B
2053,"Chubu Shiryo Co., Ltd.",37.50B,"1,272.00",211.61B
3916,Digital Information Technologies Corporation,37.43B,"2,492.00",22.12B
2705,"OOTOYA Holdings Co., Ltd.",37.42B,"5,160.00",30.48B
2429,"World Holdings Co., Ltd.",37.27B,"2,132.00",242.23B
7749,"Medikit Co.,Ltd.",37.26B,"2,596.00",22.33B
7198,SBI ARUHI Corporation,37.19B,847.00,22.35B
3333,"Asahi Co., Ltd.",37.11B,"1,452.00",80.92B
7803,Bushiroad Inc.,37.10B,539.00,49.85B
7607,"Shinwa Co., Ltd.",37.09B,"2,800.00",80.12B
2676,"Takachiho Koheki Co.,Ltd.",37.01B,"4,005.00",25.91B
7414,"Onoken Co., Ltd.",36.84B,"1,485.00",275.29B
6999,KOA Corporation,36.78B,991.00,63.37B
9308,"Inui Global Logistics Co., Ltd.",36.72B,"1,467.00",31.85B
4718,"Waseda Academy Co., Ltd.",36.69B,"2,012.00",34.47B
3688,"Carta Holdings, Inc.",36.48B,"1,442.00",24.28B
3153,"Yashima Denki Co., Ltd.",36.47B,"1,807.00",63.78B
3183,"WIN-Partners Co., Ltd.",36.37B,"1,304.00",82.61B
6145,"Nittoku Co.,Ltd.",36.33B,"2,135.00",33.02B
4763,"CREEK & RIVER Co., Ltd.",36.31B,"1,711.00",50.07B
2918,"Warabeya Nichiyo Holdings Co., Ltd.",36.23B,"2,143.00",223.11B
7609,"Daitron Co., Ltd.",36.21B,"3,290.00",93.54B
8275,Forval Corporation,36.20B,"1,367.00",69.50B
9856,"Ku Holdings Co.,Ltd.",36.20B,"1,102.00",160.00B
7679,"YAKUODO HOLDINGS Co., Ltd.",36.05B,"1,876.00",149.92B
9742,INES Corporation,36.03B,"1,761.00",39.70B
6309,"Tomoe Engineering Co., Ltd.",35.97B,"3,670.00",52.12B
7937,"Tsutsumi Jewelry Co.,Ltd.",35.94B,"2,300.00",23.57B
1945,Tokyo Energy & Systems Inc.,35.92B,"1,072.00",71.28B
2540,"Yomeishu Seizo Co.,Ltd.",35.77B,"2,590.00",9.98B
1938,"Nippon Rietec Co.,Ltd.",35.77B,"1,445.00",66.04B
6676,Melco Holdings Inc.,35.75B,"2,376.00",146.28B
8005,Scroll Corporation,35.52B,"1,032.00",81.87B
9164,TRYT Inc.,35.50B,363.00,57.12B
1815,Tekken Corporation,35.49B,"2,548.00",190.39B
1793,"Ohmoto Gumi Co., Ltd.",35.47B,"2,488.00",81.73B
2305,"STUDIO ALICE Co.,Ltd.",35.43B,"2,086.00",35.82B
1967,Yamato Corporation,35.42B,"1,411.00",50.89B
5202,"Nippon Sheet Glass Company, Limited",35.41B,387.00,849.81B
4318,"Quick Co.,Ltd.",35.26B,"1,885.00",31.43B
7280,Mitsuba Corporation,35.22B,801.00,344.66B
6800,"Yokowo Co., Ltd.",35.22B,"1,511.00",81.62B
6644,"Osaki Electric Co., Ltd.",35.22B,763.00,96.99B
5595,"Institute for Q-shu Pioneers of Space, Inc.",35.21B,928.00,-
9338,Inforich Inc.,35.21B,"3,705.00",10.70B
5464,Mory Industries Inc.,35.16B,"4,605.00",46.41B
6547,"Greens Co.,Ltd.",35.11B,"2,581.00",45.53B
6958,CMK Corporation,35.06B,486.00,94.27B
2938,"Okamura Foods Co., Ltd.",34.95B,"2,140.00",34.38B
3857,"LAC Co., Ltd.",34.89B,"1,157.00",55.19B
6625,JALCO Holdings Inc.,34.88B,316.00,10.21B
2923,"Sato Foods Co., Ltd.",34.85B,"7,010.00",44.65B
4992,"Hokko Chemical Industry Co., Ltd.",34.78B,"1,302.00",46.20B
4310,Dream Incubator Inc.,34.74B,"4,055.00",6.13B
2475,"WDB Holdings Co., Ltd.",34.68B,"1,803.00",50.85B
4658,"Nippon Air conditioning Services Co., Ltd.",34.59B,"1,001.00",62.80B
4611,"Dai Nippon Toryo Company, Limited",34.55B,"1,206.00",72.27B
6824,"New Cosmos Electric Co.,Ltd.",34.49B,"2,820.00",40.05B
9991,Gecoss Corporation,34.42B,"1,039.00",114.19B
4439,"Toumei Co.,Ltd.",34.37B,"2,306.00",25.47B
9795,"Step Co.,Ltd.",34.34B,"2,199.00",15.49B
6272,"Rheon Automatic Machinery Co., Ltd.",34.34B,"1,276.00",38.69B
3399,Maruchiyo Yamaokaya Corporation,34.32B,"3,480.00",7.95B
1813,Fudo Tetra Corporation,34.28B,"2,201.00",66.96B
8081,Kanaden Corporation,34.27B,"1,460.00",115.31B
5976,"Neturen Co., Ltd.",34.27B,"1,002.00",55.99B
3093,"Treasure Factory Co.,LTD.",34.22B,"1,460.00",40.10B
7605,Fuji Corporation,34.16B,"1,889.00",46.14B
4499,"Speee, Inc.",34.10B,"2,840.00",15.86B
4743,ITFOR Inc.,33.98B,"1,267.00",20.55B
6223,"Seibu Giken Co.,Ltd.",33.93B,"1,680.00",32.07B
2372,"I'rom Group Co., Ltd.",33.82B,"2,794.00",18.78B
2612,Kadoya Sesame Mills Incorporated,33.82B,"3,685.00",38.49B
8844,"Cosmos Initia Co., Ltd.",33.79B,989.00,134.84B
5288,Asia Pile Holdings Corporation,33.78B,901.00,99.16B
5038,"eWeLL Co.,Ltd.",33.78B,"2,234.00",2.57B
4725,CAC Holdings Corporation,33.75B,"1,976.00",52.06B
9204,Skymark Airlines Inc.,33.67B,563.00,107.60B
2763,"FTGroup Co., Ltd.",33.67B,"1,161.00",35.48B
3264,Ascot Corp.,33.61B,259.00,39.76B
7438,Kondotec Inc.,33.60B,"1,314.00",78.84B
2207,"Meito Sangyo Co., Ltd.",33.57B,"1,990.00",27.46B
7596,"Uoriki Co., Ltd.",33.52B,"2,430.00",36.96B
256A,TOBISHIMA HOLDINGS Inc.,33.51B,"1,718.00",133.86B
6946,"Nippon Avionics Co., Ltd.",33.51B,"2,177.00",18.47B
4345,"CTS Co., Ltd.",33.46B,820.00,11.78B
2217,Morozoff Limited,33.45B,"1,665.00",35.62B
6480,"Nippon Thompson Co., Ltd.",33.45B,484.00,53.20B
166A,TASUKI Holdings Inc.,33.44B,665.00,47.46B
8622,"Mito Securities Co., Ltd.",33.34B,542.00,10.41B
2780,"Komehyo Holdings Co.,Ltd.",33.32B,"3,040.00",147.13B
6249,"Gamecard-Joyco Holdings,Inc.",33.30B,"2,406.00",39.44B
7467,"Hagiwara Electric Holdings Co., Ltd.",33.28B,"3,340.00",254.63B
1930,"Hokuriku Electrical Construction Co.,Ltd.",33.06B,"1,221.00",63.27B
4027,Tayca Corporation,33.00B,"1,538.00",53.75B
6266,"Tazmo Co., Ltd.",32.95B,"2,248.00",35.87B
4792,"YAMADA Consulting Group Co.,Ltd.",32.83B,"1,758.00",22.25B
6627,"Tera Probe, Inc.",32.80B,"3,450.00",37.11B
6794,"Foster Electric Company, Limited",32.71B,"1,465.00",135.08B
9368,"Kimura Unity Co., Ltd.",32.70B,"1,616.00",61.87B
2669,"Kanemi Co., Ltd.",32.62B,"3,370.00",83.94B
5757,"CK SAN-ETSU Co., Ltd.",32.61B,"3,910.00",121.13B
4393,"Bank of Innovation,Inc.",32.59B,"8,060.00",12.97B
7463,"Advan Group Co., Ltd.",32.57B,915.00,18.33B
6617,"Takaoka Toko Co., Ltd.",32.57B,"2,042.00",108.45B
3546,"Alleanza Holdings Co., Ltd.",32.48B,"1,103.00",152.82B
2989,"Tokaido REIT, Inc.",32.48B,"102,500",3.80B
7059,"COPRO-HOLDINGS. Co., Ltd.",32.47B,"1,729.00",28.63B
4593,Healios K.K.,32.45B,330.00,560.00M
3199,"Watahan & Co.,Ltd.",32.45B,"1,652.00",132.90B
4554,"Fuji Pharma Co., Ltd.",32.45B,"1,331.00",48.39B
2148,ITmedia Inc.,32.42B,"1,672.00",8.05B
9467,"AlphaPolis Co., Ltd.",32.35B,"1,119.00",12.31B
8137,Sun-Wa Technos Corporation,32.26B,"2,189.00",140.34B
2753,"Amiyaki Tei Co., Ltd.",32.21B,"1,591.00",35.21B
2936,BASE FOOD Inc.,32.20B,608.00,14.89B
7893,PRONEXUS Inc.,32.19B,"1,281.00",30.72B
8217,"Okuwa Co., Ltd.",32.17B,775.00,248.47B
4377,ONE CAREER Inc.,32.03B,"5,390.00",5.40B
6222,"Shima Seiki Mfg.,Ltd.",32.00B,941.00,31.49B
3205,Daidoh Limited,31.99B,"1,193.00",28.42B
2209,"Imuraya Group Co., Ltd.",31.94B,"2,460.00",50.66B
6637,"Terasaki Electric Co.,Ltd.",31.91B,"2,449.00",55.23B
9441,"Bell-Park Co.,Ltd.",31.79B,"1,654.00",116.04B
3901,"MarkLines Co., Ltd.",31.75B,"2,450.00",5.56B
4390,"IPS, Inc.",31.61B,"2,445.00",17.00B
7033,"Management Solutions co.,Ltd.",31.55B,"1,936.00",19.95B
3580,"KOMATSU MATERE Co.,Ltd.",31.48B,798.00,39.05B
2497,"UNITED, Inc.",31.39B,801.00,11.20B
9994,Yamaya Corporation,31.38B,"2,894.00",159.57B
6817,Sumida Corporation,31.30B,947.00,143.98B
2150,"CareNet, Inc.",31.27B,731.00,11.18B
9726,"KNT-CT Holdings Co., Ltd.",31.23B,"1,143.00",271.79B
5357,"Yotai Refractories Co., Ltd.",31.21B,"1,694.00",29.17B
3843,"FreeBit Co., Ltd.",31.14B,"1,539.00",52.59B
5261,"RESOL HOLDINGS Co.,Ltd.",31.11B,"5,390.00",27.74B
8550,"The Tochigi Bank, Ltd.",31.10B,300.00,43.21B
6915,"Chiyoda Integre Co.,Ltd.",31.06B,"3,110.00",41.21B
4709,ID Holdings Corporation,31.05B,"1,905.00",35.18B
7844,Marvelous Inc.,31.01B,530.00,28.45B
